eid,mid,event_date,f1name,f2name,f1result,f2result,f1fid,f2fid,method,round,time,f1fights,f1w,f1l,f1fws,f1ls,f2fights,f2w,f2l,f2fws,f2ls,f1SubW,f1KOW,f1DecW,f1SubL,f1KOL,f1DecL,f2SubW,f2KOW,f2DecW,f2SubL,f2KOL,f2DecL,fid_1,height_1,weight_1,country_1,Height_1,Weight_1,Reach_1,Stance_1,SLpM_1,Str. Acc_1,SApM_1,Str. Def_1,TD Avg_1,TD Acc_1,TD Def_1,Sub. Avg_1,Metrictst_1,fid_2,height_2,weight_2,country_2,Height_2,Weight_2,Reach_2,Stance_2,SLpM_2,Str. Acc_2,SApM_2,Str. Def_2,TD Avg_2,TD Acc_2,TD Def_2,Sub. Avg_2,Metrictst_2,f1Age,f2Age
20821,2,7/21/12,Daniel Pineda,Antonio Carvalho,loss,win,21564,5346,KO,1,1:11,3,2,1,0,1,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,1,21564,67,155,United States,67,145,69,Orthodox,2.99,0.43,2.51,0.47,1.46,0.25,0.48,2,10.59,5346,68,145,Canada,69,145,68,Orthodox,3.03,0.29,3.62,0.64,0,0,1,0,8.58,26.95687885,33.14442163
20821,1,7/21/12,Anton Kuivanen,Mitch Clarke,win,loss,14865,22556,Decision,3,5:00,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,14865,69,155,Finland,68,155,72,Orthodox,2.27,0.38,1.63,0.67,1.2,1,0.71,0.4,8.26,22556,70,154,Canada,70,155,73,Orthodox,2.26,0.34,2.85,0.46,0.74,0.18,0.5,0.5,7.83,28.22176591,26.65571526
21037,12,6/8/12,Demetrious Johnson,Ian McCall,win,loss,45452,5001,Decision,3,5:00,4,2,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,45452,63,125,United States,63,125,66,Orthodox,3.31,0.52,1.74,0.65,3.54,0.54,0.62,0.5,11.42,5001,65,125,United States,65,125,64,Orthodox,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0,11.16,25.82067077,27.92607803
21037,11,6/8/12,Erick Silva,Charlie Brenneman,win,loss,15009,23403,Submission,1,4:33,2,1,1,0,1,6,4,2,1,0,0,1,0,0,0,0,0,0,4,0,2,0,15009,71,170,Brazil,72,170,74,Orthodox,2.65,0.5,4.27,0.45,1.07,0.46,0.59,1.8,11.79,23403,70,155,United States,70,155,72,Orthodox,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0,9.46,27.96440794,31.32648871
21037,10,6/8/12,Mike Pyle,Josh Neer,win,loss,4577,9179,KO,1,4:56,8,5,3,1,0,12,6,6,2,0,1,1,2,1,2,0,2,1,2,1,0,4,4577,73,170,United States,72,170,74,Orthodox,2.76,0.46,2.75,0.61,1.82,0.35,0.7,1.6,11.05,9179,71,170,United States,71,170,72,Orthodox,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,11.15,36.72279261,29.21013005
21037,9,6/8/12,Scott Jorgensen,Eddie Wineland,loss,win,16852,4173,KO,2,4:10,3,2,1,0,1,2,0,2,0,2,0,1,1,0,0,1,0,0,0,0,0,2,16852,65,135,United States,65,135,66,Orthodox,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,12.18,4173,67,135,United States,67,135,69,Orthodox,3.36,0.29,3.42,0.71,0.34,0.33,0.85,0.2,9.5,29.724846,27.95071869
21037,8,6/8/12,Mike Pierce,Carlos Eduardo Rocha,win,loss,25415,35142,Decision,3,5:00,8,5,3,0,1,2,1,1,0,1,1,1,3,0,0,3,1,0,0,0,0,1,25415,68,170,United States,68,170,70,Orthodox,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,10.43,35142,70,170,Brazil,70,170,70,Orthodox,1.24,0.34,1.85,0.55,0,0,0.52,1.4,5.9,31.76728268,30.90759754
21037,7,6/8/12,Seth Baczynski,Lance Benoist,win,loss,13827,59764,Decision,3,5:00,3,2,1,2,0,1,1,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,13827,75,170,United States,75,170,74,Orthodox,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,9.37,59764,71,170,United States,71,170,73,Southpaw,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0,9.89,30.61738535,23.78370979
21037,6,6/8/12,Matt Grice,Leonard Garcia,win,loss,14539,2815,Decision,3,5:00,5,1,4,0,3,6,2,4,0,2,0,0,1,2,2,0,1,0,1,1,0,3,14539,68,145,United States,68,145,70,Orthodox,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5,11.75,2815,69,145,United States,70,145,69,Orthodox,2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5,9.8,30.86105407,32.90349076
21037,5,6/8/12,Jared Papazian,Dustin Pague,loss,win,33531,39781,Submission,1,3:21,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33531,68,135,United States,68,135,67,Southpaw,3.33,0.39,3.81,0.44,0,0,0.5,0,8.47,39781,69,152,United States,69,135,74,Orthodox,1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6,10.17,24.3504449,24.84325804
21037,4,6/8/12,Tim Means,Justin Salas,win,loss,11281,16180,TKO,1,1:06,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,11281,74,170,United States,74,170,75,Orthodox,4.18,0.46,2.76,0.63,0.88,0.47,0.59,0.2,10.17,16180,68,155,United States,68,155,70,Southpaw,3.42,0.43,2.96,0.68,2.43,0.2,0,0,10.12,28.29842574,30.23956194
21037,3,6/8/12,Buddy Roberts,Caio Magalhaes,win,loss,23811,51163,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23811,74,185,United States,74,185,,Orthodox,2.17,0.34,2.08,0.7,0,0,0.76,0.7,6.75,51163,73,185,Brazil,73,185,73,Orthodox,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6,9.39,29.64271047,24.48459959
21037,2,6/8/12,Henry Martinez,Bernardo Magalhaes,win,loss,13237,26495,Decision,3,5:00,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,13237,67,155,United States,67,155,68,Southpaw,2.79,0.25,4.01,0.6,0,0,0.8,0,8.45,26495,69,155,Brazil,69,155,65,Orthodox,1.8,0.27,3.37,0.68,0,0,0,0.5,6.62,28.83778234,30.84462697
21037,1,6/8/12,Jake Hecht,Sean Pierson,loss,win,15759,573,Decision,3,5:00,2,1,1,0,1,3,1,2,0,2,0,1,0,1,0,0,0,0,1,0,1,1,15759,72,170,United States,72,170,76,Orthodox,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0,9.86,573,73,170,Canada,72,170,76,Southpaw,3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4,10.23,28.32854209,36.24640657
21045,12,9/22/12,Vitor Belfort,Jon Jones,loss,win,156,27944,Submission,4,0:54,14,9,5,2,0,11,10,1,7,0,1,8,0,0,3,2,3,3,3,0,0,0,156,72,185,Brazil,72,185,74,Southpaw,1.56,0.46,2.78,0.5,1.13,0.6,0.53,0.7,8.26,27944,76,205,United States,76,205,84,Orthodox,4.25,0.55,2,0.65,2.25,0.52,0.94,0.6,11.76,35.4770705,25.18001369
21045,11,9/22/12,Demetrious Johnson,Joseph Benavidez,win,loss,45452,15008,Decision,5,5:00,5,3,1,1,0,3,3,0,3,0,0,0,3,0,0,1,0,1,2,0,0,0,45452,63,125,United States,63,125,66,Orthodox,3.31,0.52,1.74,0.65,3.54,0.54,0.62,0.5,11.42,15008,64,125,United States,64,125,65,Southpaw,3.42,0.33,2.36,0.65,1.21,0.29,0.66,0.8,9.72,26.11088296,28.14510609
21045,10,9/22/12,Brian Stann,Michael Bisping,loss,win,14829,10196,Decision,3,5:00,9,6,3,1,0,16,12,4,0,1,1,3,2,2,0,1,0,8,4,0,1,3,14829,73,185,United States,73,205,74,Orthodox,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,8.08,10196,74,185,England,73,185,75,Orthodox,4.44,0.38,2.63,0.66,1.1,0.43,0.64,0.3,10.58,31.9945243,33.56605065
21045,9,9/22/12,Roger Hollett,Matt Hamill,loss,win,15907,16695,Decision,3,5:00,0,0,0,0,0,13,9,4,0,2,0,0,0,0,0,0,0,5,3,0,2,2,15907,70,205,Canada,71,205,70,Orthodox,1.83,0.47,6.47,0.34,1,0.28,0.3,0,10.69,16695,74,205,United States,73,205,76,Orthodox,3.69,0.42,3.8,0.61,3,0.34,0.91,0,12.77,33.95756331,35.96440794
21045,8,9/22/12,Cub Swanson,Charles Oliveira,win,loss,11002,30300,KO,1,2:40,3,2,1,2,0,7,4,2,2,0,0,2,0,1,0,0,4,0,0,1,1,0,11002,67,145,United States,68,145,70,Orthodox,3.67,0.46,3.07,0.63,1.3,0.51,0.55,0.6,10.79,30300,71,145,Brazil,70,155,74,Orthodox,3.17,0.5,3.04,0.52,2.66,0.37,0.58,2.7,13.54,28.88980151,22.93223819
21045,7,9/22/12,Vinny Magalhaes,Igor Pokrajac,win,loss,10709,7621,Submission,2,1:14,2,0,2,0,2,7,4,3,3,0,0,0,0,0,1,1,1,2,1,0,1,2,10709,75,205,Brazil,75,205,79,Orthodox,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8,10.48,7621,72,205,Croatia,72,205,76,Orthodox,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,9.23,28.22450376,33.63997262
21045,5,9/22/12,Lance Benoist,Sean Pierson,loss,win,59764,573,Decision,3,5:00,2,1,1,0,1,4,2,2,1,0,0,0,1,0,0,1,0,0,2,0,1,1,59764,71,170,United States,71,170,73,Southpaw,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0,9.89,573,73,170,Canada,72,170,76,Southpaw,3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4,10.23,24.07392197,36.53661875
21045,3,9/22/12,Simeon Thoresen,Seth Baczynski,loss,win,19977,13827,KO,1,4:10,1,1,0,1,0,4,3,1,3,0,1,0,0,0,0,0,2,0,1,0,0,1,19977,73,170,Norway,73,170,79,Orthodox,3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7,12.49,13827,75,170,United States,75,170,74,Orthodox,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,9.37,28.52566735,30.90759754
21045,2,9/22/12,Mitch Gagnon,Walel Watson,win,loss,37404,36403,Submission,1,1:09,1,0,1,0,1,3,1,2,0,2,0,0,0,1,0,0,0,1,0,0,0,2,37404,66,135,Canada,65,135,65,Southpaw,3.18,0.48,2.13,0.63,1.43,0.26,0.67,1.9,10.68,36403,71,134,United States,71,135,69,Orthodox,2.1,0.29,3.79,0.43,0,0,0.61,1.4,8.62,27.95071869,28.18617385
21045,2,9/22/12,Mitch Gagnon,Walel Watson,win,loss,37404,36403,Submission,1,1:09,1,0,1,0,1,3,1,2,0,2,0,0,0,1,0,0,0,1,0,0,0,2,37404,66,135,Canada,65,135,65,Southpaw,3.18,0.48,2.13,0.63,1.43,0.26,0.67,1.9,10.68,36403,71,134,United States,71,135,69,Orthodox,2.1,0.29,3.79,0.43,0,0,0.61,1.4,8.62,27.95071869,28.18617385
21045,1,9/22/12,Charlie Brenneman,Kyle Noke,loss,win,23403,7632,TKO,1,0:45,7,4,3,0,1,5,3,2,0,2,0,0,4,1,2,0,2,1,0,1,0,1,23403,70,155,United States,70,155,72,Orthodox,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0,9.46,7632,73,170,Australia,73,170,76,Southpaw,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,9.99,31.61670089,32.51471595
21047,11,11/17/12,Johny Hendricks,Martin Kampmann,win,loss,24539,5344,KO,1,0:46,9,8,1,4,0,15,11,4,3,0,0,4,4,0,0,1,5,2,4,0,2,2,24539,69,170,United States,69,185,69,Southpaw,3.51,0.46,3.83,0.54,4.01,0.48,0.63,0.3,13.76,5344,72,170,Denmark,72,170,72,Orthodox,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2,12.59,29.18275154,30.58726899
21047,10,11/17/12,Tom Lawlor,Francis Carmont,loss,win,21940,9798,Decision,3,5:00,7,4,3,1,0,3,3,0,3,0,0,1,2,1,0,1,2,0,1,0,0,0,21940,72,205,United States,72,205,74,Southpaw,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4,10.68,9798,72,170,United States,75,205,78,Orthodox,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,8.35,29.51129363,31.01984942
21047,8,11/17/12,Pablo Garza,Mark Hominick,win,loss,35448,4728,Decision,3,5:00,4,2,2,0,2,6,3,3,0,3,1,1,0,1,0,1,1,1,1,0,1,2,35448,73,145,United States,73,145,73,Orthodox,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,9.65,4728,68,145,Canada,68,145,68,Orthodox,4.08,0.42,4.18,0.69,0.25,0.66,0.71,0.9,11.89,29.17180014,30.32443532
21047,7,11/17/12,Alessio Sakara,Patrick Cote,loss,win,5366,6612,DQ,1,1:26,13,6,6,0,2,12,4,8,0,4,0,4,2,1,4,1,0,2,2,3,1,4,5366,73,185,Italy,72,185,72,Orthodox,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0,11.4,6612,71,170,Canada,71,170,71,Orthodox,2.8,0.49,3.07,0.48,0.72,0.21,0.44,0.3,8.51,31.20876112,32.71731691
21047,6,11/17/12,Cyrille Diabate,Chad Griggs,win,loss,2191,15932,Submission,1,2:44,5,3,2,1,0,1,0,1,0,1,0,1,2,2,0,0,0,0,0,1,0,0,2191,78,205,France,78,205,81,Southpaw,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2,9.88,15932,75,205,United States,73,205,73,Orthodox,2.67,0.5,2.22,0.46,1.51,0.66,0.41,0,8.43,39.43874059,34.51060917
21047,5,11/17/12,Sam Stout,John Makdessi,loss,win,9901,37402,Decision,3,5:00,13,7,6,1,0,4,2,2,0,2,0,1,6,1,0,5,0,1,1,1,0,1,9901,69,155,Canada,69,155,70,Orthodox,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,10.98,37402,68,155,Canada,68,155,68,Orthodox,5.39,0.51,3.95,0.71,0,0,0.87,0,11.43,28.56947296,27.54277892
21047,4,11/17/12,Antonio Carvalho,Rodrigo Damm,win,loss,5346,11507,Decision,3,5:00,2,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,5346,68,145,Canada,69,145,68,Orthodox,3.03,0.29,3.62,0.64,0,0,1,0,8.58,11507,67,145,Brazil,67,155,71,Orthodox,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3,11.74,33.47022587,32.78850103
21047,2,11/17/12,Ivan Menjivar,Azamat Gashimov,win,loss,993,71175,Submission,1,2:44,5,3,2,0,1,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,993,66,135,El Salvador,66,145,64,Orthodox,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1,8.78,71175,69,135,Russia,66,125,66,Orthodox,1.24,0.21,4.75,0.53,1.69,0.25,0,0,8.67,30.46954141,22.6146475
21047,1,11/17/12,Steven Siler,Darren Elkins,loss,win,22537,22094,Decision,3,5:00,3,3,0,3,0,5,4,1,3,0,1,0,2,0,0,0,0,1,3,1,0,0,22537,71,164,United States,71,145,70,Orthodox,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,9.95,22094,70,145,United States,70,145,71,Orthodox,3.04,0.36,2.08,0.57,2.77,0.37,0.4,1.5,11.09,25.75496235,28.5065024
21725,11,7/11/12,Mark Munoz,Chris Weidman,loss,win,22411,42804,KO,2,1:37,9,7,2,4,0,4,4,0,4,0,1,3,3,0,1,1,1,0,2,0,0,0,22411,72,185,United States,72,185,72,Orthodox,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,11.09,42804,74,185,United States,74,185,78,Orthodox,3.09,0.44,2.9,0.53,3.33,0.49,0.71,0.9,12.39,34.41752225,28.06570842
21725,10,7/11/12,James Te Huna,Joey Beltran,win,loss,9033,21219,Decision,3,5:00,4,3,1,2,0,7,3,4,0,2,0,3,0,1,0,0,0,2,1,0,1,3,9033,73,185,Australia,74,185,75,Orthodox,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,12.06,21219,73,185,United States,73,185,75,Orthodox,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0,12.5,30.7816564,30.58726899
21725,9,7/11/12,Kenny Robertson,Aaron Simpson,loss,win,31978,24986,Decision,3,5:00,1,0,1,0,1,9,6,3,0,1,0,0,0,0,1,0,0,2,4,0,1,2,31978,70,170,United States,70,170,74,Orthodox,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,10.73,24986,72,170,United States,72,170,73,Orthodox,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,12.66,28.40520192,37.97672827
21725,8,7/11/12,Francis Carmont,Karlos Vemola,win,loss,9798,40238,Submission,2,1:39,2,2,0,2,0,4,2,2,1,0,1,0,1,0,0,0,1,1,0,0,0,2,9798,72,170,United States,75,205,78,Orthodox,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,8.35,40238,72,205,Czech Republic,72,185,75,Orthodox,1.67,0.44,2.13,0.37,1.93,0.25,0.31,1.7,8.8,30.66666667,27.02806297
21725,5,7/11/12,Alex Caceres,Damacio Page,win,loss,41586,12158,Submission,2,1:27,4,1,3,0,1,2,0,2,0,2,0,0,1,2,0,1,0,0,0,1,0,0,41586,69,135,United States,70,145,73,Southpaw,3.72,0.49,2.49,0.63,0.68,0.81,0.56,0.9,10.28,12158,66,125,United States,66,135,66,Orthodox,2.05,0.38,2.47,0.51,2.63,0.64,0.23,0.9,9.81,24.05749487,29.77960301
21725,4,7/11/12,Josh Ferguson,Chris Cariaso,loss,win,26649,16467,Decision,3,5:00,1,0,1,0,1,4,3,1,2,0,0,0,0,1,0,0,0,0,3,0,0,1,26649,65,125,United States,65,125,66,Orthodox,2.13,0.43,4.18,0.32,0.59,0.11,0.54,0,8.3,16467,63,125,United States,63,125,63,Southpaw,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,9.49,,31.12388775
21725,3,7/11/12,Andrew Craig,Rafael Natal,win,loss,63284,13968,KO,2,4:52,1,1,0,1,0,4,2,1,2,0,0,0,1,0,0,0,0,0,2,0,0,1,63284,73,170,United States,73,170,76,Orthodox,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0,7.92,13968,72,185,Brazil,72,185,76,Orthodox,3.08,0.47,2.4,0.58,2.59,0.34,0.78,0.5,10.74,26.48596851,29.54414784
21725,1,7/11/12,Raphael Assuncao,Issei Tamura,win,loss,9574,34371,TKO,2,0:25,2,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,9574,65,135,Brazil,65,135,66,Orthodox,3.37,0.42,2.2,0.69,1.55,0.34,0.78,0.4,9.75,34371,65,145,Japan,65,135,63,Orthodox,1.89,0.53,4.58,0.44,0.92,0.25,0.33,0,8.94,29.97946612,28.33127995
22013,10,8/11/12,Frankie Edgar,Benson Henderson,loss,win,14204,20548,Decision,5,5:00,12,9,2,0,1,4,4,0,4,0,1,2,6,0,0,2,0,0,4,0,0,0,14204,66,145,United States,66,145,68,Orthodox,3.46,0.39,2.16,0.7,2.62,0.35,0.65,0.4,10.73,20548,69,155,United States,69,170,70,Southpaw,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,10.08,30.81998631,28.73648186
22013,9,8/11/12,Donald Cerrone,Melvin Guillard,win,loss,15105,7431,KO,1,1:16,6,5,1,1,0,17,11,6,1,0,2,1,2,0,0,1,0,7,4,6,0,0,15105,71,155,United States,73,170,73,Orthodox,4.18,0.47,4.01,0.54,1.36,0.42,0.7,1.6,13.28,7431,69,155,United States,69,155,68,Orthodox,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,8.61,29.37166324,29.36892539
22013,8,8/11/12,Jake Shields,Ed Herman,NC,NC,502,6561,NC,3,5:00,4,2,2,1,0,12,7,5,3,0,0,0,2,0,1,1,4,2,1,1,1,2,502,72,170,United States,72,170,72,Orthodox,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2,9.84,6561,74,205,United States,73,205,77,Orthodox,3.11,0.51,2.79,0.42,2.75,0.51,0.67,1.2,11.96,33.58795346,31.85763176
22013,7,8/11/12,Yushin Okami,Buddy Roberts,win,loss,5569,23811,TKO,2,3:09,14,10,4,0,2,1,1,0,1,0,1,3,6,0,2,2,0,0,1,0,0,0,5569,74,185,Japan,74,185,72,Southpaw,2.23,0.38,2.2,0.62,1.88,0.47,0.84,0.5,9.12,23811,74,185,United States,74,185,,Orthodox,2.17,0.34,2.08,0.7,0,0,0.76,0.7,6.75,31.05817933,29.81793292
22013,6,8/11/12,Justin Lawrence,Max Holloway,loss,win,73756,38671,TKO,2,4:49,1,1,0,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,73756,68,145,United States,68,145,67,Orthodox,3.84,0.35,2.83,0.67,0.72,0.28,0.73,0,9.42,38671,71,145,United States,71,145,69,Orthodox,5.67,0.43,3.74,0.67,0.32,0.8,0.83,0.6,13.06,22.24229979,20.68720055
22013,5,8/11/12,Dennis Bermudez,Tommy Hayden,win,loss,58065,30943,Submission,1,4:43,2,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,58065,66,145,United States,66,145,66,Orthodox,4.34,0.46,2.81,0.57,4.17,0.43,0.91,1.3,14.99,30943,69,145,United States,69,145,72,Southpaw,1.48,0.27,2.05,0.55,3.42,0.33,0.66,0,8.76,25.66187543,26.4202601
22013,4,8/11/12,Jared Hamman,Michael Kuiper,loss,win,15949,42901,TKO,2,2:16,5,2,3,0,1,1,0,1,0,1,0,1,1,0,2,1,0,0,0,0,0,1,15949,75,205,United States,75,185,75,Orthodox,5.15,0.42,3.93,0.55,1.57,0.46,0.3,0,12.38,42901,72,192,Netherlands,72,185,73,Orthodox,3.28,0.54,3.62,0.54,2.3,0.55,0.79,0,11.62,30.4312115,23.17864476
22013,3,8/11/12,Erik Perez,Ken Stone,win,loss,35509,24913,KO,1,0:17,1,1,0,1,0,3,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,35509,68,135,Mexico,68,135,68,Orthodox,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2,10.91,24913,68,135,United States,68,135,71,,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6,10.49,22.72689938,29.84257358
22013,2,8/11/12,Chico Camus,Dustin Pague,win,loss,42850,39781,Decision,3,5:00,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,42850,66,125,United States,66,125,66,Orthodox,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4,8.38,39781,69,152,United States,69,135,74,Orthodox,1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6,10.17,27.54004107,25.01848049
22013,1,8/11/12,Eiji Mitsuoka,Nik Lentz,loss,win,2235,15058,TKO,1,3:45,1,0,1,0,1,9,5,2,0,2,0,0,0,0,1,0,1,0,4,0,1,1,2235,67,145,Japan,67,145,,Southpaw,1.49,0.49,2.26,0.45,2.3,0.36,0.2,1.6,9.15,15058,68,145,United States,68,155,68,Orthodox,3.11,0.49,2.81,0.48,3.79,0.36,0.44,1.4,12.88,36.61054073,27.9945243
22541,10,10/5/12,Travis Browne,Antonio Silva,loss,win,16785,12354,TKO,1,3:27,5,4,0,3,0,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,16785,79,236,United States,78,255,79,Orthodox,2.86,0.4,4.19,0.43,1.17,0.66,0.83,0.2,10.74,12354,76,264,Brazil,76,264,80,Orthodox,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,9.5,30.22039699,33.05954825
22541,9,10/5/12,Jake Ellenberger,Jay Hieron,win,loss,13068,9267,Decision,3,5:00,8,6,2,0,1,2,0,2,0,2,0,4,2,0,1,1,0,0,0,0,2,0,13068,69,170,United States,69,170,71,Orthodox,2.42,0.38,2.67,0.61,2.08,0.5,0.86,0.4,9.92,9267,71,170,United States,72,170,75,Orthodox,1.66,0.32,1.89,0.61,4.05,0.6,0.66,1,10.79,27.52361396,36.18617385
22541,7,10/5/12,Justin Edwards,Josh Neer,win,loss,37452,9179,Technical,1,0:45,3,1,2,0,1,13,6,7,0,1,0,0,1,0,0,2,2,1,2,1,1,4,37452,70,155,United States,70,155,70,Orthodox,2.68,0.42,3.32,0.51,2.14,0.26,0.27,1,10.6,9179,71,170,United States,71,170,72,Orthodox,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,11.15,29.69199179,29.53593429
22541,6,10/5/12,Danny Castillo,Michael Johnson,loss,win,26070,68788,KO,2,1:06,5,4,1,3,0,5,3,2,2,0,0,1,3,0,0,1,0,1,2,1,0,1,26070,69,155,United States,69,155,71,Orthodox,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,9.73,68788,70,155,United States,70,155,73,Southpaw,3.77,0.35,3.74,0.58,0.58,0.53,0.79,0.1,10.44,33.11430527,26.33812457
22541,5,10/5/12,Aaron Simpson,Mike Pierce,loss,win,24986,25415,KO,2,0:29,10,7,3,1,0,9,6,3,1,0,0,2,5,0,1,2,1,1,4,0,0,3,24986,72,170,United States,72,170,73,Orthodox,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,12.66,25415,68,170,United States,68,170,70,Orthodox,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,10.43,38.21218344,32.09308693
22541,4,10/5/12,Marcus LeVesseur,Carlo Prater,win,loss,23538,6767,Decision,3,5:00,1,0,1,0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,23538,70,155,United States,69,155,70,Southpaw,2.55,0.64,3.7,0.37,3.89,0.36,0.83,0.6,12.94,6767,72,155,Brazil,71,155,72,Switch,2.03,0.47,4.07,0.35,0.43,0.09,0.57,1.7,9.71,29.22108145,31.27994524
22541,4,10/5/12,Marcus LeVesseur,Carlo Prater,win,loss,23538,6767,Decision,3,5:00,1,0,1,0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,23538,70,155,United States,69,155,70,Southpaw,2.55,0.64,3.7,0.37,3.89,0.36,0.83,0.6,12.94,6767,72,155,Brazil,71,155,72,Switch,2.03,0.47,4.07,0.35,0.43,0.09,0.57,1.7,9.71,29.22108145,31.27994524
22541,3,10/5/12,Shane Roller,Jacob Volkmann,loss,win,24540,24765,Submission,1,2:38,5,2,3,1,0,8,5,3,0,1,0,1,1,0,1,1,0,0,5,2,0,1,24540,70,155,United States,70,155,72,Orthodox,2.04,0.34,2.65,0.6,2.46,0.33,0.42,1.9,10.74,24765,69,170,United States,69,155,71,Southpaw,1.19,0.34,1.78,0.52,3.19,0.48,0.52,2,10.02,33.229295,32.08213552
22541,2,10/5/12,Diego Nunes,Bart Palaszewski,win,loss,25981,3496,Decision,3,5:00,4,2,2,0,1,2,1,1,0,1,0,0,2,0,0,2,0,1,0,0,0,1,25981,66,145,Brazil,66,145,67,Orthodox,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,9.19,3496,69,145,United States,69,145,70,Orthodox,2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5,9.52,29.84804928,29.35249829
