eid,mid,event_date,f1name,f2name,f1result,f2result,f1fid,f2fid,method,round,time,f1fights,f1w,f1l,f1fws,f1ls,f2fights,f2w,f2l,f2fws,f2ls,f1SubW,f1KOW,f1DecW,f1SubL,f1KOL,f1DecL,f2SubW,f2KOW,f2DecW,f2SubL,f2KOL,f2DecL,fid_1,height_1,weight_1,country_1,Height_1,Weight_1,Reach_1,Stance_1,SLpM_1,Str. Acc_1,SApM_1,Str. Def_1,TD Avg_1,TD Acc_1,TD Def_1,Sub. Avg_1,Metrictst_1,fid_2,height_2,weight_2,country_2,Height_2,Weight_2,Reach_2,Stance_2,SLpM_2,Str. Acc_2,SApM_2,Str. Def_2,TD Avg_2,TD Acc_2,TD Def_2,Sub. Avg_2,Metrictst_2,f1Age,f2Age
1220,5,11/22/02,Carlos Newton,Pete Spratt,win,loss,7,3195,Submission,1,1:45,5,2,3,0,2,1,1,0,1,0,2,0,0,0,2,1,1,0,0,0,0,0,7,69,174,Canada,69,170,,Orthodox,0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9,7.55,3195,69,170,United States,69,170,,Orthodox,1.63,0.48,1.33,0.55,0.3,1,0.46,0.3,6.05,26.2642026,31.86858316
1220,4,11/22/02,Robbie Lawler,Tiki Ghosn,win,loss,2245,88,TKO,1,1:29,2,2,0,2,0,2,0,2,0,2,0,1,1,0,0,0,0,0,0,2,0,0,2245,71,170,United States,71,170,74,Southpaw,3.49,0.44,3.69,0.62,0.82,0.68,0.67,0,10.41,88,70,169,United States,70,170,,Orthodox,2.78,0.46,2.94,0.58,0.41,0.5,0.61,0,8.28,20.67624914,25.78234086
1220,3,11/22/02,Andrei Arlovski,Ian Freeman,win,loss,270,242,TKO,1,1:25,3,1,2,0,2,4,3,1,3,0,1,0,0,0,2,0,1,1,1,1,0,0,270,76,241,Belarus,75,240,77,Orthodox,3.12,0.41,2.5,0.59,0.39,0.41,0.82,0.5,8.74,242,71,205,England,71,225,,Orthodox,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7,9.91,23.79739904,31.89322382
1220,2,11/22/02,Vladimir Matyushenko,Travis Wiuff,win,loss,435,3660,Submission,1,4:10,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,435,73,205,Belarus,72,205,74,Orthodox,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,9.06,3660,75,259,United States,75,205,,Orthodox,0.48,0.3,4.03,0.41,4.84,0.57,0.44,1.2,12.27,31.88227242,24.6899384
1220,1,11/22/02,Phillip Miller,Mark Weir,win,loss,482,3599,Submission,2,4:50,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,482,71,182,United States,71,185,,Orthodox,1.61,0.54,1.93,0.5,3.62,0.25,1,0.6,10.05,3599,74,185,England,74,185,,Southpaw,1.54,0.56,2.5,0.38,0.8,0.5,0.25,2.4,8.93,,35.17590691
1424,8,2/28/03,Tim Sylvia,Ricco Rodriguez,win,loss,1061,8,TKO,1,3:09,1,1,0,1,0,5,5,0,5,0,0,1,0,0,0,0,1,4,0,0,0,0,1061,80,265,United States,80,265,80,Orthodox,4.23,0.41,2.61,0.61,0.11,1,0.75,0.1,9.82,8,76,214,United States,76,265,,Orthodox,1.85,0.51,1.15,0.61,2.3,0.39,0.4,1,8.21,28.98562628,25.52772074
1424,7,2/28/03,Frank Mir,David Abbott,win,loss,2329,110,Submission,1,0:46,3,2,1,0,1,12,6,6,0,1,2,0,0,0,1,0,2,4,0,3,2,1,2329,75,262,United States,75,264,79,Southpaw,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2,11.83,110,72,250,United States,72,265,,Switch,1.35,0.3,3.55,0.38,1.07,0.33,0.66,0,7.64,23.76728268,37.84257358
1424,5,2/28/03,Matt Lindland,Phil Baroni,win,loss,276,278,Decision,3,5:00,6,5,1,1,0,4,3,1,2,0,0,2,2,1,0,0,0,2,1,0,0,1,276,72,185,United States,72,185,74,Southpaw,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3,10.59,278,69,170,United States,69,170,72,Orthodox,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5,10.58,32.78576318,26.86926762
1424,4,2/28/03,Pedro Rizzo,Vladimir Matyushenko,loss,win,208,435,Decision,3,5:00,10,6,4,0,1,3,2,1,1,0,1,4,1,0,2,2,1,0,1,0,0,1,208,73,244,Brazil,73,241,,Orthodox,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0,7.11,435,73,205,Belarus,72,205,74,Orthodox,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,9.06,28.82409309,32.15058179
1424,3,2/28/03,Din Thomas,Matt Serra,win,loss,1301,1305,Decision,3,5:00,3,1,2,0,1,4,2,2,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1301,69,143,United States,69,155,,Orthodox,1.85,0.37,2.6,0.59,1.38,0.52,0.76,1.2,9.27,1305,66,170,United States,66,170,68,Orthodox,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,9,26.41752225,28.74195756
1424,2,2/28/03,Gan McGee,Alexandre Dantas,win,loss,273,264,TKO,1,4:49,2,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,273,82,260,United States,82,265,,Orthodox,2.2,0.29,2.31,0.59,0.65,0.25,0.83,0,7.12,264,74,238,Brazil,74,238,,Orthodox,0.21,0.25,1.87,0.6,0,0,0,3.1,6.03,26.27241615,24.15331964
1424,1,2/28/03,Rich Clementi,Yves Edwards,loss,win,1046,344,Submission,3,4:07,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1046,69,155,United States,69,155,72,Southpaw,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1,8.18,344,70,155,United States,69,155,73,Southpaw,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,9.01,26.91307324,26.41204654
1469,8,4/25/03,Sean Sherk,Matt Hughes,loss,win,277,232,Decision,5,5:00,3,3,0,3,0,7,6,1,4,0,1,1,1,0,0,0,0,5,1,1,0,0,277,66,155,United States,66,155,67,Orthodox,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,11.29,232,69,170,United States,69,170,73,Switch,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,9.56,29.71937029,29.53045859
1469,7,4/25/03,Robbie Lawler,Pete Spratt,loss,win,2245,3195,Submission,2,2:28,3,3,0,3,0,2,1,1,0,1,0,2,1,0,0,0,1,0,0,1,0,0,2245,71,170,United States,71,170,74,Southpaw,3.49,0.44,3.69,0.62,0.82,0.68,0.67,0,10.41,3195,69,170,United States,69,170,,Orthodox,1.63,0.48,1.33,0.55,0.3,1,0.46,0.3,6.05,21.09787817,32.29021218
1469,6,4/25/03,Romie Aram,Dave Strasser,loss,win,85,615,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,70,170,United States,70,170,,Orthodox,1.8,0.35,2.83,0.5,2.5,0.62,0.83,0,9.43,615,70,167,United States,70,170,,Orthodox,3.04,0.45,1.88,0.59,0.72,0.33,0.33,0,7.34,,33.78234086
1469,5,4/25/03,Wesley Correira,Sean Alvarez,win,loss,2829,1964,TKO,2,1:46,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2829,75,260,United States,75,260,,Orthodox,2.6,0.36,8.8,0.4,0,0,0.9,0,13.06,1964,72,235,USA,72,235,,Orthodox,0.89,0.37,3.25,0.47,0,0,0,0,4.98,,31.78097194
1469,4,4/25/03,Evan Tanner,Rich Franklin,loss,win,212,392,TKO,1,2:40,7,6,1,3,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,212,72,185,United States,72,185,74,Orthodox,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,11.37,392,73,185,United States,73,185,75,Southpaw,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,10.53,32.19986311,28.55304586
1469,3,4/25/03,Genki Sudo,Duane Ludwig,loss,win,1227,101,Decision,3,5:00,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1227,69,155,Japan,69,155,,Orthodox,1.55,0.39,2.23,0.33,3.58,0.6,0.5,4.2,13.38,101,70,170,United States,70,170,70,Orthodox,4.61,0.44,3.04,0.57,0.43,0.25,0.59,0.1,10.03,25.13073238,24.72279261
1469,1,4/25/03,David Loiseau,Mark Weir,win,loss,903,3599,KO,1,3:55,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,903,72,192,Canada,72,185,76,Orthodox,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1,7.41,3599,74,185,England,74,185,,Southpaw,1.54,0.56,2.5,0.38,0.8,0.5,0.25,2.4,8.93,23.35386721,35.59753593
1614,8,6/6/03,Chuck Liddell,Randy Couture,loss,win,192,166,TKO,3,2:39,9,8,1,7,0,8,6,2,0,2,0,3,5,0,0,0,1,4,1,1,1,0,192,74,205,United States,74,205,76,Orthodox,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0,8.59,166,73,203,United States,73,205,75,Orthodox,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,9.86,33.46748802,39.95619439
1614,7,6/6/03,Kimo Leopoldo,David Abbott,win,loss,43,110,Submission,1,1:59,4,1,3,0,1,13,6,7,0,2,0,1,0,2,0,1,2,4,0,4,2,1,43,75,235,United States,75,235,,Orthodox,0.76,0.83,2.12,0.3,4.55,1,0,2.3,11.86,110,72,250,United States,72,265,,Switch,1.35,0.3,3.55,0.38,1.07,0.33,0.66,0,7.64,35.41957563,38.11088296
1614,6,6/6/03,Yves Edwards,Eddie Ruiz,win,loss,344,3265,Decision,3,5:00,4,2,2,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,344,70,155,United States,69,155,73,Southpaw,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,9.01,3265,67,155,USA,67,155,,Orthodox,0.2,0.25,1.4,0.47,2,0.12,0,0,4.44,26.68035592,
1614,5,6/6/03,Marvin Eastman,Vitor Belfort,loss,win,339,156,TKO,1,1:07,0,0,0,0,0,6,4,2,0,1,0,0,0,0,0,0,0,4,0,0,1,1,339,69,207,United States,69,185,73,Orthodox,2.21,0.35,3.92,0.42,1.38,0.33,0.81,0,9.42,156,72,185,Brazil,72,185,74,Southpaw,1.56,0.46,2.78,0.5,1.13,0.6,0.53,0.7,8.26,31.9945243,26.17932923
1614,4,6/6/03,Ian Freeman,Vernon White,draw,draw,242,296,Draw,3,5:00,5,3,2,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,242,71,205,England,71,225,,Orthodox,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7,9.91,296,72,205,United States,72,205,,Southpaw,2.11,0.38,2.2,0.54,0.88,0.28,0.44,0,6.83,32.42984257,31.50718686
1614,3,6/6/03,Wes Sims,Frank Mir,loss,win,2713,2329,DQ,1,2:55,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,2713,81,258,United States,82,260,,Orthodox,0.98,0.51,2.95,0.37,0,0,0.4,2.3,7.51,2329,75,262,United States,75,264,79,Southpaw,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2,11.83,23.6495551,24.03559206
1614,2,6/6/03,Falaniko Vitale,Matt Lindland,win,loss,370,276,TKO,1,1:56,0,0,0,0,0,7,6,1,2,0,0,0,0,0,0,0,0,2,3,1,0,0,370,70,185,United States,70,185,,Orthodox,1.88,0.49,3.68,0.47,0.72,0.33,0.86,0,8.43,276,72,185,United States,72,185,74,Southpaw,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3,10.59,28.89527721,33.05407255
1614,1,6/6/03,Tra Telligman,Pedro Rizzo,loss,win,157,208,TKO,2,4:24,2,0,2,0,2,11,6,5,0,2,0,0,0,0,2,0,1,4,1,0,2,3,157,74,233,United States,74,233,,Orthodox,1.83,0.35,3.02,0.56,0.87,1,0.8,0,8.43,208,73,244,Brazil,73,241,,Orthodox,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0,7.11,38.32443532,29.09240246
1688,9,9/26/03,Tito Ortiz,Randy Couture,loss,win,158,166,Decision,5,5:00,11,9,2,6,0,9,7,2,1,0,1,6,2,2,0,0,1,5,1,1,1,0,158,74,205,United States,75,205,74,Orthodox,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,10.49,166,73,203,United States,73,205,75,Orthodox,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,9.86,28.67351129,40.26283368
1688,8,9/26/03,Vladimir Matyushenko,Andrei Arlovski,loss,win,435,270,KO,1,1:59,4,3,1,2,0,4,2,2,1,0,1,0,2,0,0,1,1,1,0,0,2,0,435,73,205,Belarus,72,205,74,Orthodox,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,9.06,270,76,241,Belarus,75,240,77,Orthodox,3.12,0.41,2.5,0.59,0.39,0.41,0.82,0.5,8.74,32.72553046,24.64065708
1688,7,9/26/03,Gan McGee,Tim Sylvia,loss,win,273,1061,TKO,1,1:54,3,2,1,2,0,2,2,0,2,0,0,2,0,0,1,0,0,2,0,0,0,0,273,82,260,United States,82,265,,Orthodox,2.2,0.29,2.31,0.59,0.65,0.25,0.83,0,7.12,1061,80,265,United States,80,265,80,Orthodox,4.23,0.41,2.61,0.61,0.11,1,0.75,0.1,9.82,26.84736482,29.56057495
1688,6,9/26/03,Jorge Rivera,David Loiseau,win,loss,2712,903,Decision,3,5:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2712,73,185,United States,73,185,73,Orthodox,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,8.89,903,72,192,Canada,72,185,76,Orthodox,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1,7.41,31.57563313,23.77549624
1688,4,9/26/03,Karo Parisyan,Dave Strasser,win,loss,5153,615,Submission,1,3:52,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5153,70,169,United States,70,170,72,Orthodox,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1,13.12,615,70,167,United States,70,170,,Orthodox,3.04,0.45,1.88,0.59,0.72,0.33,0.33,0,7.34,21.07871321,34.20396988
1688,3,9/26/03,Josh Thomson,Gerald Strebendt,win,loss,2394,2327,KO,1,2:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394,70,153,United States,70,155,71,Orthodox,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3,9.97,2327,69,155,United States,69,155,,Orthodox,0,0,4,0.38,0,0,0,16.4,20.78,25.01300479,24.57221081
1688,2,9/26/03,Jeremy Jackson,Nick Diaz,loss,win,2651,2831,Submission,3,2:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2651,70,170,United States,70,170,,Orthodox,0.71,0.27,2.03,0.25,1.52,0.4,0.58,0,5.76,2831,73,170,United States,73,185,76,Southpaw,5.43,0.42,3.56,0.61,1.32,0.33,0.6,1,13.27,21.01848049,20.15058179
1688,1,9/26/03,Hermes Franca,Caol Uno,win,loss,3068,283,KO,2,2:46,1,1,0,1,0,6,3,2,0,0,0,0,1,0,0,0,0,1,2,0,1,1,3068,66,155,Brazil,66,155,71,Orthodox,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,10.23,283,67,145,Japan,67,155,70,Southpaw,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5,7.93,29.08145106,28.38603696
1863,8,11/21/03,Matt Hughes,Frank Trigg,win,loss,232,311,Submission,1,3:54,8,7,1,5,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,232,69,170,United States,69,170,73,Switch,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,9.56,311,68,181,United States,69,170,71,Southpaw,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,10.08,30.10540726,31.54004107
1863,7,11/21/03,Matt Lindland,Falaniko Vitale,win,loss,276,370,TKO,3,4:23,8,6,2,0,1,1,1,0,1,0,0,2,3,1,1,0,0,1,0,0,0,0,276,72,185,United States,72,185,74,Southpaw,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3,10.59,370,70,185,United States,70,185,,Orthodox,1.88,0.49,3.68,0.47,0.72,0.33,0.86,0,8.43,33.51403149,29.35523614
1863,6,11/21/03,David Abbott,Wesley Correira,loss,win,110,2829,TKO,1,2:14,14,6,8,0,3,2,1,1,1,0,2,4,0,5,2,1,0,1,0,0,1,0,110,72,250,United States,72,265,,Switch,1.35,0.3,3.55,0.38,1.07,0.33,0.66,0,7.64,2829,75,260,United States,75,260,,Orthodox,2.6,0.36,8.8,0.4,0,0,0.9,0,13.06,38.57084189,
1863,5,11/21/03,Evan Tanner,Phil Baroni,win,loss,212,278,TKO,1,4:42,8,6,2,0,1,5,3,2,0,1,2,3,1,0,2,0,0,2,1,0,0,2,212,72,185,United States,72,185,74,Orthodox,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,11.37,278,69,170,United States,69,170,72,Orthodox,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5,10.58,32.77481177,27.59753593
1863,4,11/21/03,Chris Lytle,Robbie Lawler,loss,win,267,2245,Decision,3,5:00,1,0,1,0,1,4,3,1,0,1,0,0,0,0,0,1,0,2,1,1,0,0,267,71,170,United States,71,170,68,Orthodox,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,12.02,2245,71,170,United States,71,170,74,Southpaw,3.49,0.44,3.69,0.62,0.82,0.68,0.67,0,10.41,29.25941136,21.67282683
1863,3,11/21/03,Pedro Rizzo,Ricco Rodriguez,win,loss,208,8,Decision,3,5:00,12,7,5,1,0,6,5,1,0,1,1,5,1,0,2,3,1,4,0,0,1,0,208,73,244,Brazil,73,241,,Orthodox,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0,7.11,8,76,214,United States,76,265,,Orthodox,1.85,0.51,1.15,0.61,2.3,0.39,0.4,1,8.21,29.5523614,26.25598905
1863,2,11/21/03,Chris Liguori,Keith Rockel,loss,win,4102,2093,Submission,1,3:29,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4102,70,155,United States,69,185,,Orthodox,0.29,0.33,1.44,0,0,0,0.5,0,2.56,2093,72,185,United States,72,185,,Orthodox,1.13,0.73,0.21,0.66,4.63,0.75,1,4.6,13.71,,38.23134839
1863,1,11/21/03,Yves Edwards,Nick Agallar,win,loss,344,2295,TKO,2,2:14,5,3,2,3,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,344,70,155,United States,69,155,73,Southpaw,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,9.01,2295,,155,United States,68,155,,Orthodox,0.69,0.11,4.56,0.42,0,0,0,0,5.78,27.14031485,24.85420945
1943,8,1/31/04,Vitor Belfort,Randy Couture,win,loss,156,166,TKO,1,0:49,7,5,2,1,0,10,8,2,2,0,0,5,0,0,1,1,1,5,2,1,1,0,156,72,185,Brazil,72,185,74,Southpaw,1.56,0.46,2.78,0.5,1.13,0.6,0.53,0.7,8.26,166,73,203,United States,73,205,75,Orthodox,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,9.86,26.83367556,40.61054073
1943,6,1/31/04,Carlos Newton,Renato Verissimo,loss,win,7,4095,Decision,3,5:00,6,3,3,1,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,7,69,174,Canada,69,170,,Orthodox,0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9,7.55,4095,73,170,United States,73,170,,Orthodox,0.92,0.48,1.87,0.47,1.46,0.3,0.5,2.5,8.5,27.45516769,
1943,5,1/31/04,Frank Mir,Wes Sims,win,loss,2329,2713,KO,2,4:21,5,4,1,2,0,1,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,2329,75,262,United States,75,264,79,Southpaw,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2,11.83,2713,81,258,United States,82,260,,Orthodox,0.98,0.51,2.95,0.37,0,0,0.4,2.3,7.51,24.6899384,24.30390144
1943,4,1/31/04,Lee Murray,Jorge Rivera,win,loss,1659,2712,Submission,1,1:45,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1659,72,185,England,75,185,,Orthodox,0.36,0.15,3.28,0.32,0.9,1,0.42,1.8,8.23,2712,73,185,United States,73,185,73,Orthodox,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,8.89,26.21765914,31.92334018
1943,2,1/31/04,Hermes Franca,Josh Thomson,loss,win,3068,2394,Decision,3,5:00,2,2,0,2,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,3068,66,155,Brazil,66,155,71,Orthodox,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,10.23,2394,70,153,United States,70,155,71,Orthodox,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3,9.97,29.42915811,25.36071184
1943,1,1/31/04,Jeff Curran,Matt Serra,loss,win,770,1305,Decision,3,5:00,0,0,0,0,0,5,2,3,0,2,0,0,0,0,0,0,1,0,1,0,1,2,770,66,135,United States,66,135,69,Orthodox,1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2,6.95,1305,66,170,United States,66,170,68,Orthodox,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,9,26.41204654,29.66461328
2121,8,4/2/04,Tito Ortiz,Chuck Liddell,loss,win,158,192,KO,2,0:38,12,9,3,0,1,10,8,2,0,1,1,6,2,2,0,1,0,3,5,0,1,0,158,74,205,United States,75,205,74,Orthodox,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,10.49,192,74,205,United States,74,205,76,Orthodox,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0,8.59,29.19096509,34.29158111
2121,7,4/2/04,Tiki Ghosn,Chris Lytle,loss,win,88,267,Submission,2,1:55,3,0,3,0,3,2,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,2,88,70,169,United States,70,170,,Orthodox,2.78,0.46,2.94,0.58,0.41,0.5,0.61,0,8.28,267,71,170,United States,71,170,68,Orthodox,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,12.02,27.1430527,29.62354552
2121,6,4/2/04,Hermes Franca,Yves Edwards,loss,win,3068,344,Decision,3,5:00,3,2,1,0,1,6,4,2,4,0,0,1,1,0,0,1,1,2,1,0,0,2,3068,66,155,Brazil,66,155,71,Orthodox,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,10.23,344,70,155,United States,69,155,73,Southpaw,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,9.01,29.59890486,27.50444901
2121,5,4/2/04,Andrei Arlovski,Wesley Correira,win,loss,270,2829,TKO,2,1:15,5,3,2,2,0,3,2,1,2,0,1,2,0,0,2,0,0,2,0,0,1,0,270,76,241,Belarus,75,240,77,Orthodox,3.12,0.41,2.5,0.59,0.39,0.41,0.82,0.5,8.74,2829,75,260,United States,75,260,,Orthodox,2.6,0.36,8.8,0.4,0,0,0.9,0,13.06,25.15811088,
2121,4,4/2/04,Robbie Lawler,Nick Diaz,loss,win,2245,2831,KO,2,1:31,5,4,1,1,0,1,1,0,1,0,0,2,2,1,0,0,1,0,0,0,0,0,2245,71,170,United States,71,170,74,Southpaw,3.49,0.44,3.69,0.62,0.82,0.68,0.67,0,10.41,2831,73,170,United States,73,185,76,Southpaw,5.43,0.42,3.56,0.61,1.32,0.33,0.6,1,13.27,22.03696099,20.66803559
2121,3,4/2/04,Mike Kyle,Wes Sims,win,loss,3619,2713,KO,1,4:59,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3619,75,205,United States,76,205,77,Orthodox,4.5,0.51,2.76,0.54,1.55,0.62,0.5,0.9,11.88,2713,81,258,United States,82,260,,Orthodox,0.98,0.51,2.95,0.37,0,0,0.4,2.3,7.51,24.0054757,24.47364819
2121,2,4/2/04,Jonathan Wiezorek,Wade Shipp,win,loss,2688,2304,TKO,1,4:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688,75,250,United States,75,250,,Southpaw,1.27,0.58,5.47,0.31,1.91,0.2,0,0,9.74,2304,75,240,United States,75,245,,Orthodox,4.29,0.86,2.14,0,0,0,0.75,0,8.04,,
2203,8,6/19/04,Ken Shamrock,Kimo Leopoldo,win,loss,4,43,KO,1,1:26,11,6,3,0,1,5,2,3,1,0,6,0,0,1,1,1,1,1,0,2,0,1,4,73,212,United States,73,205,72,Orthodox,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,11.1,43,75,235,United States,75,235,,Orthodox,0.76,0.83,2.12,0.3,4.55,1,0,2.3,11.86,40.35318275,36.45722108
2203,7,6/19/04,Frank Trigg,Dennis Hallman,win,loss,311,275,TKO,1,4:15,1,0,1,0,1,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,311,68,181,United States,69,170,71,Southpaw,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,10.08,275,69,181,United States,69,155,72,Orthodox,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,8.39,32.11772758,28.54757016
2203,6,6/19/04,Tim Sylvia,Frank Mir,loss,win,1061,2329,Technical,1,0:50,3,3,0,3,0,6,5,1,3,0,0,3,0,0,0,0,3,1,0,0,1,0,1061,80,265,United States,80,265,80,Orthodox,4.23,0.41,2.61,0.61,0.11,1,0.75,0.1,9.82,2329,75,262,United States,75,264,79,Southpaw,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2,11.83,30.29158111,25.07323751
2203,5,6/19/04,Renato Verissimo,Matt Hughes,loss,win,4095,232,Decision,3,5:00,1,1,0,1,0,10,8,2,0,1,0,0,1,0,0,0,1,5,2,2,0,0,4095,73,170,United States,73,170,,Orthodox,0.92,0.48,1.87,0.47,1.46,0.3,0.5,2.5,8.5,232,69,170,United States,69,170,73,Switch,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,9.56,,30.68309377
2203,4,6/19/04,Evan Tanner,Phil Baroni,win,loss,212,278,Decision,3,5:00,9,7,2,1,0,6,3,3,0,2,2,4,1,0,2,0,0,2,1,0,1,2,212,72,185,United States,72,185,74,Orthodox,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,11.37,278,69,170,United States,69,170,72,Orthodox,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5,10.58,33.35249829,28.17522245
2203,3,6/19/04,Matt Serra,Ivan Menjivar,win,loss,1305,993,Decision,3,5:00,6,3,3,1,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,1305,66,170,United States,66,170,68,Orthodox,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,9,993,66,135,El Salvador,66,145,64,Orthodox,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1,8.78,30.04791239,22.05612594
2203,2,6/19/04,Trevor Prangley,Curtis Stout,win,loss,4789,279,Submission,2,1:05,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4789,72,205,South Africa,73,185,75,Orthodox,2.59,0.6,2.02,0.48,3.38,0.55,0.74,1,11.36,279,73,185,USA,73,185,,Southpaw,0.69,0.67,3.2,0.29,0,0,0.2,0,5.05,31.81930185,30.6146475
