,eid,mid,event_date,f1name,f2name,f1result,f2result,f1fid,f2fid,method,round,time,f1fights,f1w,f1l,f1fws,f1ls,f2fights,f2w,f2l,f2fws,f2ls,f1SubW,f1KOW,f1DecW,f1SubL,f1KOL,f1DecL,f2SubW,f2KOW,f2DecW,f2SubL,f2KOL,f2DecL,fid_1,height_1,weight_1,country_1,Height_1,Weight_1,Reach_1,Stance_1,SLpM_1,Str. Acc_1,SApM_1,Str. Def_1,TD Avg_1,TD Acc_1,TD Def_1,Sub. Avg_1,Metrictst_1,fid_2,height_2,weight_2,country_2,Height_2,Weight_2,Reach_2,Stance_2,SLpM_2,Str. Acc_2,SApM_2,Str. Def_2,TD Avg_2,TD Acc_2,TD Def_2,Sub. Avg_2,Metrictst_2,f1Age,f2Age,result,Age,Reach,weight,height,fightdif,windif,lossdif,subdif,KOdif,Decdif,subldif,KOldif,Decldif,subavg,decexp,subexp,KOexp
2814,40223,3,11/8/14,Charlie Brenneman,Leandro Silva,loss,win,23403,86382,Submission,1,4:15,10,4,6,0,4,2,0,2,0,2,0,0,4,2,4,0,0,0,0,0,0,2,23403,70.0,155.0,United States,70.0,155.0,72.0,Orthodox,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,9.46,86382,70.0,170.0,Brazil,69.0,155.0,72.0,Orthodox,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4,8.76,33.74401095,28.99110198,0,4.752908970000004,0.0,-15.0,0.0,8,4,4,0,0,4,2,4,-2,-0.4,6,-2,-4
1845,20203,8,5/15/12,Fabio Maldonado,Igor Pokrajac,loss,win,16426,7621,Decision,3,5:00,2,1,1,0,1,6,3,3,2,0,0,1,0,0,0,1,1,2,0,0,1,2,16426,73.0,205.0,Brazil,73.0,205.0,75.0,Orthodox,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,12.93,7621,72.0,205.0,Croatia,72.0,205.0,76.0,Orthodox,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,9.23,32.1615332,33.28405202,0,-1.1225188199999963,-1.0,0.0,1.0,-4,-2,-2,-1,-1,0,0,-1,-1,0.39999999999999997,1,-1,0
2729,37747,4,10/4/14,Gasan Umalatov,Cathal Pendred,loss,win,53109,64373,Decision,3,5:00,2,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,53109,71.0,181.0,Russia,71.0,170.0,71.0,Orthodox,2.23,0.39,4.1,0.59,0.75,0.17,0.9,0.0,9.13,64373,73.0,170.0,Ireland,73.0,170.0,75.0,Orthodox,2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4,10.41,31.91786448,27.08829569,0,4.82956879,-4.0,11.0,-2.0,1,0,1,0,0,1,0,0,1,-0.4,0,0,0
2237,28459,3,7/6/13,Rafaello Oliveira,Edson Barboza,loss,win,37260,46259,TKO,2,1:44,6,2,4,1,0,6,5,1,1,0,0,0,2,1,1,2,0,3,2,0,1,0,37260,68.0,155.0,United States,68.0,155.0,71.0,Orthodox,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,11.05,46259,71.0,155.0,Brazil,71.0,155.0,75.0,Orthodox,3.97,0.41,3.54,0.64,0.59,0.53,0.86,0.1,10.64,31.44147844,27.45516769,0,3.9863107500000012,-4.0,0.0,-3.0,0,-3,3,0,-3,0,1,0,2,1.5,-2,-1,-3
1303,12765,1,7/3/10,Jon Madsen,Karlos Vemola,win,loss,48820,40238,Decision,3,5:00,2,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,48820,72.0,222.0,United States,72.0,240.0,72.0,Orthodox,2.46,0.41,1.18,0.81,1.32,0.71,0.7,0.0,7.59,40238,72.0,205.0,Czech Republic,72.0,185.0,75.0,Orthodox,1.67,0.44,2.13,0.37,1.93,0.25,0.31,1.7,8.8,30.38740589,25.00479124,1,5.382614650000001,-3.0,17.0,0.0,2,2,0,0,0,2,0,0,0,-1.7,2,0,0
1954,22541,2,10/5/12,Diego Nunes,Bart Palaszewski,win,loss,25981,3496,Decision,3,5:00,4,2,2,0,1,2,1,1,0,1,0,0,2,0,0,2,0,1,0,0,0,1,25981,66.0,145.0,Brazil,66.0,145.0,67.0,Orthodox,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,9.19,3496,69.0,145.0,United States,69.0,145.0,70.0,Orthodox,2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5,9.52,29.84804928,29.35249829,1,0.4955509900000017,-3.0,0.0,-3.0,2,1,1,0,-1,2,0,0,1,0.09999999999999998,1,0,-1
1981,23437,6,11/10/12,Takanori Gomi,Mac Danzig,win,loss,425,3396,Decision,3,5:00,5,2,3,1,0,10,5,5,1,0,0,2,0,3,0,0,2,1,2,1,0,3,425,68.0,155.0,Japan,67.0,155.0,70.0,Southpaw,3.85,0.41,3.47,0.6,1.25,0.65,0.63,0.8,11.66,3396,68.0,155.0,United States,68.0,155.0,70.0,Orthodox,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6,10.51,34.13552361,32.8569473,1,1.2785763099999983,0.0,0.0,0.0,-5,-3,-2,-2,1,-2,2,0,-3,0.20000000000000007,1,-4,1
3142,42239,6,11/14/15,Anthony Perosh,Gian Villante,loss,win,9491,42802,KO,1,2:56,11,5,6,0,1,6,3,3,0,1,3,2,0,0,4,2,0,2,1,0,1,1,9491,75.0,205.0,Australia,75.0,205.0,75.0,Orthodox,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,10.68,42802,74.0,205.0,United States,75.0,205.0,76.0,Orthodox,4.08,0.46,5.47,0.56,0.76,0.24,0.8,0.0,12.37,43.51266256,30.57357974,0,12.939082820000003,-1.0,0.0,1.0,5,2,3,3,0,-1,0,3,1,1.1,-2,3,-3
3196,47107,8,10/24/15,Darren Till,Nicolas Dalby,draw,draw,73436,63608,Draw,3,5:00,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,73436,72.0,170.0,England,72.0,170.0,74.0,Southpaw,3.42,0.57,4.9,0.49,0.0,0.0,0.71,0.0,10.09,63608,71.0,170.0,Denmark,71.0,170.0,74.0,Orthodox,3.27,0.38,3.33,0.55,2.0,0.5,0.69,0.0,10.72,22.83093771,30.93497604,0,-8.104038329999998,0.0,0.0,1.0,0,0,0,0,1,-1,0,0,0,0.0,-1,0,1
1305,12897,9,6/19/10,Keith Jardine,Matt Hamill,loss,win,2638,16695,Decision,3,5:00,12,6,6,0,3,9,7,2,3,0,0,2,4,0,4,2,0,5,1,0,1,1,2638,74.0,185.0,United States,74.0,185.0,76.0,Orthodox,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7,10.13,16695,74.0,205.0,United States,73.0,205.0,76.0,Orthodox,3.69,0.42,3.8,0.61,3.0,0.34,0.91,0.0,12.77,34.63381246,33.70294319,0,0.9308692700000023,0.0,-20.0,0.0,3,-1,4,0,-3,3,0,3,1,0.7,2,0,-6
2539,35509,2,10/4/14,Matt Dwyer,Albert Tumenov,loss,win,53933,60198,KO,1,1:03,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,53933,76.0,168.0,Canada,76.0,170.0,76.0,Orthodox,2.57,0.34,3.24,0.54,0.44,0.1,0.6,0.0,7.83,60198,71.0,169.0,Russia,71.0,170.0,73.0,Orthodox,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0,9.25,24.79671458,22.77344285,0,2.023271730000001,3.0,-1.0,5.0,-2,-1,-1,0,-1,0,0,0,-1,0.0,1,0,-1
1395,14462,2,12/4/10,Pablo Garza,Fredson Paixao,win,loss,35448,10432,KO,1,0:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35448,73.0,145.0,United States,73.0,145.0,73.0,Orthodox,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,9.65,10432,70.0,145.0,England,66.0,145.0,66.0,Orthodox,1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2,8.21,27.21697467,31.56194387,1,-4.344969200000001,7.0,0.0,3.0,0,0,0,0,0,0,0,0,0,-0.9000000000000001,0,0,0
1897,21037,11,6/8/12,Erick Silva,Charlie Brenneman,win,loss,15009,23403,Submission,1,4:33,2,1,1,0,1,6,4,2,1,0,0,1,0,0,0,0,0,0,4,0,2,0,15009,71.0,170.0,Brazil,72.0,170.0,74.0,Orthodox,2.65,0.5,4.27,0.45,1.07,0.46,0.59,1.8,11.79,23403,70.0,155.0,United States,70.0,155.0,72.0,Orthodox,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,9.46,27.96440794,31.32648871,1,-3.3620807699999986,2.0,15.0,1.0,-4,-3,-1,0,1,-4,0,-2,0,1.8,-4,0,3
2510,35503,1,4/16/14,Tim Gorman,Mitch Gagnon,loss,win,17717,37404,Decision,3,5:00,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,17717,64.0,135.0,United States,65.0,135.0,68.0,Southpaw,2.73,0.31,5.57,0.46,1.0,0.09,0.33,0.0,10.49,37404,66.0,135.0,Canada,65.0,135.0,65.0,Southpaw,3.18,0.48,2.13,0.63,1.43,0.26,0.67,1.9,10.68,30.9650924,29.51403149,0,1.451060909999999,3.0,0.0,-2.0,-3,-2,-1,-1,0,0,-1,0,0,-1.9,0,0,0
1471,15427,1,4/30/11,Pablo Garza,Yves Jabouin,win,loss,35448,1693,Submission,1,4:31,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35448,73.0,145.0,United States,73.0,145.0,73.0,Orthodox,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,9.65,1693,66.0,135.0,Canada,67.0,135.0,68.0,Orthodox,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1,10.48,27.61943874,31.91786448,1,-4.298425739999999,5.0,10.0,7.0,1,1,0,0,1,0,0,0,0,1.2,0,0,1
2146,26459,8,2/16/13,James Te Huna,Ryan Jimmo,win,loss,9033,21044,Decision,3,5:00,5,4,1,3,0,1,1,0,1,0,0,3,1,1,0,0,0,1,0,0,0,0,9033,73.0,185.0,Australia,74.0,185.0,75.0,Orthodox,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,12.06,21044,74.0,205.0,Canada,73.0,205.0,73.0,Orthodox,3.12,0.66,2.77,0.46,0.45,0.28,0.87,0.0,8.61,31.38398357,31.22245038,1,0.1615331900000001,2.0,-20.0,-1.0,4,3,1,0,2,1,1,0,0,0.2,1,-1,2
2746,38011,2,8/30/14,Anthony Hamilton,Ruan Potts,win,loss,58947,75842,TKO,2,4:17,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,58947,77.0,253.0,United States,77.0,260.0,76.0,Orthodox,4.51,0.67,3.01,0.42,2.84,0.52,0.83,0.0,12.8,75842,74.0,251.0,South Africa,74.0,247.0,75.0,Orthodox,0.85,0.37,5.92,0.22,0.75,0.16,0.33,2.3,10.9,34.37645448,36.51471595,1,-2.1382614700000033,1.0,2.0,3.0,0,0,0,0,0,0,1,-1,0,-2.3,0,-1,1
2404,33335,11,1/25/14,Josh Thomson,Benson Henderson,loss,win,2394,20548,Decision,5,5:00,4,3,1,1,0,8,7,1,0,1,0,2,1,0,1,0,0,0,7,1,0,0,2394,70.0,153.0,United States,70.0,155.0,71.0,Orthodox,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3,9.97,20548,69.0,155.0,United States,69.0,170.0,70.0,Southpaw,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,10.08,35.34565366,30.19301848,0,5.152635180000004,1.0,-2.0,1.0,-4,-4,0,0,2,-6,-1,1,0,0.5,-6,1,1
2364,32293,8,12/7/13,Pat Barry,Soa Palelei,loss,win,33342,9680,KO,1,2:09,11,5,6,0,1,2,1,1,1,0,0,4,1,3,3,0,0,1,0,0,1,0,33342,71.0,237.0,United States,71.0,235.0,74.0,Orthodox,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,8.33,9680,76.0,265.0,Australia,76.0,265.0,81.0,Orthodox,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0.0,9.53,34.4202601,36.0,0,-1.5797398999999999,-7.0,-28.0,-5.0,9,4,5,0,3,1,3,2,0,0.2,1,-3,1
2266,30211,8,8/28/13,Erik Perez,Takeya Mizugaki,loss,win,35509,12074,Decision,3,5:00,3,3,0,3,0,6,4,2,2,0,0,2,0,0,0,0,0,1,3,0,0,2,35509,68.0,135.0,Mexico,68.0,135.0,68.0,Orthodox,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2,10.91,12074,67.0,135.0,Japan,67.0,135.0,68.0,Orthodox,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,10.41,23.77275838,29.70020534,0,-5.927446960000001,0.0,0.0,1.0,-3,-1,-2,0,1,-3,0,0,-2,0.1,-1,0,1
3031,42213,6,7/12/15,Mike de la Torre,Maximo Blanco,loss,win,17915,36618,TKO,1,0:16,3,1,1,1,0,6,3,3,2,0,0,1,0,0,0,1,0,0,3,0,0,2,17915,72.0,135.0,United States,71.0,145.0,71.0,Orthodox,3.5,0.39,4.24,0.54,0.4,0.16,0.85,0.0,10.08,36618,68.0,145.0,Venezuela,68.0,145.0,71.0,Orthodox,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3,11.54,28.80219028,31.73716632,0,-2.9349760399999987,0.0,-10.0,4.0,-3,-2,-2,0,1,-3,0,0,-1,-0.3,-2,0,1
1888,20821,8,7/21/12,Brian Ebersole,James Head,loss,win,3015,23253,Decision,3,5:00,4,4,0,4,0,2,1,1,1,0,0,1,3,0,0,0,1,0,0,1,0,0,3015,72.0,170.0,United States,72.0,170.0,73.0,Southpaw,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1,8.15,23253,74.0,170.0,United States,73.0,170.0,73.0,Orthodox,2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8,9.7,31.64681725,28.44626968,0,3.2005475700000012,0.0,0.0,-2.0,2,3,-1,-1,1,3,-1,0,0,-0.7000000000000001,3,0,1
3205,47439,7,12/11/15,Evan Dunham,Joe Lauzon,win,loss,22038,4923,Decision,3,5:00,15,9,6,2,0,19,12,7,1,0,1,2,6,1,2,3,7,4,1,1,3,3,22038,70.0,155.0,United States,70.0,155.0,70.0,Southpaw,5.68,0.39,3.38,0.63,1.91,0.34,0.8,1.1,14.23,4923,69.0,155.0,United States,70.0,155.0,71.0,Orthodox,2.62,0.38,4.74,0.57,2.27,0.43,0.54,2.3,13.85,33.97946612,31.55373032,1,2.425735799999998,-1.0,0.0,1.0,-4,-3,-1,-6,-2,5,0,-1,0,-1.1999999999999997,5,-6,-1
3214,47465,10,1/2/16,Lorenz Larkin,Albert Tumenov,loss,win,51345,60198,Decision,3,5:00,7,3,4,2,0,5,4,1,4,0,0,2,1,0,1,3,0,3,1,0,0,1,51345,71.0,170.0,United States,71.0,170.0,72.0,Orthodox,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,8.94,60198,71.0,169.0,Russia,71.0,170.0,73.0,Orthodox,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0,9.25,29.33059548,24.01916496,0,5.311430519999998,-1.0,1.0,0.0,2,-1,3,0,-1,0,0,1,2,0.1,-2,0,-2
3255,47933,12,1/30/16,Josh Barnett,Ben Rothwell,loss,win,272,2262,Submission,2,3:48,8,6,2,1,0,8,5,3,3,0,2,3,1,0,2,0,1,3,1,1,1,1,272,75.0,248.0,United States,75.0,250.0,78.0,Orthodox,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4,10.14,2262,76.0,263.0,United States,76.0,265.0,78.0,Orthodox,2.89,0.41,3.92,0.46,0.84,0.36,0.69,0.4,9.97,38.22039699,34.28610541,0,3.93429158,0.0,-15.0,-1.0,0,1,-1,1,0,0,-1,1,-1,0.9999999999999999,1,2,-1
2172,27589,2,4/6/13,Michael Kuiper,Tom Lawlor,loss,win,42901,21940,Submission,2,1:05,2,1,1,1,0,8,4,4,0,1,0,1,0,0,0,1,0,1,2,1,0,2,42901,72.0,192.0,Netherlands,72.0,185.0,73.0,Orthodox,3.28,0.54,3.62,0.54,2.3,0.55,0.79,0.0,11.62,21940,72.0,205.0,United States,72.0,205.0,74.0,Southpaw,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4,10.68,23.83025325,29.89459274,0,-6.064339490000002,-1.0,-13.0,0.0,-6,-3,-3,0,0,-2,-1,0,-1,-1.4,-1,1,0
2633,36735,3,7/5/14,Rob Font,George Roop,win,loss,76100,16415,KO,1,2:19,0,0,0,0,0,11,5,6,1,0,0,0,0,0,0,0,0,2,3,1,3,2,76100,68.0,135.0,United States,68.0,135.0,71.0,Orthodox,4.29,0.46,3.93,0.63,0.99,0.22,0.33,0.5,11.35,16415,73.0,135.0,United States,73.0,135.0,72.0,Orthodox,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,9.15,27.02806297,32.64887064,1,-5.620807669999998,-1.0,0.0,-5.0,-11,-5,-6,0,-2,-3,-1,-3,-2,0.4,-1,1,1
2772,38841,6,1/3/15,Paul Felder,Danny Castillo,win,loss,68205,26070,KO,2,2:09,1,1,0,1,0,11,7,4,0,1,0,0,1,0,0,0,0,2,5,0,1,3,68205,70.0,155.0,United States,71.0,155.0,70.0,Orthodox,3.4,0.4,3.06,0.52,0.46,0.37,0.62,0.5,9.33,26070,69.0,155.0,United States,69.0,155.0,71.0,Orthodox,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,9.73,29.69199179,35.35934292,1,-5.667351130000004,-1.0,0.0,1.0,-10,-6,-4,0,-2,-4,0,-1,-3,0.3,-1,0,-1
1294,12765,11,7/3/10,Brock Lesnar,Shane Carwin,win,loss,17522,14013,Submission,2,2:19,4,3,1,3,0,4,4,0,4,0,0,2,1,1,0,0,0,4,0,0,0,0,17522,75.0,264.0,United States,75.0,265.0,81.0,Orthodox,3.53,0.72,2.11,0.5,3.9,0.55,0.6,0.5,12.41,14013,74.0,254.0,United States,74.0,265.0,80.0,Orthodox,4.38,0.47,3.53,0.53,1.42,0.33,0.42,0.0,11.08,32.97467488,35.493497600000005,1,-2.518822720000003,1.0,10.0,1.0,0,-1,1,0,-2,1,1,0,0,0.5,1,-1,-2
2229,28459,10,7/6/13,Frankie Edgar,Charles Oliveira,win,loss,14204,30300,Decision,3,5:00,14,9,4,0,3,8,4,3,0,1,1,2,6,0,0,4,4,0,0,1,2,0,14204,66.0,145.0,United States,66.0,145.0,68.0,Orthodox,3.46,0.39,2.16,0.7,2.62,0.35,0.65,0.4,10.73,30300,71.0,145.0,Brazil,70.0,155.0,74.0,Orthodox,3.17,0.5,3.04,0.52,2.66,0.37,0.58,2.7,13.54,31.72073922,23.71800137,1,8.002737849999999,-6.0,0.0,-5.0,6,5,1,-3,2,6,-1,-2,4,-2.3000000000000003,2,-2,4
1918,21045,1,9/22/12,Charlie Brenneman,Kyle Noke,loss,win,23403,7632,TKO,1,0:45,7,4,3,0,1,5,3,2,0,2,0,0,4,1,2,0,2,1,0,1,0,1,23403,70.0,155.0,United States,70.0,155.0,72.0,Orthodox,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,9.46,7632,73.0,170.0,Australia,73.0,170.0,76.0,Southpaw,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,9.99,31.61670089,32.51471595,0,-0.8980150600000023,-4.0,-15.0,-3.0,2,1,1,-2,-1,4,0,2,-1,-0.8,5,-2,-3
2904,42187,9,4/4/15,Al Iaquinta,Jorge Masvidal,win,loss,42817,7688,Decision,3,5:00,8,6,2,3,0,6,5,1,3,0,0,3,3,0,0,0,1,0,4,0,0,1,42817,67.0,155.0,United States,69.0,155.0,70.0,Orthodox,4.91,0.41,3.72,0.64,1.25,0.29,0.84,0.5,12.56,7688,71.0,155.0,United States,71.0,170.0,74.0,Orthodox,4.32,0.47,2.94,0.68,1.93,0.61,0.79,0.5,12.24,27.92881588,30.39014374,1,-2.461327860000001,-4.0,0.0,-4.0,2,1,1,-1,3,-1,0,0,-1,0.0,0,-1,3
1282,12447,2,6/12/10,Ricardo Funch,Claude Patrick,loss,win,24057,4114,Submission,2,1:48,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24057,70.0,170.0,United States,70.0,170.0,76.0,Southpaw,2.61,0.65,3.57,0.4,1.24,0.18,0.6,0.0,9.25,4114,70.0,170.0,Canada,71.0,170.0,75.0,Orthodox,1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7,9.32,29.82614648,29.99315537,0,-0.16700889000000174,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,-1.7,-1,0,0
2437,33523,4,2/15/14,Iuri Alcantara,Wilson Reis,win,loss,16129,23401,Decision,3,5:00,6,3,2,0,1,1,1,0,1,0,0,1,2,0,0,2,0,0,1,0,0,0,16129,69.0,136.0,Brazil,69.0,135.0,71.0,Southpaw,2.65,0.46,2.54,0.48,1.46,0.68,0.57,0.8,9.64,23401,64.0,125.0,Brazil,64.0,125.0,65.0,Southpaw,2.15,0.37,2.12,0.62,5.51,0.46,0.53,0.8,12.56,33.53319644,29.10882957,1,4.4243668699999965,6.0,11.0,5.0,5,2,2,0,1,1,0,0,2,0.0,-1,0,1
1725,18945,11,2/4/12,Nick Diaz,Carlos Condit,loss,win,2831,6765,Decision,5,5:00,11,7,4,3,0,5,4,1,4,0,2,4,1,0,0,4,0,3,1,0,0,1,2831,73.0,170.0,United States,73.0,185.0,76.0,Southpaw,5.43,0.42,3.56,0.61,1.32,0.33,0.6,1.0,13.27,6765,73.0,170.0,United States,74.0,170.0,75.0,Orthodox,3.78,0.39,2.42,0.56,0.59,0.52,0.39,1.2,9.85,28.50924025,27.77549624,0,0.7337440100000023,1.0,0.0,0.0,6,3,3,2,1,0,0,0,3,-0.19999999999999996,-3,2,1
1908,21045,12,9/22/12,Vitor Belfort,Jon Jones,loss,win,156,27944,Submission,4,0:54,14,9,5,2,0,11,10,1,7,0,1,8,0,0,3,2,3,3,3,0,0,0,156,72.0,185.0,Brazil,72.0,185.0,74.0,Southpaw,1.56,0.46,2.78,0.5,1.13,0.6,0.53,0.7,8.26,27944,76.0,205.0,United States,76.0,205.0,84.0,Orthodox,4.25,0.55,2.0,0.65,2.25,0.52,0.94,0.6,11.76,35.4770705,25.18001369,0,10.297056810000004,-10.0,-20.0,-4.0,3,-1,4,-2,5,-3,0,3,2,0.09999999999999998,-5,-2,2
2041,26099,7,2/2/13,Ian McCall,Joseph Benavidez,loss,win,5001,15008,Decision,3,5:00,2,0,1,0,1,4,3,1,0,1,0,0,0,0,0,1,0,1,2,0,0,1,5001,65.0,125.0,United States,65.0,125.0,64.0,Orthodox,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0.0,11.16,15008,64.0,125.0,United States,64.0,125.0,65.0,Southpaw,3.42,0.33,2.36,0.65,1.21,0.29,0.66,0.8,9.72,28.58042437,28.50924025,0,0.07118411999999807,-1.0,0.0,1.0,-2,-3,0,0,-1,-2,0,0,0,-0.8,-2,0,-1
2184,28015,1,8/3/13,Viscardi Andrade,Bristol Marunde,win,loss,30298,12961,TKO,1,1:36,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,30298,72.0,170.0,Brazil,71.0,170.0,75.0,Orthodox,3.26,0.42,2.77,0.63,1.93,0.5,0.66,0.3,10.47,12961,73.0,171.0,United States,73.0,170.0,71.0,Orthodox,1.42,0.21,4.4,0.47,1.6,0.33,0.14,0.0,8.57,29.40451745,31.288158799999998,1,-1.8836413499999978,4.0,-1.0,-1.0,-1,0,-1,0,0,0,0,-1,0,0.3,0,0,1
1012,9250,9,2/21/09,Dan Hardy,Rory Markham,win,loss,10629,10768,KO,1,1:09,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,10629,72.0,170.0,England,72.0,170.0,74.0,Orthodox,2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4,8.59,10768,72.0,177.0,United States,72.0,170.0,71.0,Orthodox,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0,12.91,26.76796715,26.91307324,1,-0.14510608999999874,3.0,-7.0,0.0,0,0,0,0,-1,1,0,0,0,0.4,1,0,-1
2257,29795,8,8/17/13,Michael Johnson,Joe Lauzon,win,loss,68788,4923,Decision,3,5:00,8,4,4,0,2,14,9,5,0,1,0,2,2,2,0,2,7,2,0,1,2,2,68788,70.0,155.0,United States,70.0,155.0,73.0,Southpaw,3.77,0.35,3.74,0.58,0.58,0.53,0.79,0.1,10.44,4923,69.0,155.0,United States,70.0,155.0,71.0,Orthodox,2.62,0.38,4.74,0.57,2.27,0.43,0.54,2.3,13.85,27.20328542,29.23750856,1,-2.034223139999998,2.0,0.0,1.0,-6,-5,-1,-7,0,2,1,-2,0,-2.1999999999999997,2,-8,2
1147,10444,8,9/19/09,Cole Miller,Efrain Escudero,loss,win,13133,16555,TKO,1,3:36,5,4,1,2,0,1,1,0,1,0,2,1,1,0,1,0,0,0,1,0,0,0,13133,73.0,145.0,United States,73.0,145.0,74.0,Orthodox,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,10.94,16555,69.0,155.0,United States,69.0,155.0,70.0,Orthodox,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,9.46,25.39904175,23.67693361,0,1.7221081399999996,4.0,-10.0,4.0,4,3,1,2,1,0,0,1,0,1.0,0,2,0
1059,9432,3,4/18/09,David Bielkheden,Mark Bocek,loss,win,3863,9781,Submission,1,4:57,2,1,1,1,0,4,2,2,1,0,0,0,1,1,0,0,1,0,1,1,1,0,3863,70.0,170.0,Sweden,70.0,155.0,71.0,Orthodox,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0.0,7.28,9781,69.0,155.0,Canada,68.0,155.0,75.0,Orthodox,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,11.31,29.86721424,27.4825462,0,2.3846680399999975,-4.0,15.0,1.0,-2,-1,-1,-1,0,0,0,-1,0,-1.3,0,-1,1
2740,37749,2,10/25/14,Gilbert Burns,Christos Giagos,win,loss,91727,68130,Submission,1,4:57,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91727,70.0,155.0,Brazil,70.0,155.0,71.0,Orthodox,2.24,0.36,3.4,0.56,1.95,0.3,0.36,1.1,10.27,68130,70.0,155.0,United States,70.0,155.0,71.0,Orthodox,2.16,0.38,1.68,0.47,0.65,0.2,0.37,0.7,6.61,28.26557153,24.75290897,1,3.512662559999999,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0.40000000000000013,1,0,0
3053,42217,4,7/18/15,Teemu Packalen,Mickael Lebout,loss,win,92415,81143,Decision,3,5:00,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,92415,73.0,155.0,Finland,73.0,155.0,72.0,Orthodox,2.64,0.57,3.08,0.47,2.83,0.27,1.0,1.9,12.76,81143,71.0,155.0,France,71.0,155.0,73.0,Orthodox,2.6,0.34,2.98,0.54,0.0,0.0,0.6,0.0,7.06,28.15605749,27.92060233,0,0.23545515999999722,-1.0,0.0,2.0,-1,0,-1,0,0,0,0,0,-1,1.9,1,0,0
