id,B_ID,First Name_B,Last Name_B,Full_Name_B,B_Weight,B_Age,Weight_B,Height_B,Reach_B,Stance_B,R_ID,First Name_R,Last Name_R,Full_Name_R,R_Age,R_Height,R_Weight,Height_R,Weight_R,Reach_R,R_Wrestling,R_BJJ,R_Boxing,R_Kickboxing,R_MuayTai,R_Freestyle,R_Sambo,R_Karate,R_Judo,Stance_R,winby,winner,Record_B,Wins_B,Losses_B,Draws_B,Record_R,Wins_R,Losses_R,Draws_R,BPrev,BStreak,B_Location,Event_ID,B_Wrestling,B_BJJ,B_Boxing,B_Kickboxing,B_MuayTai,B_Freestyle,B_Sambo,B_Karate,B_Judo,Full_Name__B,SLpM__B,StrAcc__B,SApM__B,StrDef__B,TDAvg__B,TDAcc__B,TDDef__B,SubAvg__B,Full_Name__R,SLpM__R,StrAcc__R,SApM__R,StrDef__R,TDAvg__R,TDAcc__R,TDDef__R,SubAvg__R
1038,2740,Alex,Nicholson,Alex Nicholson,84,28,185,76,81,Orthodox,2608,Misha,Cirkunov,Misha Cirkunov,31,190,93,75,205,77,0,0,0,0,0,0,0,0,1,Orthodox,SUB,red,7/3/00,7,3,0,13-2-0,13,2,0,0,0,"Orlando, Florida United States",764,0,0,1,0,1,0,0,0,0,Alex Nicholson,4.39,0.43,4.13,0.5,0,0,0.55,0,Misha Cirkunov,3.97,0.52,2.28,0.7,4.96,0.56,0.66,1.6
1039,2623,Daniel,Jolly,Daniel Jolly,93,34,205,73,75,Orthodox,2608,Misha,Cirkunov,Misha Cirkunov,31,190,93,75,205,77,0,0,0,0,0,0,0,0,1,Orthodox,KO/TKO,red,5/2/00,5,2,0,13-2-0,13,2,0,0,0,"Coconut Creek , Florida  United States",739,0,0,0,0,0,1,0,0,0,Daniel Jolly,1.07,0.35,4.81,0.15,0,0,0.25,0,Misha Cirkunov,3.97,0.52,2.28,0.7,4.96,0.56,0.66,1.6
1040,2765,Ion,Cutelaba,Ion Cutelaba,93,24,205,73,75,Southpaw,2608,Misha,Cirkunov,Misha Cirkunov,31,190,93,75,205,77,0,0,0,0,0,0,0,0,1,Orthodox,SUB,red,12/3/00,12,3,0,13-2-0,13,2,0,0,0,Chisinau Republic of Moldova,775,0,0,0,0,0,0,1,0,1,Ion Cutelaba,3.82,0.29,3.22,0.5,2.18,0.66,0.8,0,Misha Cirkunov,3.97,0.52,2.28,0.7,4.96,0.56,0.66,1.6
1041,2740,Alex,Nicholson,Alex Nicholson,84,28,185,76,81,Orthodox,2780,Devin,Clark,Devin Clark,28,182,93,72,205,75,1,0,1,0,0,0,0,0,0,Orthodox,KO/TKO,blue,7/3/00,7,3,0,7/1/00,7,1,0,1,0,"Orlando, Florida United States",781,0,0,1,0,1,0,0,0,0,Alex Nicholson,4.39,0.43,4.13,0.5,0,0,0.55,0,Devin Clark,3.06,0.49,2.71,0.44,1.5,0.28,1,0.8
1042,2364,Jake,Collier,Jake Collier,93,29,205,75,78,Orthodox,2780,Devin,Clark,Devin Clark,28,182,93,72,205,75,1,0,1,0,0,0,0,0,0,Orthodox,DEC,red,10/3/00,10,3,0,7/1/00,7,1,0,4,1,"Cuba, Missouri USA",816,0,0,0,0,0,1,0,0,0,Jake Collier,3.98,0.38,3.19,0.56,1.37,0.33,0.66,0.5,Devin Clark,3.06,0.49,2.71,0.44,1.5,0.28,1,0.8
1043,2740,Alex,Nicholson,Alex Nicholson,84,28,185,76,81,Orthodox,2264,Sam,Alvey,Sam Alvey,32,187,93,74,185,75,1,0,0,0,0,0,0,0,0,Southpaw,DEC,red,7/3/00,7,3,0,30-8-0,30,8,0,2,1,"Orlando, Florida United States",792,0,0,1,0,1,0,0,0,0,Alex Nicholson,4.39,0.43,4.13,0.5,0,0,0.55,0,Sam Alvey,3.6,0.48,3.8,0.56,0,0,0.85,0.2
1044,1452,Kevin,Casey,Kevin Casey,84,37,185,71,77,Southpaw,2264,Sam,Alvey,Sam Alvey,32,187,93,74,185,75,1,0,0,0,0,0,0,0,0,Southpaw,KO/TKO,red,9/5/01,9,5,1,30-8-0,30,8,0,5,0,"Hawthorne, California USA",787,0,1,0,0,0,0,0,0,0,Kevin Casey,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4,Sam Alvey,3.6,0.48,3.8,0.56,0,0,0.85,0.2
1045,387,Rashad,Evans,Rashad Evans,93,39,185,72,75,Orthodox,2264,Sam,Alvey,Sam Alvey,32,187,93,74,185,75,1,0,0,0,0,0,0,0,0,Southpaw,DEC,red,24-6-1,24,6,1,30-8-0,30,8,0,3,0,"Chicago, Illinois United States",828,1,1,0,0,0,0,0,0,0,Rashad Evans,2.19,0.37,2.39,0.64,3.04,0.46,0.73,0,Sam Alvey,3.6,0.48,3.8,0.56,0,0,0.85,0.2
1046,797,Rogerio,Nogueira,Rogerio Nogueira,93,42,205,74,75,Southpaw,2264,Sam,Alvey,Sam Alvey,32,187,93,74,185,75,1,0,0,0,0,0,0,0,0,Southpaw,KO/TKO,blue,22-8-0,22,8,0,30-8-0,30,8,0,4,0,Rio de Janeiro Brazil,879,0,1,0,0,0,0,0,0,0,Rogerio Nogueira,2.35,0.34,2.17,0.6,0.69,0.44,0.63,0.8,Sam Alvey,3.6,0.48,3.8,0.56,0,0,0.85,0.2
1047,2740,Alex,Nicholson,Alex Nicholson,84,28,185,76,81,Orthodox,2775,Jack,Hermansson,Jack Hermansson,30,185,84,73,185,77,1,0,0,0,0,0,0,0,0,Orthodox,KO/TKO,red,7/3/00,7,3,0,14-3-0,14,3,0,3,0,"Orlando, Florida United States",819,0,0,1,0,1,0,0,0,0,Alex Nicholson,4.39,0.43,4.13,0.5,0,0,0.55,0,Jack Hermansson,4.6,0.49,2.12,0.65,0.68,0.16,0.75,0
1048,2765,Ion,Cutelaba,Ion Cutelaba,93,24,205,73,75,Southpaw,2367,Jonathan,Wilson,Jonathan Wilson,31,187,84,74,205,75,0,0,0,0,0,1,0,0,0,Southpaw,DEC,blue,12/3/00,12,3,0,7/2/00,7,2,0,1,0,Chisinau Republic of Moldova,790,0,0,0,0,0,0,1,0,1,Ion Cutelaba,3.82,0.29,3.22,0.5,2.18,0.66,0.8,0,Jonathan Wilson,4,0.54,6.8,0.59,0.6,1,1,0
1049,2768,Henrique,da Silva,Henrique da Silva,93,29,205,75,76,Orthodox,2367,Jonathan,Wilson,Jonathan Wilson,31,187,84,74,205,75,0,0,0,0,0,1,0,0,0,Southpaw,KO/TKO,blue,12/2/00,12,2,0,7/2/00,7,2,0,0,0,"Benevides, Para Brazil",774,0,0,0,0,1,0,0,0,0,Henrique da Silva,3.99,0.58,4.55,0.44,0.37,0.33,0.25,0.4,Jonathan Wilson,4,0.54,6.8,0.59,0.6,1,1,0
1050,2765,Ion,Cutelaba,Ion Cutelaba,93,24,205,73,75,Southpaw,2829,Gadzhimurad,Antigulov,Gadzhimurad Antigulov,31,180,93,71,205,70,1,0,0,0,0,0,0,0,0,Orthodox,KO/TKO,blue,12/3/00,12,3,0,19-4-0,19,4,0,4,1,Chisinau Republic of Moldova,876,0,0,0,0,0,0,1,0,1,Ion Cutelaba,3.82,0.29,3.22,0.5,2.18,0.66,0.8,0,Gadzhimurad Antigulov,0,0,1.79,0.66,13.43,1,0,13.4
1051,2364,Jake,Collier,Jake Collier,93,29,205,75,78,Orthodox,2245,Vitor,Miranda,Vitor Miranda,39,185,84,73,185,77,0,0,0,0,1,0,0,0,0,Orthodox,KO/TKO,red,10/3/00,10,3,0,13-5-0,13,5,0,0,0,"Cuba, Missouri USA",696,0,0,0,0,0,1,0,0,0,Jake Collier,3.98,0.38,3.19,0.56,1.37,0.33,0.66,0.5,Vitor Miranda,3.38,0.53,2.36,0.58,0.62,0.5,0.5,0
1052,2061,Clint,Hester,Clint Hester,93,31,205,74,77,Orthodox,2245,Vitor,Miranda,Vitor Miranda,39,185,84,73,185,77,0,0,0,0,1,0,0,0,0,Orthodox,KO/TKO,red,11/6/00,11,6,0,13-5-0,13,5,0,3,0,"Atlanta, GA USA",724,0,0,1,0,0,0,0,0,0,Clint Hester,3.36,0.42,3.44,0.56,1.02,0.35,0.6,0,Vitor Miranda,3.38,0.53,2.36,0.58,0.62,0.5,0.5,0
1053,1989,Marcelo,Guimaraes,Marcelo Guimaraes,84,35,185,72,73,Orthodox,2245,Vitor,Miranda,Vitor Miranda,39,185,84,73,185,77,0,0,0,0,1,0,0,0,0,Orthodox,KO/TKO,red,9/2/01,9,2,1,13-5-0,13,5,0,1,1,"Vitoria, Espirito Santo Brazil",768,1,1,0,0,0,0,0,0,0,Marcelo Guimaraes,4.67,0.51,4.41,0.62,1.99,0.13,0,0,Vitor Miranda,3.38,0.53,2.36,0.58,0.62,0.5,0.5,0
1054,2783,Marvin,Vettori,Marvin Vettori,84,25,185,72,74,Southpaw,2245,Vitor,Miranda,Vitor Miranda,39,185,84,73,185,77,0,0,0,0,1,0,0,0,0,Orthodox,DEC,blue,11/3/00,11,3,0,13-5-0,13,5,0,2,0,Mezzocorona Italy,824,0,0,0,0,0,1,0,0,0,Marvin Vettori,2,0.46,1.64,0.61,1.54,1,0.66,1.5,Vitor Miranda,3.38,0.53,2.36,0.58,0.62,0.5,0.5,0
1055,2364,Jake,Collier,Jake Collier,93,29,205,75,78,Orthodox,2249,Ricardo,Abreu,Ricardo Abreu,34,180,84,71,185,73,0,0,0,0,0,1,0,0,0,Orthodox,DEC,blue,10/3/00,10,3,0,5/3/00,5,3,0,1,0,"Cuba, Missouri USA",717,0,0,0,0,0,1,0,0,0,Jake Collier,3.98,0.38,3.19,0.56,1.37,0.33,0.66,0.5,Ricardo Abreu,3.79,0.31,3.98,0.68,2.13,0.42,1,0.7
1056,2250,Wagner,Silva,Wagner Silva,77,31,170,72,71,Orthodox,2249,Ricardo,Abreu,Ricardo Abreu,34,180,84,71,185,73,0,0,0,0,0,1,0,0,0,Orthodox,SUB,red,3/3/00,3,3,0,5/3/00,5,3,0,0,0,Rio de Janeiro Brazil,666,0,0,0,0,0,1,0,0,0,Wagner Silva,1.69,0.29,2.87,0.65,0,0,0.58,0,Ricardo Abreu,3.79,0.31,3.98,0.68,2.13,0.42,1,0.7
1057,2364,Jake,Collier,Jake Collier,93,29,205,75,78,Orthodox,1638,Dongi,Yang,Dongi Yang,33,180,84,70,185,71,0,0,0,0,0,0,1,0,1,Southpaw,KO/TKO,red,10/3/00,10,3,0,13-3-0,13,3,0,2,1,"Cuba, Missouri USA",755,0,0,0,0,0,1,0,0,0,Jake Collier,3.98,0.38,3.19,0.56,1.37,0.33,0.66,0.5,Dongi Yang,3.55,0.51,3.21,0.63,1.7,0.41,0.61,0.5
1058,1452,Kevin,Casey,Kevin Casey,84,37,185,71,77,Southpaw,1594,Rafael,Natal,Rafael Natal,35,182,84,72,185,76,0,1,0,0,0,0,0,0,0,Orthodox,KO/TKO,red,9/5/01,9,5,1,21-8-1,21,8,1,3,0,"Hawthorne, California USA",761,0,1,0,0,0,0,0,0,0,Kevin Casey,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4,Rafael Natal,3.08,0.47,2.4,0.58,2.59,0.34,0.78,0.5
1059,1550,Chris,Camozzi,Chris Camozzi,84,31,185,74,76,Orthodox,1594,Rafael,Natal,Rafael Natal,35,182,84,72,185,76,0,1,0,0,0,0,0,0,0,Orthodox,DEC,red,24-12-0,24,12,0,21-8-1,21,8,1,1,0,"Lakewood, Colorado United States",683,0,0,0,1,0,0,0,0,0,Chris Camozzi,3.78,0.44,2.99,0.57,0.29,0.19,0.59,0.4,Rafael Natal,3.08,0.47,2.4,0.58,2.59,0.34,0.78,0.5
1060,435,Tim,Boetsch,Tim Boetsch,84,37,185,72,74,Orthodox,1594,Rafael,Natal,Rafael Natal,35,182,84,72,185,76,0,1,0,0,0,0,0,0,0,Orthodox,KO/TKO,blue,20-11-0,20,11,0,21-8-1,21,8,1,6,1,"Sunbury, Pennsylvania United States",794,1,0,0,0,0,0,0,0,0,Tim Boetsch,2.85,0.51,2.8,0.56,1.64,0.35,0.58,0.9,Rafael Natal,3.08,0.47,2.4,0.58,2.59,0.34,0.78,0.5
1061,2005,Tom,Watson,Tom Watson,84,36,185,73,73,Orthodox,1594,Rafael,Natal,Rafael Natal,35,182,84,72,185,76,0,1,0,0,0,0,0,0,0,Orthodox,DEC,red,17-9-0,17,9,0,21-8-1,21,8,1,2,1,Southampton England,699,0,0,1,0,1,0,0,0,0,Tom Watson,4.01,0.44,4.41,0.5,0.15,0.07,0.43,0,Rafael Natal,3.08,0.47,2.4,0.58,2.59,0.34,0.78,0.5
1062,387,Rashad,Evans,Rashad Evans,93,39,185,72,75,Orthodox,1968,Glover,Teixeira,Glover Teixeira,38,187,93,74,205,76,0,1,1,0,0,0,0,1,0,Orthodox,KO/TKO,red,24-6-1,24,6,1,26-5-0,26,5,0,1,0,"Chicago, Illinois United States",771,1,1,0,0,0,0,0,0,0,Rashad Evans,2.19,0.37,2.39,0.64,3.04,0.46,0.73,0,Glover Teixeira,4.03,0.44,3.33,0.57,2.63,0.54,0.58,0.8
1063,1694,Patrick,Cummins,Patrick Cummins,93,37,205,74,76,Orthodox,1968,Glover,Teixeira,Glover Teixeira,38,187,93,74,205,76,0,1,1,0,0,0,0,1,0,Orthodox,KO/TKO,red,8/4/00,8,4,0,26-5-0,26,5,0,6,1,"Boca Raton, Florida United States",749,1,0,0,0,0,0,0,0,0,Patrick Cummins,4.32,0.52,2.75,0.57,6.87,0.51,0.8,0.2,Glover Teixeira,4.03,0.44,3.33,0.57,2.63,0.54,0.58,0.8
1064,1499,Ovince,Saint Preux,Ovince Saint Preux,93,35,205,75,80,Southpaw,1968,Glover,Teixeira,Glover Teixeira,38,187,93,74,205,76,0,1,1,0,0,0,0,1,0,Orthodox,SUB,red,19-10-0,19,10,0,26-5-0,26,5,0,5,2,"Knoxville, Tennessee United States",738,1,0,0,0,0,0,0,0,0,Ovince Saint Preux,2.77,0.46,2.49,0.46,1.28,0.48,0.64,0.5,Glover Teixeira,4.03,0.44,3.33,0.57,2.63,0.54,0.58,0.8
1065,2337,Jared,Cannonier,Jared Cannonier,93,34,205,71,77,Switch,1968,Glover,Teixeira,Glover Teixeira,38,187,93,74,205,76,0,1,1,0,0,0,0,1,0,Orthodox,DEC,red,9/2/00,9,2,0,26-5-0,26,5,0,3,2,"Glendale, Arizona United States",807,0,0,0,0,0,1,0,0,0,Jared Cannonier,3.28,0.6,2.63,0.64,0,0,0.3,0,Glover Teixeira,4.03,0.44,3.33,0.57,2.63,0.54,0.58,0.8
1066,2608,Misha,Cirkunov,Misha Cirkunov,93,31,205,75,77,Orthodox,1968,Glover,Teixeira,Glover Teixeira,38,187,93,74,205,76,0,1,1,0,0,0,0,1,0,Orthodox,KO/TKO,red,13-2-0,13,2,0,26-5-0,26,5,0,5,0,"Toronto, Ontario Canada",848,0,0,0,0,0,0,0,0,1,Misha Cirkunov,3.97,0.52,2.28,0.7,4.96,0.56,0.66,1.6,Glover Teixeira,4.03,0.44,3.33,0.57,2.63,0.54,0.58,0.8
1067,1189,Phil,Davis,Phil Davis,93,34,205,74,79,Orthodox,1968,Glover,Teixeira,Glover Teixeira,38,187,93,74,205,76,0,1,1,0,0,0,0,1,0,Orthodox,DEC,blue,13-3-0,13,3,0,26-5-0,26,5,0,1,0,"San Diego, California USA",687,1,0,0,0,0,0,0,0,0,Phil Davis,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,Glover Teixeira,4.03,0.44,3.33,0.57,2.63,0.54,0.58,0.8
1068,387,Rashad,Evans,Rashad Evans,93,39,185,72,75,Orthodox,503,Ryan,Bader,Ryan Bader,35,187,93,74,205,74,1,0,0,0,0,0,0,0,0,Orthodox,DEC,red,24-6-1,24,6,1,23-5-0,23,5,0,0,0,"Chicago, Illinois United States",744,1,1,0,0,0,0,0,0,0,Rashad Evans,2.19,0.37,2.39,0.64,3.04,0.46,0.73,0,Ryan Bader,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4
1069,797,Rogerio,Nogueira,Rogerio Nogueira,93,42,205,74,75,Southpaw,503,Ryan,Bader,Ryan Bader,35,187,93,74,205,74,1,0,0,0,0,0,0,0,0,Orthodox,KO/TKO,red,22-8-0,22,8,0,23-5-0,23,5,0,3,1,Rio de Janeiro Brazil,796,0,1,0,0,0,0,0,0,0,Rogerio Nogueira,2.35,0.34,2.17,0.6,0.69,0.44,0.63,0.8,Ryan Bader,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4
1070,1499,Ovince,Saint Preux,Ovince Saint Preux,93,35,205,75,80,Southpaw,503,Ryan,Bader,Ryan Bader,35,187,93,74,205,74,1,0,0,0,0,0,0,0,0,Orthodox,DEC,red,19-10-0,19,10,0,23-5-0,23,5,0,2,2,"Knoxville, Tennessee United States",681,1,0,0,0,0,0,0,0,0,Ovince Saint Preux,2.77,0.46,2.49,0.46,1.28,0.48,0.64,0.5,Ryan Bader,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4
1071,2060,Ilir,Latifi,Ilir Latifi,93,35,205,70,73,Orthodox,503,Ryan,Bader,Ryan Bader,35,187,93,74,205,74,1,0,0,0,0,0,0,0,0,Orthodox,KO/TKO,red,13-5-0,13,5,0,23-5-0,23,5,0,6,3,Malmo Sweden,783,1,0,0,0,0,0,0,0,0,Ilir Latifi,1.84,0.34,2.91,0.53,1.97,0.27,1,0.7,Ryan Bader,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4
1072,1390,Rafael,Feijao,Rafael Feijao,93,38,205,73,73,Orthodox,503,Ryan,Bader,Ryan Bader,35,187,93,74,205,74,1,0,0,0,0,0,0,0,0,Orthodox,DEC,red,12/7/00,12,7,0,23-5-0,23,5,0,0,0,Rio de Janeiro Brazil,669,0,1,0,0,0,0,0,0,0,Rafael Feijao,2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1,Ryan Bader,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4
1073,797,Rogerio,Nogueira,Rogerio Nogueira,93,42,205,74,75,Southpaw,457,Mauricio,Rua,Mauricio Rua,36,185,93,73,205,76,0,1,0,0,1,0,0,0,0,Orthodox,DEC,red,22-8-0,22,8,0,25-10-0,25,10,0,1,0,Rio de Janeiro Brazil,724,0,1,0,0,0,0,0,0,0,Rogerio Nogueira,2.35,0.34,2.17,0.6,0.69,0.44,0.63,0.8,Mauricio Rua,3.75,0.51,2.58,0.56,2.17,0.48,0.45,0.9
1074,129,Dan,Henderson,Dan Henderson,84,48,185,71,74,Orthodox,457,Mauricio,Rua,Mauricio Rua,36,185,93,73,205,76,0,1,0,0,1,0,0,0,0,Orthodox,KO/TKO,blue,32-15-0,32,15,0,25-10-0,25,10,0,0,0,"Temecula, California USA",662,1,0,0,0,0,0,0,0,0,Dan Henderson,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,Mauricio Rua,3.75,0.51,2.58,0.56,2.17,0.48,0.45,0.9
1075,1742,Gian,Villante,Gian Villante,93,33,205,75,76,Orthodox,457,Mauricio,Rua,Mauricio Rua,36,185,93,73,205,76,0,1,0,0,1,0,0,0,0,Orthodox,KO/TKO,red,15-8-0,15,8,0,25-10-0,25,10,0,7,1,"Bellmore, New York United States",810,1,0,0,0,0,0,0,0,0,Gian Villante,4.08,0.46,5.47,0.56,0.76,0.24,0.8,0,Mauricio Rua,3.75,0.51,2.58,0.56,2.17,0.48,0.45,0.9
1076,1499,Ovince,Saint Preux,Ovince Saint Preux,93,35,205,75,80,Southpaw,457,Mauricio,Rua,Mauricio Rua,36,185,93,73,205,76,0,1,0,0,1,0,0,0,0,Orthodox,KO/TKO,blue,19-10-0,19,10,0,25-10-0,25,10,0,3,0,"Knoxville, Tennessee United States",693,1,0,0,0,0,0,0,0,0,Ovince Saint Preux,2.77,0.46,2.49,0.46,1.28,0.48,0.64,0.5,Mauricio Rua,3.75,0.51,2.58,0.56,2.17,0.48,0.45,0.9
1077,797,Rogerio,Nogueira,Rogerio Nogueira,93,42,205,74,75,Southpaw,516,Anthony,Johnson,Anthony Johnson,34,187,93,74,205,78,1,0,1,0,0,0,0,0,0,Orthodox,KO/TKO,red,22-8-0,22,8,0,22-5-0,22,5,0,0,0,Rio de Janeiro Brazil,678,0,1,0,0,0,0,0,0,0,Rogerio Nogueira,2.35,0.34,2.17,0.6,0.69,0.44,0.63,0.8,Anthony Johnson,3.3,0.46,1.65,0.64,2.48,0.6,0.79,0.7
1078,1409,Daniel,Cormier,Daniel Cormier,106,39,205,71,72,Orthodox,516,Anthony,Johnson,Anthony Johnson,34,187,93,74,205,78,1,0,1,0,0,0,0,0,0,Orthodox,SUB,blue,18-1-0,18,1,0,22-5-0,22,5,0,3,0,"San Jose, California United States",719,1,0,0,0,0,0,0,0,0,Daniel Cormier,3.77,0.48,2.05,0.61,1.93,0.42,0.8,0.4,Anthony Johnson,3.3,0.46,1.65,0.64,2.48,0.6,0.79,0.7
1079,503,Ryan,Bader,Ryan Bader,93,35,205,74,74,Orthodox,516,Anthony,Johnson,Anthony Johnson,34,187,93,74,205,78,1,0,1,0,0,0,0,0,0,Orthodox,KO/TKO,red,23-5-0,23,5,0,22-5-0,22,5,0,4,4,"Tempe, Arizona USA",761,1,0,0,0,0,0,0,0,0,Ryan Bader,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,Anthony Johnson,3.3,0.46,1.65,0.64,2.48,0.6,0.79,0.7
1080,1968,Glover,Teixeira,Glover Teixeira,93,38,205,74,76,Orthodox,516,Anthony,Johnson,Anthony Johnson,34,187,93,74,205,78,1,0,1,0,0,0,0,0,0,Orthodox,KO/TKO,red,26-5-0,26,5,0,22-5-0,22,5,0,5,3,"Danbury, Connecticut United States",785,0,1,1,0,0,0,0,1,0,Glover Teixeira,4.03,0.44,3.33,0.57,2.63,0.54,0.58,0.8,Anthony Johnson,3.3,0.46,1.65,0.64,2.48,0.6,0.79,0.7
1081,2009,Jimi,Manuwa,Jimi Manuwa,93,38,205,73,79,Orthodox,516,Anthony,Johnson,Anthony Johnson,34,187,93,74,205,78,1,0,1,0,0,0,0,0,0,Orthodox,KO/TKO,red,17-2-0,17,2,0,22-5-0,22,5,0,2,1,London England,743,0,0,1,0,0,0,0,0,0,Jimi Manuwa,3.56,0.59,2.93,0.5,0.72,0.25,0.68,0.5,Anthony Johnson,3.3,0.46,1.65,0.64,2.48,0.6,0.79,0.7
1082,2322,Christos,Giagos,Christos Giagos,70,28,155,70,71,Orthodox,2353,Jorge,de Oliveira,Jorge de Oliveira,38,172,77,68,155,71,0,0,0,0,0,1,0,0,0,Orthodox,SUB,blue,11/4/00,11,4,0,7/2/00,7,2,0,1,0,"Hawthorne, California United States",713,1,0,0,0,0,0,0,0,0,Christos Giagos,2.16,0.38,1.68,0.47,0.65,0.2,0.37,0.7,Jorge de Oliveira,1.26,0.31,4.84,0.48,0,0,0.22,0
1083,2074,Michel,Prazeres,Michel Prazeres,77,37,155,66,67,Orthodox,2261,Valmir,Lazaro,Valmir Lazaro,33,182,70,72,155,73,0,0,0,0,0,1,0,0,0,Orthodox,DEC,blue,22-2-0,22,2,0,13-4-0,13,4,0,2,0,"Belem, Para Brazil",746,0,1,0,0,0,0,0,0,0,Michel Prazeres,2.59,0.46,2.57,0.6,4.36,0.36,0.46,0.3,Valmir Lazaro,4.87,0.37,4.09,0.61,1.33,0.4,0.96,0
1084,2158,Rashid,Magomedov,Rashid Magomedov,70,33,155,69,70,Orthodox,2093,Elias,Silverio,Elias Silverio,32,180,70,71,155,73,0,0,0,0,0,1,0,0,0,Orthodox,KO/TKO,blue,19-2-0,19,2,0,11/2/00,11,2,0,2,2,"Coconut Creek, Florida United States",696,0,0,1,0,0,0,1,0,0,Rashid Magomedov,4.28,0.51,2.66,0.56,0.8,0.66,0.86,0.2,Elias Silverio,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2
1085,2184,Ernest,Chavez,Ernest Chavez,70,35,145,68,70,Orthodox,2093,Elias,Silverio,Elias Silverio,32,180,70,71,155,73,0,0,0,0,0,1,0,0,0,Orthodox,SUB,red,8/2/00,8,2,0,11/2/00,11,2,0,1,1,"Orange County, CA USA",666,0,0,0,0,0,1,0,0,0,Ernest Chavez,2.79,0.4,3.89,0.59,0.89,0.33,0.5,0,Elias Silverio,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2
1086,2096,Ivan,Jorge,Ivan Jorge,70,37,155,69,73,Orthodox,1367,Rodrigo,Damm,Rodrigo Damm,38,170,70,67,155,71,1,1,0,0,0,0,0,0,0,Orthodox,DEC,red,26-5-0,26,5,0,12/9/00,12,9,0,0,0,"Florianopolis, Santa Catarina Brazil",647,0,1,0,0,0,0,0,0,0,Ivan Jorge,3.41,0.49,2.91,0.59,1.56,0.16,0.75,0.6,Rodrigo Damm,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3
1087,1531,Charles,Oliveira,Charles Oliveira,70,28,155,70,74,Orthodox,545,Jeremy,Stephens,Jeremy Stephens,32,175,65,68,145,71,1,0,0,0,0,0,0,0,0,Orthodox,DEC,blue,21-7-0,21,7,0,25-13-0,25,13,0,2,2,"Houston , Texas United States",697,0,1,0,0,1,0,0,0,0,Charles Oliveira,3.17,0.5,3.04,0.52,2.66,0.37,0.58,2.7,Jeremy Stephens,2.79,0.42,2.58,0.6,1.34,0.36,0.64,0.5
1088,2198,Dooho,Choi,Dooho Choi,65,27,145,70,70,Orthodox,545,Jeremy,Stephens,Jeremy Stephens,32,175,65,68,145,71,1,0,0,0,0,0,0,0,0,Orthodox,KO/TKO,red,14-2-0,14,2,0,25-13-0,25,13,0,4,0,Busan South Korea,853,0,0,0,0,0,0,0,1,0,Dooho Choi,5.58,0.52,6.19,0.49,0.77,0.2,0.5,0,Jeremy Stephens,2.79,0.42,2.58,0.6,1.34,0.36,0.64,0.5
1089,2375,Renato,Moicano,Renato Moicano,65,29,145,71,72,Orthodox,545,Jeremy,Stephens,Jeremy Stephens,32,175,65,68,145,71,1,0,0,0,0,0,0,0,0,Orthodox,DEC,blue,10-0-1,10,0,1,25-13-0,25,13,0,2,2,Brasilia Brazil,816,0,1,0,0,1,0,0,0,0,Renato Moicano,3.91,0.38,2.64,0.64,0.64,0.5,0.62,0.6,Jeremy Stephens,2.79,0.42,2.58,0.6,1.34,0.36,0.64,0.5
1090,778,Gilbert,Melendez,Gilbert Melendez,70,36,155,69,73,Orthodox,545,Jeremy,Stephens,Jeremy Stephens,32,175,65,68,145,71,1,0,0,0,0,0,0,0,0,Orthodox,DEC,red,22-6-0,22,6,0,25-13-0,25,13,0,3,0,"San Francisco, California United States",830,1,1,0,0,0,0,0,0,0,Gilbert Melendez,3.58,0.33,2.18,0.65,1.78,0.42,0.71,0.2,Jeremy Stephens,2.79,0.42,2.58,0.6,1.34,0.36,0.64,0.5
1091,1531,Charles,Oliveira,Charles Oliveira,70,28,155,70,74,Orthodox,1054,Ricardo,Lamas,Ricardo Lamas,36,172,65,68,145,71,1,1,0,0,0,0,0,0,0,Orthodox,SUB,red,21-7-0,21,7,0,17-5-0,17,5,0,7,0,"Houston , Texas United States",792,0,1,0,0,1,0,0,0,0,Charles Oliveira,3.17,0.5,3.04,0.52,2.66,0.37,0.58,2.7,Ricardo Lamas,2.58,0.42,2.55,0.57,1.67,0.31,0.45,1.1
