id,B_ID,First Name_B,Last Name_B,Full_Name_B,B_Weight,B_Age,Weight_B,Height_B,Reach_B,Stance_B,R_ID,First Name_R,Last Name_R,Full_Name_R,R_Age,R_Height,R_Weight,Height_R,Weight_R,Reach_R,R_Wrestling,R_BJJ,R_Boxing,R_Kickboxing,R_MuayTai,R_Freestyle,R_Sambo,R_Karate,R_Judo,Stance_R,winby,winner,Record_B,Wins_B,Losses_B,Draws_B,Record_R,Wins_R,Losses_R,Draws_R,BPrev,BStreak,B_Location,Event_ID,B_Wrestling,B_BJJ,B_Boxing,B_Kickboxing,B_MuayTai,B_Freestyle,B_Sambo,B_Karate,B_Judo,Full_Name__B,SLpM__B,StrAcc__B,SApM__B,StrDef__B,TDAvg__B,TDAcc__B,TDDef__B,SubAvg__B,Full_Name__R,SLpM__R,StrAcc__R,SApM__R,StrDef__R,TDAvg__R,TDAcc__R,TDDef__R,SubAvg__R
368,2079,Jessica,Andrade,Jessica Andrade,52,27,115,61,62,Orthodox,2277,Claudia,Gadelha,Claudia Gadelha,29,162,52,64,115,63,0,1,0,0,0,0,0,0,0,Orthodox,DEC,blue,16-5-0,16,5,0,14-2-0,14,2,0,9,0,"Niteroi, Rio de Janeiro Brazil",835,0,0,1,0,1,0,0,0,0,Jessica Andrade,6.8,0.52,4.29,0.56,2.6,0.62,0.74,0.8,Claudia Gadelha,3.59,0.42,3.94,0.6,4.59,0.57,0.83,0.7
369,2569,Jessica,Aguilar,Jessica Aguilar,52,36,115,63,63,Orthodox,2277,Claudia,Gadelha,Claudia Gadelha,29,162,52,64,115,63,0,1,0,0,0,0,0,0,0,Orthodox,DEC,red,19-5-0,19,5,0,14-2-0,14,2,0,0,0,"Coconut Creek, Florida United States",724,0,0,0,0,0,1,0,0,0,Jessica Aguilar,4.67,0.37,7.4,0.55,0,0,0,0,Claudia Gadelha,3.59,0.42,3.94,0.6,4.59,0.57,0.83,0.7
370,2275,Tina,Lahdemaki,Tina Lahdemaki,52,30,115,62,62,Orthodox,2277,Claudia,Gadelha,Claudia Gadelha,29,162,52,64,115,63,0,1,0,0,0,0,0,0,0,Orthodox,DEC,red,5/1/00,5,1,0,14-2-0,14,2,0,0,0,Hyvinkaa Finland,676,0,0,0,0,0,1,0,0,0,Tina Lahdemaki,1.93,0.2,4.67,0.57,0,0,0.16,0,Claudia Gadelha,3.59,0.42,3.94,0.6,4.59,0.57,0.83,0.7
371,2603,Cortney,Casey,Cortney Casey,52,31,115,67,67,Orthodox,2372,Seohee,Ham,Seohee Ham,31,157,52,62,115,62,0,0,0,1,0,0,0,0,0,Southpaw,DEC,red,6/4/00,6,4,0,16-8-0,16,8,0,1,0,"Phoenix, Arizona United States",755,0,0,0,0,0,1,0,0,0,Cortney Casey,3.78,0.43,3.91,0.51,0.58,0.66,0.23,0.3,Seohee Ham,4.2,0.39,5.15,0.61,0,0,0.66,0.2
372,2808,Danielle,Taylor,Danielle Taylor,52,28,115,60,60,Orthodox,2372,Seohee,Ham,Seohee Ham,31,157,52,62,115,62,0,0,0,1,0,0,0,0,0,Southpaw,DEC,blue,8/2/00,8,2,0,16-8-0,16,8,0,1,0,"Van Nuys, California United States",797,0,0,0,0,0,1,0,0,0,Danielle Taylor,2.07,0.23,1.6,0.86,0.5,0.33,1,0,Seohee Ham,4.2,0.39,5.15,0.61,0,0,0.66,0.2
373,2603,Cortney,Casey,Cortney Casey,52,31,115,67,67,Orthodox,2569,Jessica,Aguilar,Jessica Aguilar,36,162,52,63,115,63,0,0,0,0,0,1,0,0,0,Orthodox,DEC,blue,6/4/00,6,4,0,19-5-0,19,5,0,5,0,"Phoenix, Arizona United States",814,0,0,0,0,0,1,0,0,0,Cortney Casey,3.78,0.43,3.91,0.51,0.58,0.66,0.23,0.3,Jessica Aguilar,4.67,0.37,7.4,0.55,0,0,0,0
374,2603,Cortney,Casey,Cortney Casey,52,31,115,67,67,Orthodox,2343,Felice,Herrig,Felice Herrig,34,162,52,64,115,65,0,0,0,1,1,0,0,0,0,Orthodox,DEC,red,6/4/00,6,4,0,12/6/00,12,6,0,6,1,"Phoenix, Arizona United States",850,0,0,0,0,0,1,0,0,0,Cortney Casey,3.78,0.43,3.91,0.51,0.58,0.66,0.23,0.3,Felice Herrig,2.72,0.32,3.89,0.51,1.5,0.4,0.5,1.9
375,2306,Kailin,Curran,Kailin Curran,52,27,115,64,65,Orthodox,2343,Felice,Herrig,Felice Herrig,34,162,52,64,115,65,0,0,0,1,1,0,0,0,0,Orthodox,SUB,red,4/4/00,4,4,0,12/6/00,12,6,0,3,1,"Ewa Beach, Hawaii United States ",779,1,0,0,0,0,0,0,0,0,Kailin Curran,3.48,0.41,4.07,0.52,2.29,0.8,0.67,0.9,Felice Herrig,2.72,0.32,3.89,0.51,1.5,0.4,0.5,1.9
376,2305,Paige,VanZant,Paige VanZant,56,24,115,64,65,Orthodox,2343,Felice,Herrig,Felice Herrig,34,162,52,64,115,65,0,0,0,1,1,0,0,0,0,Orthodox,DEC,blue,7/3/00,7,3,0,12/6/00,12,6,0,1,1,"Portland, Oregon United States",706,0,0,0,0,0,1,0,0,0,Paige VanZant,3.44,0.52,2.52,0.43,1.72,0.38,0.41,0.9,Felice Herrig,2.72,0.32,3.89,0.51,1.5,0.4,0.5,1.9
377,2697,Justine,Kish,Justine Kish,56,30,115,65,64,Orthodox,2343,Felice,Herrig,Felice Herrig,34,162,52,64,115,65,0,0,0,1,1,0,0,0,0,Orthodox,DEC,red,6-0-0,6,0,0,12/6/00,12,6,0,2,2,"Cramerton, North Carolina United States",824,0,0,0,0,1,0,0,0,0,Justine Kish,4.1,0.5,4.53,0.53,2,0.36,0.5,0.5,Felice Herrig,2.72,0.32,3.89,0.51,1.5,0.4,0.5,1.9
378,2603,Cortney,Casey,Cortney Casey,52,31,115,67,67,Orthodox,1347,Michelle,Waterson,Michelle Waterson,32,160,52,63,115,62,0,0,0,0,0,0,0,1,0,Orthodox,DEC,red,6/4/00,6,4,0,14-4-0,14,4,0,7,0,"Phoenix, Arizona United States",863,0,0,0,0,0,1,0,0,0,Cortney Casey,3.78,0.43,3.91,0.51,0.58,0.66,0.23,0.3,Michelle Waterson,2.61,0.73,0.83,0.68,3.01,1,0.62,3.5
379,2343,Felice,Herrig,Felice Herrig,52,34,115,64,65,Orthodox,1347,Michelle,Waterson,Michelle Waterson,32,160,52,63,115,62,0,0,0,0,0,0,0,1,0,Orthodox,DEC,red,12/6/00,12,6,0,14-4-0,14,4,0,7,0,"Crystal Lake, Illinois United States",887,0,0,0,1,1,0,0,0,0,Felice Herrig,2.72,0.32,3.89,0.51,1.5,0.4,0.5,1.9,Michelle Waterson,2.61,0.73,0.83,0.68,3.01,1,0.62,3.5
380,2710,Jocelyn,Jones-Lybarger,Jocelyn Jones-Lybarger,52,33,115,67,64,Orthodox,2340,Tecia,Torres,Tecia Torres,29,154,52,61,115,60,0,0,0,0,1,0,0,1,0,Orthodox,DEC,red,6/4/00,6,4,0,8/1/00,8,1,0,0,0,"Glendale, Arizona United States",753,0,0,0,0,0,1,0,0,0,Jocelyn Jones-Lybarger,2.96,0.31,4.83,0.56,0.34,0.25,0.81,0,Tecia Torres,4.63,0.48,2.35,0.71,0.8,0.2,0.7,0
381,2279,Juliana,Lima,Juliana Lima,52,36,115,65,65,Orthodox,2340,Tecia,Torres,Tecia Torres,29,154,52,61,115,60,0,0,0,0,1,0,0,1,0,Orthodox,SUB,red,9/3/00,9,3,0,8/1/00,8,1,0,5,1,"Belo Horizonte, MG Brazil",826,0,1,0,0,1,0,0,0,0,Juliana Lima,2.16,0.45,1.88,0.61,1.8,0.3,0.5,0,Tecia Torres,4.63,0.48,2.35,0.71,0.8,0.2,0.7,0
382,2345,Bec,Rawlings,Bec Rawlings,56,29,115,66,64,Orthodox,2340,Tecia,Torres,Tecia Torres,29,154,52,61,115,60,0,0,0,0,1,0,0,1,0,Orthodox,DEC,red,7/6/00,7,6,0,8/1/00,8,1,0,4,0,Brisbane Australia,804,0,0,0,0,0,1,0,0,0,Bec Rawlings,4.13,0.41,4.79,0.57,0.55,0.28,0.75,0.3,Tecia Torres,4.63,0.48,2.35,0.71,0.8,0.2,0.7,0
383,1347,Michelle,Waterson,Michelle Waterson,52,32,115,63,62,Orthodox,2340,Tecia,Torres,Tecia Torres,29,154,52,61,115,60,0,0,0,0,1,0,0,1,0,Orthodox,DEC,red,14-4-0,14,4,0,8/1/00,8,1,0,3,0,"Albuquerque, New Mexico United States",850,0,0,0,0,0,0,0,1,0,Michelle Waterson,2.61,0.73,0.83,0.68,3.01,1,0.62,3.5,Tecia Torres,4.63,0.48,2.35,0.71,0.8,0.2,0.7,0
384,2352,Angela,Hill,Angela Hill,52,33,115,63,64,Orthodox,2340,Tecia,Torres,Tecia Torres,29,154,52,61,115,60,0,0,0,0,1,0,0,1,0,Orthodox,DEC,red,2/3/00,2,3,0,8/1/00,8,1,0,1,1,"San Diego, California United States",720,0,0,0,1,0,0,0,0,0,Angela Hill,4.92,0.51,4.54,0.58,0,0,0.75,0,Tecia Torres,4.63,0.48,2.35,0.71,0.8,0.2,0.7,0
385,2678,Karolina,Kowalkiewicz,Karolina Kowalkiewicz,52,32,115,63,65,Orthodox,2079,Jessica,Andrade,Jessica Andrade,27,157,52,61,115,62,0,0,1,0,1,0,0,0,0,Orthodox,KO/TKO,red,10/1/00,10,1,0,16-5-0,16,5,0,7,2,Lodz Poland,886,0,0,0,0,1,0,0,0,0,Karolina Kowalkiewicz,4.56,0.35,4.93,0.54,0,0,0.87,0,Jessica Andrade,6.8,0.52,4.29,0.56,2.6,0.62,0.74,0.8
386,2376,Marion,Reneau,Marion Reneau,61,41,135,66,68,Orthodox,2079,Jessica,Andrade,Jessica Andrade,27,157,52,61,115,62,0,0,1,0,1,0,0,0,0,Orthodox,SUB,blue,7/3/01,7,3,1,16-5-0,16,5,0,1,1,"Visalia, California United States",703,0,1,0,0,0,0,0,0,0,Marion Reneau,3.91,0.4,2.86,0.67,0.4,1,0.57,0.6,Jessica Andrade,6.8,0.52,4.29,0.56,2.6,0.62,0.74,0.8
387,2150,Raquel,Pennington,Raquel Pennington,61,30,135,67,67,Orthodox,2079,Jessica,Andrade,Jessica Andrade,27,157,52,61,115,62,0,0,1,0,1,0,0,0,0,Orthodox,SUB,blue,9/6/00,9,6,0,16-5-0,16,5,0,3,0,"Colorado Spring, Colorado United States",743,0,0,1,0,0,0,0,0,0,Raquel Pennington,3.8,0.51,2.92,0.66,1.43,0.43,0.69,1.3,Jessica Andrade,6.8,0.52,4.29,0.56,2.6,0.62,0.74,0.8
388,2352,Angela,Hill,Angela Hill,52,33,115,63,64,Orthodox,2079,Jessica,Andrade,Jessica Andrade,27,157,52,61,115,62,0,0,1,0,1,0,0,0,0,Orthodox,DEC,red,2/3/00,2,3,0,16-5-0,16,5,0,3,0,"San Diego, California United States",804,0,0,0,1,0,0,0,0,0,Angela Hill,4.92,0.51,4.54,0.58,0,0,0.75,0,Jessica Andrade,6.8,0.52,4.29,0.56,2.6,0.62,0.74,0.8
389,2340,Tecia,Torres,Tecia Torres,52,29,115,61,60,Orthodox,2079,Jessica,Andrade,Jessica Andrade,27,157,52,61,115,62,0,0,1,0,1,0,0,0,0,Orthodox,DEC,red,8/1/00,8,1,0,16-5-0,16,5,0,7,3,"Colorado Springs, Colorado United States",860,0,0,0,0,1,0,0,1,0,Tecia Torres,4.63,0.48,2.35,0.71,0.8,0.2,0.7,0,Jessica Andrade,6.8,0.52,4.29,0.56,2.6,0.62,0.74,0.8
390,2320,Larissa,Pacheco,Larissa Pacheco,61,24,135,67,69,Orthodox,2079,Jessica,Andrade,Jessica Andrade,27,157,52,61,115,62,0,0,1,0,1,0,0,0,0,Orthodox,SUB,red,10/2/00,10,2,0,16-5-0,16,5,0,0,0,"Marituba, Para Brazil",685,0,0,0,0,0,1,0,0,0,Larissa Pacheco,1.21,0.19,4.14,0.55,0,0,0,0,Jessica Andrade,6.8,0.52,4.29,0.56,2.6,0.62,0.74,0.8
391,2678,Karolina,Kowalkiewicz,Karolina Kowalkiewicz,52,32,115,63,65,Orthodox,2280,Joanna,Jedrzejczyk,Joanna Jedrzejczyk,31,167,52,66,115,65,0,0,0,1,1,0,0,0,0,Orthodox,DEC,red,10/1/00,10,1,0,13-0-0,13,0,0,3,3,Lodz Poland,794,0,0,0,0,1,0,0,0,0,Karolina Kowalkiewicz,4.56,0.35,4.93,0.54,0,0,0.87,0,Joanna Jedrzejczyk,6.45,0.47,2.25,0.69,0.23,0.66,0.81,0
392,2340,Tecia,Torres,Tecia Torres,52,29,115,61,60,Orthodox,2280,Joanna,Jedrzejczyk,Joanna Jedrzejczyk,31,167,52,66,115,65,0,0,0,1,1,0,0,0,0,Orthodox,DEC,red,8/1/00,8,1,0,13-0-0,13,0,0,8,0,"Colorado Springs, Colorado United States",876,0,0,0,0,1,0,0,1,0,Tecia Torres,4.63,0.48,2.35,0.71,0.8,0.2,0.7,0,Joanna Jedrzejczyk,6.45,0.47,2.25,0.69,0.23,0.66,0.81,0
393,2256,Valerie,Letourneau,Valerie Letourneau,56,35,115,67,68,Orthodox,2280,Joanna,Jedrzejczyk,Joanna Jedrzejczyk,31,167,52,66,115,65,0,0,0,1,1,0,0,0,0,Orthodox,DEC,red,8/6/00,8,6,0,13-0-0,13,0,0,3,3,"Coconut Creek, FL USA",752,0,0,0,0,0,1,0,0,0,Valerie Letourneau,4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3,Joanna Jedrzejczyk,6.45,0.47,2.25,0.69,0.23,0.66,0.81,0
394,2079,Jessica,Andrade,Jessica Andrade,52,27,115,61,62,Orthodox,2280,Joanna,Jedrzejczyk,Joanna Jedrzejczyk,31,167,52,66,115,65,0,0,0,1,1,0,0,0,0,Orthodox,DEC,red,16-5-0,16,5,0,13-0-0,13,0,0,8,3,"Niteroi, Rio de Janeiro Brazil",814,0,0,1,0,1,0,0,0,0,Jessica Andrade,6.8,0.52,4.29,0.56,2.6,0.62,0.74,0.8,Joanna Jedrzejczyk,6.45,0.47,2.25,0.69,0.23,0.66,0.81,0
395,2277,Claudia,Gadelha,Claudia Gadelha,52,29,115,64,63,Orthodox,2280,Joanna,Jedrzejczyk,Joanna Jedrzejczyk,31,167,52,66,115,65,0,0,0,1,1,0,0,0,0,Orthodox,DEC,red,14-2-0,14,2,0,13-0-0,13,0,0,3,1,Rio de Janeiro Brazil,776,0,1,0,0,0,0,0,0,0,Claudia Gadelha,3.59,0.42,3.94,0.6,4.59,0.57,0.83,0.7,Joanna Jedrzejczyk,6.45,0.47,2.25,0.69,0.23,0.66,0.81,0
396,2328,Nina,Ansaroff,Nina Ansaroff,52,32,115,65,64,Orthodox,2697,Justine,Kish,Justine Kish,30,165,56,65,115,64,0,0,0,0,1,0,0,0,0,Orthodox,DEC,red,7/5/00,7,5,0,6-0-0,6,0,0,1,0,"Weston, FL USA",754,1,0,0,0,0,0,0,1,0,Nina Ansaroff,3.73,0.5,2.61,0.53,0.69,0.5,0.73,1.4,Justine Kish,4.1,0.5,4.53,0.53,2,0.36,0.5,0.5
397,2845,Ashley,Yoder,Ashley Yoder,52,30,115,67,69,Southpaw,2697,Justine,Kish,Justine Kish,30,165,56,65,115,64,0,0,0,0,1,0,0,0,0,Orthodox,DEC,red,5/2/00,5,2,0,6-0-0,6,0,0,0,0,"Temecula, California United States",799,0,0,0,0,0,1,0,0,0,Ashley Yoder,2.93,0.37,3.4,0.52,1,0.5,0,0,Justine Kish,4.1,0.5,4.53,0.53,2,0.36,0.5,0.5
398,2328,Nina,Ansaroff,Nina Ansaroff,52,32,115,65,64,Orthodox,2352,Angela,Hill,Angela Hill,33,160,52,63,115,64,0,0,0,1,0,0,0,0,0,Orthodox,DEC,blue,7/5/00,7,5,0,2/3/00,2,3,0,3,1,"Weston, FL USA",846,1,0,0,0,0,0,0,1,0,Nina Ansaroff,3.73,0.5,2.61,0.53,0.69,0.5,0.73,1.4,Angela Hill,4.92,0.51,4.54,0.58,0,0,0.75,0
399,2845,Ashley,Yoder,Ashley Yoder,52,30,115,67,69,Southpaw,2352,Angela,Hill,Angela Hill,33,160,52,63,115,64,0,0,0,1,0,0,0,0,0,Orthodox,DEC,red,5/2/00,5,2,0,2/3/00,2,3,0,1,0,"Temecula, California United States",826,0,0,0,0,0,1,0,0,0,Ashley Yoder,2.93,0.37,3.4,0.52,1,0.5,0,0,Angela Hill,4.92,0.51,4.54,0.58,0,0,0.75,0
400,2328,Nina,Ansaroff,Nina Ansaroff,52,32,115,65,64,Orthodox,2279,Juliana,Lima,Juliana Lima,36,165,52,65,115,65,0,1,0,0,1,0,0,0,0,Orthodox,DEC,red,7/5/00,7,5,0,9/3/00,9,3,0,0,0,"Weston, FL USA",693,1,0,0,0,0,0,0,1,0,Nina Ansaroff,3.73,0.5,2.61,0.53,0.69,0.5,0.73,1.4,Juliana Lima,2.16,0.45,1.88,0.61,1.8,0.3,0.5,0
401,2280,Joanna,Jedrzejczyk,Joanna Jedrzejczyk,52,31,115,66,65,Orthodox,2279,Juliana,Lima,Juliana Lima,36,165,52,65,115,65,0,1,0,0,1,0,0,0,0,Orthodox,DEC,blue,13-0-0,13,0,0,9/3/00,9,3,0,0,0,Olsztyn Poland,678,0,0,0,1,1,0,0,0,0,Joanna Jedrzejczyk,6.45,0.47,2.25,0.69,0.23,0.66,0.81,0,Juliana Lima,2.16,0.45,1.88,0.61,1.8,0.3,0.5,0
402,2848,JJ,Aldrich,JJ Aldrich,52,26,115,65,67,Southpaw,2279,Juliana,Lima,Juliana Lima,36,165,52,65,115,65,0,1,0,0,1,0,0,0,0,Orthodox,DEC,red,4/2/00,4,2,0,9/3/00,9,3,0,0,0,"Westminster, Colorado United States",799,0,0,0,0,0,0,0,1,0,JJ Aldrich,2.07,0.38,3.73,0.54,0,0,0.33,0,Juliana Lima,2.16,0.45,1.88,0.61,1.8,0.3,0.5,0
403,2328,Nina,Ansaroff,Nina Ansaroff,52,32,115,65,64,Orthodox,2710,Jocelyn,Jones-Lybarger,Jocelyn Jones-Lybarger,33,170,52,67,115,64,0,0,0,0,0,1,0,0,0,Orthodox,SUB,blue,7/5/00,7,5,0,6/4/00,6,4,0,2,0,"Weston, FL USA",803,1,0,0,0,0,0,0,1,0,Nina Ansaroff,3.73,0.5,2.61,0.53,0.69,0.5,0.73,1.4,Jocelyn Jones-Lybarger,2.96,0.31,4.83,0.56,0.34,0.25,0.81,0
404,2316,Paul,Felder,Paul Felder,70,34,155,71,70,Orthodox,1061,Danny,Castillo,Danny Castillo,39,175,70,69,155,71,1,1,0,0,0,0,0,0,0,Orthodox,KO/TKO,blue,13-3-0,13,3,0,17-10-0,17,10,0,1,1,"Philadelphia, Pennsylvania United States",691,0,0,0,0,0,0,0,1,0,Paul Felder,3.4,0.4,3.06,0.52,0.46,0.37,0.62,0.5,Danny Castillo,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2
405,1478,Charlie,Brenneman,Charlie Brenneman,70,37,155,70,72,Orthodox,1061,Danny,Castillo,Danny Castillo,39,175,70,69,155,71,1,1,0,0,0,0,0,0,0,Orthodox,KO/TKO,red,19-8-0,19,8,0,17-10-0,17,10,0,1,0,"Whippany, NJ USA",660,1,0,0,0,0,0,0,0,0,Charlie Brenneman,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0,Danny Castillo,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2
406,2585,Andrew,Holbrook,Andrew Holbrook,70,32,155,71,70,Southpaw,1814,Ramsey,Nijem,Ramsey Nijem,30,180,70,71,155,75,1,0,0,0,0,0,0,0,0,Orthodox,DEC,blue,12/1/00,12,1,0,10/6/00,10,6,0,0,0,"Indianapolis, Indiana United States",729,1,0,0,0,0,0,0,0,0,Andrew Holbrook,1.7,0.54,1.86,0.57,0.98,0.4,0.1,2.5,Ramsey Nijem,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1
407,2208,Diego,Ferreira,Diego Ferreira,70,33,155,69,74,Orthodox,1814,Ramsey,Nijem,Ramsey Nijem,30,180,70,71,155,75,1,0,0,0,0,0,0,0,0,Orthodox,KO/TKO,blue,12/2/00,12,2,0,10/6/00,10,6,0,1,1,"Pharr, Texas USA",677,0,0,0,0,0,1,0,0,0,Diego Ferreira,3.34,0.37,3.03,0.54,0.36,0.11,0.6,1.1,Ramsey Nijem,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1
408,2168,Beneil,Dariush,Beneil Dariush,70,29,155,70,72,Southpaw,1814,Ramsey,Nijem,Ramsey Nijem,30,180,70,71,155,75,1,0,0,0,0,0,0,0,0,Orthodox,KO/TKO,red,14-3-0,14,3,0,10/6/00,10,6,0,1,1,"Yorba Linda, California United States",665,0,1,0,0,1,0,0,0,0,Beneil Dariush,3.83,0.46,2.93,0.6,1.33,0.25,0.75,0.7,Ramsey Nijem,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1
409,1817,Justin,Edwards,Justin Edwards,70,35,155,70,70,Orthodox,1814,Ramsey,Nijem,Ramsey Nijem,30,180,70,71,155,75,1,0,0,0,0,0,0,0,0,Orthodox,DEC,red,9/5/00,9,5,0,10/6/00,10,6,0,0,0,"Bellefontaine, Ohio USA",651,0,1,0,0,0,0,0,0,0,Justin Edwards,2.68,0.42,3.32,0.51,2.14,0.26,0.27,1,Ramsey Nijem,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1
410,2585,Andrew,Holbrook,Andrew Holbrook,70,32,155,71,70,Southpaw,2812,Gregor,Gillespie,Gregor Gillespie,31,175,70,69,155,71,1,0,0,0,0,0,0,0,0,Orthodox,KO/TKO,red,12/1/00,12,1,0,8-0-0,8,0,0,3,1,"Indianapolis, Indiana United States",813,1,0,0,0,0,0,0,0,0,Andrew Holbrook,1.7,0.54,1.86,0.57,0.98,0.4,0.1,2.5,Gregor Gillespie,2.73,0.45,2.87,0.57,5,0.26,0,0
411,2815,Jason,Gonzalez,Jason Gonzalez,70,28,155,74,74,Southpaw,2812,Gregor,Gillespie,Gregor Gillespie,31,175,70,69,155,71,1,0,0,0,0,0,0,0,0,Orthodox,SUB,red,11/3/00,11,3,0,8-0-0,8,0,0,2,1,"Rancho Cucamonga, California United States",837,0,0,0,0,0,1,0,0,0,Jason Gonzalez,2.48,0.29,3.72,0.55,0,0,0.5,2.6,Gregor Gillespie,2.73,0.45,2.87,0.57,5,0.26,0,0
412,1986,Vinc,Pichel,Vinc Pichel,70,35,155,70,72,Orthodox,2812,Gregor,Gillespie,Gregor Gillespie,31,175,70,69,155,71,1,0,0,0,0,0,0,0,0,Orthodox,SUB,red,9/1/00,9,1,0,8-0-0,8,0,0,4,4,"Simi Valley, California United States",868,0,0,0,0,0,1,0,0,0,Vinc Pichel,3.13,0.51,2.51,0.51,7.44,0.69,0.16,0.5,Gregor Gillespie,2.73,0.45,2.87,0.57,5,0.26,0,0
413,2585,Andrew,Holbrook,Andrew Holbrook,70,32,155,71,70,Southpaw,2756,Thibault,Gouti,Thibault Gouti,31,177,70,70,155,72,0,0,0,0,0,1,0,0,0,Orthodox,KO/TKO,red,12/1/00,12,1,0,11/3/00,11,3,0,4,0,"Indianapolis, Indiana United States",829,1,0,0,0,0,0,0,0,0,Andrew Holbrook,1.7,0.54,1.86,0.57,0.98,0.4,0.1,2.5,Thibault Gouti,2.28,0.38,4.63,0.37,0,0,0.62,0
414,2754,Bojan,Velickovic,Bojan Velickovic,77,29,170,72,76,Southpaw,2124,Nico,Musoke,Nico Musoke,32,182,77,72,170,75,0,0,0,0,0,1,0,0,0,Orthodox,KO/TKO,blue,14-4-1,14,4,1,13-4-0,13,4,0,3,0,"Denver, Colorado United States",819,0,0,0,0,1,0,0,0,0,Bojan Velickovic,1.87,0.34,1.98,0.54,0.67,0.25,0.41,0.7,Nico Musoke,3.61,0.37,3.83,0.58,1.19,0.19,0.84,0.2
415,2172,Albert,Tumenov,Albert Tumenov,77,26,170,71,73,Orthodox,2124,Nico,Musoke,Nico Musoke,32,182,77,72,170,75,0,0,0,0,0,1,0,0,0,Orthodox,DEC,blue,17-4-0,17,4,0,13-4-0,13,4,0,3,2,"Fairfield, New Jersey USA",702,0,0,1,0,0,0,0,0,0,Albert Tumenov,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0,Nico Musoke,3.61,0.37,3.83,0.58,1.19,0.19,0.84,0.2
416,2200,Alexander,Yakovlev,Alexander Yakovlev,77,34,170,75,74,Southpaw,2124,Nico,Musoke,Nico Musoke,32,182,77,72,170,75,0,0,0,0,0,1,0,0,0,Orthodox,DEC,red,23-8-1,23,8,1,13-4-0,13,4,0,1,0,"Fairfield, New Jersey USA",686,1,0,0,0,0,0,1,0,0,Alexander Yakovlev,1.89,0.46,2.73,0.56,1.23,0.3,0.72,0,Nico Musoke,3.61,0.37,3.83,0.58,1.19,0.19,0.84,0.2
417,2754,Bojan,Velickovic,Bojan Velickovic,77,29,170,72,76,Southpaw,2755,Alessio,Di Chirico,Alessio Di Chirico,28,182,84,72,185,74,0,0,0,0,0,1,0,0,0,Orthodox,DEC,blue,14-4-1,14,4,1,10/2/00,10,2,0,0,0,"Denver, Colorado United States",769,0,0,0,0,1,0,0,0,0,Bojan Velickovic,1.87,0.34,1.98,0.54,0.67,0.25,0.41,0.7,Alessio Di Chirico,3.94,0.44,3.2,0.62,1.86,0.44,0.75,0
418,2611,Oluwale,Bamgbose,Oluwale Bamgbose,84,31,185,71,78,Switch,2755,Alessio,Di Chirico,Alessio Di Chirico,28,182,84,72,185,74,0,0,0,0,0,1,0,0,0,Orthodox,KO/TKO,red,6/2/00,6,2,0,10/2/00,10,2,0,4,0,"New York, New York United States",848,0,1,0,0,1,0,0,1,0,Oluwale Bamgbose,1.89,0.42,2,0.51,0,0,0.33,0,Alessio Di Chirico,3.94,0.44,3.2,0.62,1.86,0.44,0.75,0
419,2754,Bojan,Velickovic,Bojan Velickovic,77,29,170,72,76,Southpaw,2544,Darren,Till,Darren Till,25,182,77,72,170,74,0,0,0,0,1,0,0,0,0,Southpaw,DEC,red,14-4-1,14,4,1,13-0-1,13,0,1,4,1,"Denver, Colorado United States",829,0,0,0,0,1,0,0,0,0,Bojan Velickovic,1.87,0.34,1.98,0.54,0.67,0.25,0.41,0.7,Darren Till,3.42,0.57,4.9,0.49,0,0,0.71,0
420,2776,Jessin,Ayari,Jessin Ayari,77,26,170,72,73,Orthodox,2544,Darren,Till,Darren Till,25,182,77,72,170,74,0,0,0,0,1,0,0,0,0,Southpaw,DEC,red,16-3-0,16,3,0,13-0-1,13,0,1,1,1,Nuremberg Germany,819,0,0,0,0,0,0,1,0,0,Jessin Ayari,4.67,0.4,3.13,0.65,0,0,0,0,Darren Till,3.42,0.57,4.9,0.49,0,0,0.71,0
421,2259,Dashon,Johnson,Dashon Johnson,65,30,145,67,70,Orthodox,1993,Godofredo,Pepey,Godofredo Pepey,31,170,65,67,145,73,0,1,0,0,0,0,0,0,0,Orthodox,SUB,red,9/2/00,9,2,0,14-4-0,14,4,0,1,0,"Escondido, CA USA",685,0,0,1,0,0,0,0,0,0,Dashon Johnson,1.01,0.69,3.83,0.35,0.85,0.33,0.63,0.8,Godofredo Pepey,2.09,0.44,2.34,0.45,0.47,0.15,0.36,1.9
422,2119,Andre,Fili,Andre Fili,65,28,145,71,74,Orthodox,1993,Godofredo,Pepey,Godofredo Pepey,31,170,65,67,145,73,0,1,0,0,0,0,0,0,0,Orthodox,SUB,red,16-4-0,16,4,0,14-4-0,14,4,0,2,1,"Sacramento, California United States ",713,0,0,0,0,0,1,0,0,0,Andre Fili,3.38,0.38,2.55,0.6,2.85,0.46,0.58,0.2,Godofredo Pepey,2.09,0.44,2.34,0.45,0.47,0.15,0.36,1.9
