eid,mid,event_name,event_date,f1name,f2name,f1result,f2result,f1fid,f2fid,method,round,time,f1fights,f1w,f1l,f1fws,f1ls,f2fights,f2w,f2l,f2fws,f2ls,f1SubW,f1KOW,f1DecW,f1SubL,f1KOL,f1DecL,f2SubW,f2KOW,f2DecW,f2SubL,f2KOL,f2DecL
1085,2,UFC 39 - The Warriors Return,9/27/02,Ivan Salaverry,Matt Lindland,loss,win,1351,276,Decision,3,5:00,1,1,0,1,0,5,4,1,0,1,0,1,0,0,0,0,0,2,1,1,0,0
1085,1,UFC 39 - The Warriors Return,9/27/02,Benji Radach,Sean Sherk,loss,win,2294,277,TKO,1,4:16,2,1,0,1,0,2,2,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0
1220,8,UFC 40 - Vendetta,11/22/02,Tito Ortiz,Ken Shamrock,win,loss,158,4,TKO,3,5:00,10,8,2,5,0,10,6,2,1,0,1,5,2,2,0,0,6,0,0,1,0,1
1220,7,UFC 40 - Vendetta,11/22/02,Chuck Liddell,Renato Sobral,win,loss,192,274,KO,1,2:55,8,7,1,6,0,3,2,1,1,0,0,2,5,0,0,0,0,0,2,0,0,1
1220,6,UFC 40 - Vendetta,11/22/02,Matt Hughes,Gil Castillo,win,loss,232,553,TKO,1,5:00,6,5,1,3,0,2,1,1,1,0,0,4,1,1,0,0,0,0,1,0,0,1
1220,5,UFC 40 - Vendetta,11/22/02,Carlos Newton,Pete Spratt,win,loss,7,3195,Submission,1,1:45,5,2,3,0,2,1,1,0,1,0,2,0,0,0,2,1,1,0,0,0,0,0
1220,4,UFC 40 - Vendetta,11/22/02,Tiki Ghosn,Robbie Lawler,loss,win,88,2245,TKO,1,1:29,2,0,2,0,2,2,2,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0
1220,3,UFC 40 - Vendetta,11/22/02,Andrei Arlovski,Ian Freeman,win,loss,270,242,TKO,1,1:25,3,1,2,0,2,4,3,1,3,0,1,0,0,0,2,0,1,1,1,1,0,0
1220,2,UFC 40 - Vendetta,11/22/02,Travis Wiuff,Vladimir Matyushenko,loss,win,3660,435,Submission,1,4:10,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1220,1,UFC 40 - Vendetta,11/22/02,Phillip Miller,Mark Weir,win,loss,482,3599,Submission,2,4:50,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1424,8,UFC 41 - Onslaught,2/28/03,Ricco Rodriguez,Tim Sylvia,loss,win,8,1061,TKO,1,3:09,5,5,0,5,0,1,1,0,1,0,1,4,0,0,0,0,0,1,0,0,0,0
1424,7,UFC 41 - Onslaught,2/28/03,Frank Mir,David Abbott,win,loss,2329,110,Submission,1,0:46,3,2,1,0,1,12,6,6,0,1,2,0,0,0,1,0,2,4,0,3,2,1
1424,6,UFC 41 - Onslaught,2/28/03,B.J. Penn,Caol Uno,draw,draw,1307,283,Draw,5,5:00,6,5,1,2,0,5,3,2,2,0,0,4,1,0,0,1,0,1,2,0,1,1
1424,5,UFC 41 - Onslaught,2/28/03,Phil Baroni,Matt Lindland,loss,win,278,276,Decision,3,5:00,4,3,1,2,0,6,5,1,1,0,0,2,1,0,0,1,0,2,2,1,0,0
1424,4,UFC 41 - Onslaught,2/28/03,Pedro Rizzo,Vladimir Matyushenko,loss,win,208,435,Decision,3,5:00,10,6,4,0,1,3,2,1,1,0,1,4,1,0,2,2,1,0,1,0,0,1
1424,3,UFC 41 - Onslaught,2/28/03,Matt Serra,Din Thomas,loss,win,1305,1301,Decision,3,5:00,4,2,2,0,1,3,1,2,0,1,1,0,1,0,1,1,0,0,1,0,1,1
1424,2,UFC 41 - Onslaught,2/28/03,Gan McGee,Alexandre Dantas,win,loss,273,264,TKO,1,4:49,2,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
1424,1,UFC 41 - Onslaught,2/28/03,Yves Edwards,Rich Clementi,win,loss,344,1046,Submission,3,4:07,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
1469,8,UFC 42 - Sudden Impact,4/25/03,Sean Sherk,Matt Hughes,loss,win,277,232,Decision,5,5:00,3,3,0,3,0,7,6,1,4,0,1,1,1,0,0,0,0,5,1,1,0,0
1469,7,UFC 42 - Sudden Impact,4/25/03,Pete Spratt,Robbie Lawler,win,loss,3195,2245,Submission,2,2:28,2,1,1,0,1,3,3,0,3,0,1,0,0,1,0,0,0,2,1,0,0,0
1469,6,UFC 42 - Sudden Impact,4/25/03,Romie Aram,Dave Strasser,loss,win,85,615,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,5,UFC 42 - Sudden Impact,4/25/03,Wesley Correira,Sean Alvarez,win,loss,2829,1964,TKO,2,1:46,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1469,4,UFC 42 - Sudden Impact,4/25/03,Rich Franklin,Evan Tanner,win,loss,392,212,TKO,1,2:40,0,0,0,0,0,7,6,1,3,0,0,0,0,0,0,0,2,3,1,0,1,0
1469,3,UFC 42 - Sudden Impact,4/25/03,Duane Ludwig,Genki Sudo,win,loss,101,1227,Decision,3,5:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1469,2,UFC 42 - Sudden Impact,4/25/03,Hermes Franca,Rich Crunkilton,win,loss,3068,1542,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,1,UFC 42 - Sudden Impact,4/25/03,Mark Weir,David Loiseau,loss,win,3599,903,KO,1,3:55,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1614,8,UFC 43 - Meltdown,6/6/03,Randy Couture,Chuck Liddell,win,loss,166,192,TKO,3,2:39,8,6,2,0,2,9,8,1,7,0,1,4,1,1,1,0,0,3,5,0,0,0
1614,7,UFC 43 - Meltdown,6/6/03,David Abbott,Kimo Leopoldo,loss,win,110,43,Submission,1,1:59,13,6,7,0,2,4,1,3,0,1,2,4,0,4,2,1,0,1,0,2,0,1
1614,6,UFC 43 - Meltdown,6/6/03,Yves Edwards,Eddie Ruiz,win,loss,344,3265,Decision,3,5:00,4,2,2,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0
1614,5,UFC 43 - Meltdown,6/6/03,Vitor Belfort,Marvin Eastman,win,loss,156,339,TKO,1,1:07,6,4,2,0,1,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0
1614,4,UFC 43 - Meltdown,6/6/03,Ian Freeman,Vernon White,draw,draw,242,296,Draw,3,5:00,5,3,2,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1614,3,UFC 43 - Meltdown,6/6/03,Wes Sims,Frank Mir,loss,win,2713,2329,DQ,1,2:55,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0
1614,2,UFC 43 - Meltdown,6/6/03,Matt Lindland,Falaniko Vitale,loss,win,276,370,TKO,1,1:56,7,6,1,2,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0
1614,1,UFC 43 - Meltdown,6/6/03,Pedro Rizzo,Tra Telligman,win,loss,208,157,TKO,2,4:24,11,6,5,0,2,2,0,2,0,2,1,4,1,0,2,3,0,0,0,0,2,0
1688,9,UFC 44 - Undisputed,9/26/03,Randy Couture,Tito Ortiz,win,loss,166,158,Decision,5,5:00,9,7,2,1,0,11,9,2,6,0,1,5,1,1,1,0,1,6,2,2,0,0
1688,8,UFC 44 - Undisputed,9/26/03,Vladimir Matyushenko,Andrei Arlovski,loss,win,435,270,KO,1,1:59,4,3,1,2,0,4,2,2,1,0,1,0,2,0,0,1,1,1,0,0,2,0
1688,7,UFC 44 - Undisputed,9/26/03,Tim Sylvia,Gan McGee,win,loss,1061,273,TKO,1,1:54,2,2,0,2,0,3,2,1,2,0,0,2,0,0,0,0,0,2,0,0,1,0
1688,6,UFC 44 - Undisputed,9/26/03,David Loiseau,Jorge Rivera,loss,win,903,2712,Decision,3,5:00,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1688,5,UFC 44 - Undisputed,9/26/03,Edwin Dewees,Rich Franklin,loss,win,720,392,TKO,1,3:35,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1688,4,UFC 44 - Undisputed,9/26/03,Karo Parisyan,Dave Strasser,win,loss,5153,615,Submission,1,3:52,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1688,3,UFC 44 - Undisputed,9/26/03,Gerald Strebendt,Josh Thomson,loss,win,2327,2394,KO,1,2:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,2,UFC 44 - Undisputed,9/26/03,Nick Diaz,Jeremy Jackson,win,loss,2831,2651,Submission,3,2:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,1,UFC 44 - Undisputed,9/26/03,Hermes Franca,Caol Uno,win,loss,3068,283,KO,2,2:46,1,1,0,1,0,6,3,2,0,0,0,0,1,0,0,0,0,1,2,0,1,1
1863,8,UFC 45 - Revolution,11/21/03,Matt Hughes,Frank Trigg,win,loss,232,311,Submission,1,3:54,8,7,1,5,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0
1863,7,UFC 45 - Revolution,11/21/03,Falaniko Vitale,Matt Lindland,loss,win,370,276,TKO,3,4:23,1,1,0,1,0,8,6,2,0,1,0,1,0,0,0,0,0,2,3,1,1,0
1863,6,UFC 45 - Revolution,11/21/03,Wesley Correira,David Abbott,win,loss,2829,110,TKO,1,2:14,2,1,1,1,0,14,6,8,0,3,0,1,0,0,1,0,2,4,0,5,2,1
1863,5,UFC 45 - Revolution,11/21/03,Evan Tanner,Phil Baroni,win,loss,212,278,TKO,1,4:42,8,6,2,0,1,5,3,2,0,1,2,3,1,0,2,0,0,2,1,0,0,2
1863,4,UFC 45 - Revolution,11/21/03,Robbie Lawler,Chris Lytle,win,loss,2245,267,Decision,3,5:00,4,3,1,0,1,1,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,1
1863,3,UFC 45 - Revolution,11/21/03,Ricco Rodriguez,Pedro Rizzo,loss,win,8,208,Decision,3,5:00,6,5,1,0,1,12,7,5,1,0,1,4,0,0,1,0,1,5,1,0,2,3
1863,2,UFC 45 - Revolution,11/21/03,Keith Rockel,Chris Liguori,win,loss,2093,4102,Submission,1,3:29,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1863,1,UFC 45 - Revolution,11/21/03,Nick Agallar,Yves Edwards,loss,win,2295,344,TKO,2,2:14,0,0,0,0,0,5,3,2,3,0,0,0,0,0,0,0,1,1,1,0,0,2
1943,8,UFC 46 - Supernatural,1/31/04,Randy Couture,Vitor Belfort,loss,win,166,156,TKO,1,0:49,10,8,2,2,0,7,5,2,1,0,1,5,2,1,1,0,0,5,0,0,1,1
1943,7,UFC 46 - Supernatural,1/31/04,Matt Hughes,B.J. Penn,loss,win,232,1307,Submission,1,4:39,9,8,1,6,0,7,5,1,0,0,1,5,2,1,0,0,0,4,1,0,0,1
1943,6,UFC 46 - Supernatural,1/31/04,Carlos Newton,Renato Verissimo,loss,win,7,4095,Decision,3,5:00,6,3,3,1,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0
1943,5,UFC 46 - Supernatural,1/31/04,Wes Sims,Frank Mir,loss,win,2713,2329,KO,2,4:21,1,0,1,0,1,5,4,1,2,0,0,0,0,0,0,0,3,0,0,0,1,0
1943,4,UFC 46 - Supernatural,1/31/04,Jorge Rivera,Lee Murray,loss,win,2712,1659,Submission,1,1:45,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1943,3,UFC 46 - Supernatural,1/31/04,Georges St. Pierre,Karo Parisyan,win,loss,3500,5153,Decision,3,5:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1943,2,UFC 46 - Supernatural,1/31/04,Hermes Franca,Josh Thomson,loss,win,3068,2394,Decision,3,5:00,2,2,0,2,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
1943,1,UFC 46 - Supernatural,1/31/04,Matt Serra,Jeff Curran,win,loss,1305,770,Decision,3,5:00,5,2,3,0,2,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0
2121,8,UFC 47 - Its On,4/2/04,Tito Ortiz,Chuck Liddell,loss,win,158,192,KO,2,0:38,12,9,3,0,1,10,8,2,0,1,1,6,2,2,0,1,0,3,5,0,1,0
2121,7,UFC 47 - Its On,4/2/04,Chris Lytle,Tiki Ghosn,win,loss,267,88,Submission,2,1:55,2,0,2,0,2,3,0,3,0,3,0,0,0,0,0,2,0,0,0,2,1,0
2121,6,UFC 47 - Its On,4/2/04,Yves Edwards,Hermes Franca,win,loss,344,3068,Decision,3,5:00,6,4,2,4,0,3,2,1,0,1,1,2,1,0,0,2,0,1,1,0,0,1
2121,5,UFC 47 - Its On,4/2/04,Andrei Arlovski,Wesley Correira,win,loss,270,2829,TKO,2,1:15,5,3,2,2,0,3,2,1,2,0,1,2,0,0,2,0,0,2,0,0,1,0
2121,4,UFC 47 - Its On,4/2/04,Robbie Lawler,Nick Diaz,loss,win,2245,2831,KO,2,1:31,5,4,1,1,0,1,1,0,1,0,0,2,2,1,0,0,1,0,0,0,0,0
2121,3,UFC 47 - Its On,4/2/04,Wes Sims,Mike Kyle,loss,win,2713,3619,KO,1,4:59,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2121,2,UFC 47 - Its On,4/2/04,Jonathan Wiezorek,Wade Shipp,win,loss,2688,2304,TKO,1,4:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,1,UFC 47 - Its On,4/2/04,Genki Sudo,Mike Thomas Brown,win,loss,1227,3069,Submission,1,3:31,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2203,8,UFC 48 - Payback,6/19/04,Ken Shamrock,Kimo Leopoldo,win,loss,4,43,KO,1,1:26,11,6,3,0,1,5,2,3,1,0,6,0,0,1,1,1,1,1,0,2,0,1
2203,7,UFC 48 - Payback,6/19/04,Dennis Hallman,Frank Trigg,loss,win,275,311,TKO,1,4:15,2,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2203,6,UFC 48 - Payback,6/19/04,Tim Sylvia,Frank Mir,loss,win,1061,2329,Technical,1,0:50,3,3,0,3,0,6,5,1,3,0,0,3,0,0,0,0,3,1,0,0,1,0
2203,5,UFC 48 - Payback,6/19/04,Renato Verissimo,Matt Hughes,loss,win,4095,232,Decision,3,5:00,1,1,0,1,0,10,8,2,0,1,0,0,1,0,0,0,1,5,2,2,0,0
2203,4,UFC 48 - Payback,6/19/04,Phil Baroni,Evan Tanner,loss,win,278,212,Decision,3,5:00,6,3,3,0,2,9,7,2,1,0,0,2,1,0,1,2,2,4,1,0,2,0
2203,3,UFC 48 - Payback,6/19/04,Ivan Menjivar,Matt Serra,loss,win,993,1305,Decision,3,5:00,0,0,0,0,0,6,3,3,1,0,0,0,0,0,0,0,1,0,2,0,1,2
2203,2,UFC 48 - Payback,6/19/04,Curtis Stout,Trevor Prangley,loss,win,279,4789,Submission,2,1:05,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2203,1,UFC 48 - Payback,6/19/04,Georges St. Pierre,Jay Hieron,win,loss,3500,9267,TKO,1,1:42,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2400,8,UFC 49 - Unfinished Business,8/21/04,Randy Couture,Vitor Belfort,win,loss,166,156,TKO,3,5:00,11,8,3,0,1,8,6,2,2,0,1,5,2,1,2,0,0,6,0,0,1,1
2400,7,UFC 49 - Unfinished Business,8/21/04,Joe Doerksen,Joe Riggs,loss,win,390,2765,Submission,2,3:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,6,UFC 49 - Unfinished Business,8/21/04,Chuck Liddell,Vernon White,win,loss,192,296,KO,1,4:05,11,9,2,1,0,1,0,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0
2400,5,UFC 49 - Unfinished Business,8/21/04,Matt Lindland,David Terrell,loss,win,276,536,KO,1,0:24,9,7,2,1,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0
2400,4,UFC 49 - Unfinished Business,8/21/04,Mike Kyle,Justin Eilers,loss,win,3619,5936,KO,1,1:14,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2400,3,UFC 49 - Unfinished Business,8/21/04,Chris Lytle,Ronald Jhun,win,loss,267,524,Submission,2,1:17,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
2400,2,UFC 49 - Unfinished Business,8/21/04,Nick Diaz,Karo Parisyan,loss,win,2831,5153,Decision,3,5:00,2,2,0,2,0,2,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1
2400,1,UFC 49 - Unfinished Business,8/21/04,Josh Thomson,Yves Edwards,loss,win,2394,344,KO,1,4:32,2,2,0,2,0,7,5,2,5,0,0,1,1,0,0,0,1,2,2,0,0,2
2512,7,UFC 50 - The War of 04,10/22/04,Patrick Cote,Tito Ortiz,loss,win,6612,158,Decision,3,5:00,0,0,0,0,0,13,9,4,0,2,0,0,0,0,0,0,1,6,2,2,1,1
2512,6,UFC 50 - The War of 04,10/22/04,Rich Franklin,Jorge Rivera,win,loss,392,2712,Submission,3,4:28,2,2,0,2,0,2,1,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0
2512,5,UFC 50 - The War of 04,10/22/04,Matt Hughes,Georges St. Pierre,win,loss,232,3500,Submission,1,4:59,11,9,2,1,0,2,2,0,2,0,1,5,3,2,0,0,0,1,1,0,0,0
2512,4,UFC 50 - The War of 04,10/22/04,Frank Trigg,Renato Verissimo,win,loss,311,4095,TKO,2,2:11,2,1,1,1,0,2,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
2512,3,UFC 50 - The War of 04,10/22/04,Evan Tanner,Robbie Lawler,win,loss,212,2245,Submission,1,2:22,10,8,2,2,0,6,4,2,0,1,2,4,2,0,2,0,0,2,2,1,1,0
2512,2,UFC 50 - The War of 04,10/22/04,Ivan Salaverry,Tony Fryklund,win,loss,1351,168,Submission,1,1:36,2,1,1,0,1,3,2,1,2,0,0,1,0,0,0,1,1,1,0,1,0,0
2512,1,UFC 50 - The War of 04,10/22/04,Marvin Eastman,Travis Lutter,loss,win,339,4586,KO,2,0:43,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2690,7,UFC 51 - Super Saturday,2/5/05,Andrei Arlovski,Tim Sylvia,win,loss,270,1061,Submission,1,0:47,6,4,2,3,0,4,3,1,0,1,1,3,0,0,2,0,0,3,0,0,0,0
2690,6,UFC 51 - Super Saturday,2/5/05,Evan Tanner,David Terrell,win,loss,212,536,TKO,1,4:35,11,9,2,3,0,1,1,0,1,0,3,4,2,0,2,0,0,1,0,0,0,0
2690,5,UFC 51 - Super Saturday,2/5/05,Justin Eilers,Paul Buentello,loss,win,5936,347,KO,1,3:34,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2690,4,UFC 51 - Super Saturday,2/5/05,Mike Kyle,James Irvin,win,loss,3619,7780,KO,1,1:55,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2690,3,UFC 51 - Super Saturday,2/5/05,David Loiseau,Gideon Ray,win,loss,903,4555,TKO,1,5:00,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2690,2,UFC 51 - Super Saturday,2/5/05,Chris Lytle,Karo Parisyan,loss,win,267,5153,Decision,3,5:00,4,2,2,2,0,3,2,1,1,0,2,0,0,0,0,2,1,0,1,0,0,1
2690,1,UFC 51 - Super Saturday,2/5/05,Nick Diaz,Drew Fickett,win,loss,2831,725,TKO,1,4:40,3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
2690,9,UFC 51 - Super Saturday,2/5/05,Vitor Belfort,Tito Ortiz,loss,win,156,158,Decision,3,5:00,9,6,3,0,1,14,10,4,1,0,0,6,0,0,2,1,1,6,3,2,1,1
2690,8,UFC 51 - Super Saturday,2/5/05,Pete Sell,Phil Baroni,win,loss,7795,278,Submission,3,4:19,0,0,0,0,0,7,3,4,0,3,0,0,0,0,0,0,0,2,1,0,1,3
2971,9,UFC - The Ultimate Fighter 1 Finale,4/9/05,Ken Shamrock,Rich Franklin,loss,win,4,392,TKO,1,2:42,12,7,3,1,0,3,3,0,3,0,6,1,0,1,1,1,1,2,0,0,0,0
2971,8,UFC - The Ultimate Fighter 1 Finale,4/9/05,Stephan Bonnar,Forrest Griffin,loss,win,3014,3526,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,7,UFC - The Ultimate Fighter 1 Finale,4/9/05,Diego Sanchez,Kenny Florian,win,loss,4824,8021,TKO,1,2:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,6,UFC - The Ultimate Fighter 1 Finale,4/9/05,Sam Hoger,Bobby Southworth,win,loss,6445,551,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,5,UFC - The Ultimate Fighter 1 Finale,4/9/05,Chris Leben,Jason Thacker,win,loss,6258,12690,TKO,1,1:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,4,UFC - The Ultimate Fighter 1 Finale,4/9/05,Chris Sanford,Josh Koscheck,loss,win,2656,9418,KO,1,4:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,3,UFC - The Ultimate Fighter 1 Finale,4/9/05,Lodune Sincaid,Nate Quarry,loss,win,4208,2383,TKO,1,3:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,2,UFC - The Ultimate Fighter 1 Finale,4/9/05,Mike Swick,Alex Schoenauer,win,loss,5199,4000,KO,1,0:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,1,UFC - The Ultimate Fighter 1 Finale,4/9/05,Alex Karalexis,Josh Rafferty,win,loss,11941,2682,TKO,1,1:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,8,UFC 52 - Couture vs. Liddell 2,4/16/05,Chuck Liddell,Randy Couture,win,loss,192,166,KO,1,2:06,12,10,2,2,0,12,9,3,1,0,0,5,5,0,1,0,1,6,2,1,2,0
2930,7,UFC 52 - Couture vs. Liddell 2,4/16/05,Travis Wiuff,Renato Sobral,loss,win,3660,274,Submission,2,0:24,1,0,1,0,1,4,2,2,0,1,0,0,0,1,0,0,0,0,2,0,1,1
2930,6,UFC 52 - Couture vs. Liddell 2,4/16/05,Matt Hughes,Frank Trigg,win,loss,232,311,Submission,1,4:05,12,10,2,2,0,3,2,1,2,0,2,5,3,2,0,0,0,2,0,1,0,0
2930,5,UFC 52 - Couture vs. Liddell 2,4/16/05,Travis Lutter,Matt Lindland,loss,win,4586,276,Submission,2,3:32,1,1,0,1,0,10,7,3,0,1,0,1,0,0,0,0,0,3,3,1,2,0
2930,4,UFC 52 - Couture vs. Liddell 2,4/16/05,Georges St. Pierre,Jason Miller,win,loss,3500,7798,Decision,3,5:00,3,2,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2930,3,UFC 52 - Couture vs. Liddell 2,4/16/05,Joe Riggs,Ivan Salaverry,loss,win,2765,1351,Submission,1,2:42,1,1,0,1,0,3,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
2930,2,UFC 52 - Couture vs. Liddell 2,4/16/05,Joe Doerksen,Patrick Cote,win,loss,390,6612,Submission,3,2:35,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2930,1,UFC 52 - Couture vs. Liddell 2,4/16/05,John Marsh,Mike Van Arsdale,loss,win,9,198,Decision,3,5:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3054,8,UFC 53 - Heavy Hitters,6/4/05,Andrei Arlovski,Justin Eilers,win,loss,270,5936,TKO,1,4:10,7,5,2,4,0,2,1,1,0,1,2,3,0,0,2,0,0,1,0,0,1,0
3054,7,UFC 53 - Heavy Hitters,6/4/05,Matt Serra,Karo Parisyan,loss,win,1305,5153,Decision,3,5:00,7,4,3,2,0,4,3,1,2,0,1,0,3,0,1,2,1,0,2,0,0,1
3054,6,UFC 53 - Heavy Hitters,6/4/05,Rich Franklin,Evan Tanner,win,loss,392,212,TKO,4,3:25,4,4,0,4,0,12,10,2,4,0,1,3,0,0,0,0,3,5,2,0,2,0
3054,5,UFC 53 - Heavy Hitters,6/4/05,Bill Mahood,Forrest Griffin,loss,win,4388,3526,Submission,1,2:18,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3054,4,UFC 53 - Heavy Hitters,6/4/05,Kevin Jordan,Paul Buentello,loss,win,4399,347,Submission,1,4:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3054,3,UFC 53 - Heavy Hitters,6/4/05,Nate Quarry,Shonie Carter,win,loss,2383,239,TKO,1,2:37,1,1,0,1,0,4,3,1,0,1,0,1,0,0,0,0,0,1,2,0,1,0
3054,2,UFC 53 - Heavy Hitters,6/4/05,David Loiseau,Charles McCarthy,win,loss,903,7987,TKO,2,2:10,3,2,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
3054,1,UFC 53 - Heavy Hitters,6/4/05,Koji Oishi,Nick Diaz,loss,win,249,2831,KO,1,1:24,1,0,1,0,1,4,3,1,1,0,0,0,0,0,0,1,1,2,0,0,0,1
3100,8,UFC Fight Night 1 - Marquardt vs. Salaverry,8/6/05,Ivan Salaverry,Nate Marquardt,loss,win,1351,1712,Decision,3,5:00,4,3,1,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
3100,7,UFC Fight Night 1 - Marquardt vs. Salaverry,8/6/05,Patrick Cote,Chris Leben,loss,win,6612,6258,Decision,3,5:00,2,0,2,0,2,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
3100,6,UFC Fight Night 1 - Marquardt vs. Salaverry,8/6/05,Sam Hoger,Stephan Bonnar,loss,win,6445,3014,Decision,3,5:00,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3100,5,UFC Fight Night 1 - Marquardt vs. Salaverry,8/6/05,Pete Sell,Nate Quarry,loss,win,7795,2383,TKO,1,0:42,1,1,0,1,0,2,2,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0
3100,4,UFC Fight Night 1 - Marquardt vs. Salaverry,8/6/05,Josh Koscheck,Pete Spratt,win,loss,9418,3195,Submission,1,1:53,1,1,0,1,0,3,2,1,1,0,0,1,0,0,0,0,2,0,0,1,0,0
3100,3,UFC Fight Night 1 - Marquardt vs. Salaverry,8/6/05,Gideon Ray,Mike Swick,loss,win,4555,5199,TKO,1,0:22,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
