eid,mid,event_name,event_date,f1name,f2name,f1result,f2result,f1fid,f2fid,method,round,time,f1fights,f1w,f1l,f1fws,f1ls,f2fights,f2w,f2l,f2fws,f2ls,f1SubW,f1KOW,f1DecW,f1SubL,f1KOL,f1DecL,f2SubW,f2KOW,f2DecW,f2SubL,f2KOL,f2DecL
20081,5,UFC on Fox 4 - Shogun vs. Vera,8/4/12,Wagner Prado,Phil Davis,NC,NC,53134,27802,NC,1,1:28,0,0,0,0,0,6,5,1,0,1,0,0,0,0,0,0,2,0,3,0,0,1
20081,4,UFC on Fox 4 - Shogun vs. Vera,8/4/12,Rani Yahya,Josh Grispi,win,loss,10425,20416,Submission,1,3:15,2,1,1,0,1,2,0,2,0,2,0,0,1,0,0,1,0,0,0,0,1,1
20081,3,UFC on Fox 4 - Shogun vs. Vera,8/4/12,Philip De Fries,Oli Thompson,win,loss,46202,54543,Submission,2,4:16,2,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
20081,2,UFC on Fox 4 - Shogun vs. Vera,8/4/12,Michihiro Omigawa,Manny Gamburyan,loss,win,13005,5185,Decision,3,5:00,6,1,5,0,1,7,2,5,0,4,0,0,1,0,0,5,2,0,0,1,1,3
20081,1,UFC on Fox 4 - Shogun vs. Vera,8/4/12,John Moraga,Ulysses Gomez,win,loss,55159,30396,KO,1,3:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22013,10,UFC 150 - Henderson vs. Edgar 2,8/11/12,Frankie Edgar,Benson Henderson,loss,win,14204,20548,Decision,5,5:00,12,9,2,0,1,4,4,0,4,0,1,2,6,0,0,2,0,0,4,0,0,0
22013,9,UFC 150 - Henderson vs. Edgar 2,8/11/12,Melvin Guillard,Donald Cerrone,loss,win,7431,15105,KO,1,1:16,17,11,6,1,0,6,5,1,1,0,0,7,4,6,0,0,2,1,2,0,0,1
22013,8,UFC 150 - Henderson vs. Edgar 2,8/11/12,Ed Herman,Jake Shields,NC,NC,6561,502,NC,3,5:00,12,7,5,3,0,4,2,2,1,0,4,2,1,1,1,2,0,0,2,0,1,1
22013,7,UFC 150 - Henderson vs. Edgar 2,8/11/12,Yushin Okami,Buddy Roberts,win,loss,5569,23811,TKO,2,3:09,14,10,4,0,2,1,1,0,1,0,1,3,6,0,2,2,0,0,1,0,0,0
22013,6,UFC 150 - Henderson vs. Edgar 2,8/11/12,Max Holloway,Justin Lawrence,win,loss,38671,73756,TKO,2,4:49,2,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
22013,5,UFC 150 - Henderson vs. Edgar 2,8/11/12,Tommy Hayden,Dennis Bermudez,loss,win,30943,58065,Submission,1,4:43,1,0,1,0,1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
22013,4,UFC 150 - Henderson vs. Edgar 2,8/11/12,Michael Kuiper,Jared Hamman,win,loss,42901,15949,TKO,2,2:16,1,0,1,0,1,5,2,3,0,1,0,0,0,0,0,1,0,1,1,0,2,1
22013,3,UFC 150 - Henderson vs. Edgar 2,8/11/12,Erik Perez,Ken Stone,win,loss,35509,24913,KO,1,0:17,1,1,0,1,0,3,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0
22013,2,UFC 150 - Henderson vs. Edgar 2,8/11/12,Chico Camus,Dustin Pague,win,loss,42850,39781,Decision,3,5:00,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1
22013,1,UFC 150 - Henderson vs. Edgar 2,8/11/12,Nik Lentz,Eiji Mitsuoka,win,loss,15058,2235,TKO,1,3:45,9,5,2,0,2,1,0,1,0,1,1,0,4,0,1,1,0,0,0,0,1,0
21045,12,UFC 152 - Jones vs. Belfort,9/22/12,Vitor Belfort,Jon Jones,loss,win,156,27944,Submission,4,0:54,14,9,5,2,0,11,10,1,7,0,1,8,0,0,3,2,3,3,3,0,0,0
21045,11,UFC 152 - Jones vs. Belfort,9/22/12,Demetrious Johnson,Joseph Benavidez,win,loss,45452,15008,Decision,5,5:00,5,3,1,1,0,3,3,0,3,0,0,0,3,0,0,1,0,1,2,0,0,0
21045,10,UFC 152 - Jones vs. Belfort,9/22/12,Brian Stann,Michael Bisping,loss,win,14829,10196,Decision,3,5:00,9,6,3,1,0,16,12,4,0,1,1,3,2,2,0,1,0,8,4,0,1,3
21045,9,UFC 152 - Jones vs. Belfort,9/22/12,Matt Hamill,Roger Hollett,win,loss,16695,15907,Decision,3,5:00,13,9,4,0,2,0,0,0,0,0,0,5,3,0,2,2,0,0,0,0,0,0
21045,8,UFC 152 - Jones vs. Belfort,9/22/12,Cub Swanson,Charles Oliveira,win,loss,11002,30300,KO,1,2:40,3,2,1,2,0,7,4,2,2,0,0,2,0,1,0,0,4,0,0,1,1,0
21045,7,UFC 152 - Jones vs. Belfort,9/22/12,Igor Pokrajac,Vinny Magalhaes,loss,win,7621,10709,Submission,2,1:14,7,4,3,3,0,2,0,2,0,2,1,2,1,0,1,2,0,0,0,0,1,1
21045,6,UFC 152 - Jones vs. Belfort,9/22/12,T.J. Grant,Evan Dunham,win,loss,15906,22038,Decision,3,5:00,8,5,3,2,0,8,6,2,2,0,0,1,3,0,0,3,1,2,3,0,1,1
21045,5,UFC 152 - Jones vs. Belfort,9/22/12,Lance Benoist,Sean Pierson,loss,win,59764,573,Decision,3,5:00,2,1,1,0,1,4,2,2,1,0,0,0,1,0,0,1,0,0,2,0,1,1
21045,4,UFC 152 - Jones vs. Belfort,9/22/12,Jim Hettes,Marcus Brimage,loss,win,48046,21618,Decision,3,5:00,2,2,0,2,0,2,2,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0
21045,3,UFC 152 - Jones vs. Belfort,9/22/12,Simeon Thoresen,Seth Baczynski,loss,win,19977,13827,KO,1,4:10,1,1,0,1,0,4,3,1,3,0,1,0,0,0,0,0,2,0,1,0,0,1
21045,2,UFC 152 - Jones vs. Belfort,9/22/12,Walel Watson,Mitch Gagnon,loss,win,36403,37404,Submission,1,1:09,3,1,2,0,2,1,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,0
21045,1,UFC 152 - Jones vs. Belfort,9/22/12,Charlie Brenneman,Kyle Noke,loss,win,23403,7632,TKO,1,0:45,7,4,3,0,1,5,3,2,0,2,0,0,4,1,2,0,2,1,0,1,0,1
22725,11,UFC on Fuel TV 5 - Struve vs. Miocic,9/29/12,Stefan Struve,Stipe Miocic,win,loss,15063,39537,TKO,2,3:50,11,8,3,3,0,3,3,0,3,0,4,3,1,0,3,0,0,2,1,0,0,0
22725,10,UFC on Fuel TV 5 - Struve vs. Miocic,9/29/12,Amir Sadollah,Dan Hardy,loss,win,34071,10629,Decision,3,5:00,9,6,3,1,0,9,5,4,1,0,2,0,4,0,1,2,0,2,3,1,1,2
22725,9,UFC on Fuel TV 5 - Struve vs. Miocic,9/29/12,Yves Jabouin,Brad Pickett,loss,win,1693,11743,KO,1,3:40,4,3,1,3,0,2,1,1,1,0,0,0,3,1,0,0,1,0,0,1,0,0
22725,8,UFC on Fuel TV 5 - Struve vs. Miocic,9/29/12,Matt Wiman,Paul Sass,win,loss,12236,23531,Submission,1,3:48,12,8,4,1,0,3,3,0,3,0,1,2,4,0,1,3,3,0,0,0,0,0
22725,7,UFC on Fuel TV 5 - Struve vs. Miocic,9/29/12,John Hathaway,John Maguire,win,loss,16704,15574,Decision,3,5:00,7,6,1,2,0,2,2,0,2,0,0,1,5,0,0,1,1,0,1,0,0,0
22725,6,UFC on Fuel TV 5 - Struve vs. Miocic,9/29/12,Che Mills,Duane Ludwig,win,loss,8800,101,TKO,1,2:28,2,1,1,0,1,8,4,4,0,2,0,1,0,0,1,0,0,1,3,1,2,0
22725,5,UFC on Fuel TV 5 - Struve vs. Miocic,9/29/12,Kyle Kingsbury,Jimi Manuwa,loss,win,16558,37528,TKO,2,5:00,7,4,3,0,2,0,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0
22725,4,UFC on Fuel TV 5 - Struve vs. Miocic,9/29/12,Andy Ogle,Akira Corassani,loss,win,42659,22641,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22725,3,UFC on Fuel TV 5 - Struve vs. Miocic,9/29/12,Brad Tavares,Tom Watson,win,loss,33095,15179,Decision,3,5:00,4,3,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0
22725,2,UFC on Fuel TV 5 - Struve vs. Miocic,9/29/12,Gunnar Nelson,DaMarques Johnson,win,loss,25246,12913,Submission,1,3:34,0,0,0,0,0,9,4,5,0,2,0,0,0,0,0,0,2,2,0,3,2,0
22725,1,UFC on Fuel TV 5 - Struve vs. Miocic,9/29/12,Robbie Peralta,Jason Young,win,loss,21339,17758,KO,1,0:23,2,1,0,0,0,3,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,2
22541,10,UFC on FX 5 - Browne vs. Bigfoot,10/5/12,Antonio Silva,Travis Browne,win,loss,12354,16785,TKO,1,3:27,1,0,1,0,1,5,4,0,3,0,0,0,0,0,1,0,1,2,1,0,0,0
22541,9,UFC on FX 5 - Browne vs. Bigfoot,10/5/12,Jay Hieron,Jake Ellenberger,loss,win,9267,13068,Decision,3,5:00,2,0,2,0,2,8,6,2,0,1,0,0,0,0,2,0,0,4,2,0,1,1
22541,8,UFC on FX 5 - Browne vs. Bigfoot,10/5/12,Jussier da Silva,John Dodson,loss,win,36939,11660,TKO,2,4:35,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0
22541,7,UFC on FX 5 - Browne vs. Bigfoot,10/5/12,Justin Edwards,Josh Neer,win,loss,37452,9179,Technical,1,0:45,3,1,2,0,1,13,6,7,0,1,0,0,1,0,0,2,2,1,2,1,1,4
22541,6,UFC on FX 5 - Browne vs. Bigfoot,10/5/12,Danny Castillo,Michael Johnson,loss,win,26070,68788,KO,2,1:06,5,4,1,3,0,5,3,2,2,0,0,1,3,0,0,1,0,1,2,1,0,1
22541,5,UFC on FX 5 - Browne vs. Bigfoot,10/5/12,Mike Pierce,Aaron Simpson,win,loss,25415,24986,KO,2,0:29,9,6,3,1,0,10,7,3,1,0,1,1,4,0,0,3,0,2,5,0,1,2
22541,4,UFC on FX 5 - Browne vs. Bigfoot,10/5/12,Marcus LeVesseur,Carlo Prater,win,loss,23538,6767,Decision,3,5:00,1,0,1,0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
22541,3,UFC on FX 5 - Browne vs. Bigfoot,10/5/12,Shane Roller,Jacob Volkmann,loss,win,24540,24765,Submission,1,2:38,5,2,3,1,0,8,5,3,0,1,0,1,1,0,1,1,0,0,5,2,0,1
22541,2,UFC on FX 5 - Browne vs. Bigfoot,10/5/12,Diego Nunes,Bart Palaszewski,win,loss,25981,3496,Decision,3,5:00,4,2,2,0,1,2,1,1,0,1,0,0,2,0,0,2,0,1,0,0,0,1
22541,1,UFC on FX 5 - Browne vs. Bigfoot,10/5/12,Darren Uyenoyama,Phil Harris,win,loss,4679,8753,Submission,2,3:38,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23527,12,UFC 153 - Silva vs. Bonnar,10/13/12,Stephan Bonnar,Anderson Silva,loss,win,3014,1356,TKO,1,4:40,14,8,6,3,0,15,15,0,15,0,2,2,4,0,1,5,3,10,2,0,0,0
23527,11,UFC 153 - Silva vs. Bonnar,10/13/12,Dave Herman,Antonio Rodrigo Nogueira,loss,win,19720,1440,Submission,2,4:31,3,1,2,0,2,7,4,3,0,1,0,1,0,0,2,0,1,1,2,0,2,0
23527,10,UFC 153 - Silva vs. Bonnar,10/13/12,Fabio Maldonado,Glover Teixeira,loss,win,16426,4655,TKO,2,5:00,3,1,2,0,2,1,1,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0
23527,9,UFC 153 - Silva vs. Bonnar,10/13/12,Jon Fitch,Erick Silva,win,loss,4865,15009,Decision,3,5:00,16,13,2,0,1,3,2,1,1,0,3,1,9,0,1,1,1,1,0,0,0,0
23527,8,UFC 153 - Silva vs. Bonnar,10/13/12,Phil Davis,Wagner Prado,win,loss,27802,53134,Submission,2,4:29,7,5,1,0,0,1,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0
23527,7,UFC 153 - Silva vs. Bonnar,10/13/12,Demian Maia,Rick Story,win,loss,14637,25989,Submission,1,2:30,14,10,4,1,0,10,7,3,1,0,4,1,4,0,1,3,1,1,5,0,0,3
23527,6,UFC 153 - Silva vs. Bonnar,10/13/12,Sam Sicilia,Rony Mariano Bezerra,loss,win,53205,38190,TKO,2,4:16,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23527,5,UFC 153 - Silva vs. Bonnar,10/13/12,Gleison Tibau,Francisco Trinaldo,win,loss,5993,31103,Decision,3,5:00,16,10,6,0,1,1,1,0,1,0,3,1,6,1,1,4,0,1,0,0,0,0
23527,4,UFC 153 - Silva vs. Bonnar,10/13/12,Diego Brandao,Joey Gambino,win,loss,25097,55503,Decision,3,5:00,2,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
23527,3,UFC 153 - Silva vs. Bonnar,10/13/12,Renee Forte,Sergio Moraes,loss,win,37684,21343,Submission,3,3:10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23527,2,UFC 153 - Silva vs. Bonnar,10/13/12,Luiz Cane,Chris Camozzi,loss,win,17559,17224,Decision,3,5:00,8,4,4,0,1,6,4,2,2,0,0,3,1,0,3,0,1,1,2,1,0,1
23527,1,UFC 153 - Silva vs. Bonnar,10/13/12,Reza Madadi,Cristiano Marcello,loss,win,18921,3530,Decision,3,5:00,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
23437,9,UFC on Fuel TV 6 - Franklin vs. Le,11/10/12,Cung Le,Rich Franklin,win,loss,14883,392,KO,1,2:17,2,1,1,1,0,19,14,5,1,0,0,0,1,0,1,0,1,9,4,0,3,2
23437,8,UFC on Fuel TV 6 - Franklin vs. Le,11/10/12,Stanislav Nedkov,Thiago Silva,NC,NC,27115,14396,No,3,1:45,1,1,0,1,0,9,5,3,0,1,0,1,0,0,0,0,1,4,0,0,1,2
23437,7,UFC on Fuel TV 6 - Franklin vs. Le,11/10/12,Paulo Thiago,Dong Hyun Kim,loss,win,13336,16374,Decision,3,5:00,8,4,4,0,1,9,6,2,0,1,0,1,2,0,1,3,0,1,5,0,2,0
23437,6,UFC on Fuel TV 6 - Franklin vs. Le,11/10/12,Mac Danzig,Takanori Gomi,loss,win,3396,425,Decision,3,5:00,10,5,5,1,0,5,2,3,1,0,2,1,2,1,0,3,0,2,0,3,0,0
23437,5,UFC on Fuel TV 6 - Franklin vs. Le,11/10/12,Tiequan Zhang,Jon Tuck,loss,win,16984,45108,Decision,3,5:00,3,1,2,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
23437,4,UFC on Fuel TV 6 - Franklin vs. Le,11/10/12,Jeff Hougland,Takeya Mizugaki,loss,win,4870,12074,Decision,3,5:00,2,1,1,0,1,4,2,2,0,1,0,0,1,0,0,1,0,1,1,0,0,2
23437,3,UFC on Fuel TV 6 - Franklin vs. Le,11/10/12,Motonobu Tezuka,Alex Caceres,loss,win,19390,41586,Decision,3,5:00,0,0,0,0,0,5,2,3,1,0,0,0,0,0,0,0,1,0,1,2,0,1
23437,2,UFC on Fuel TV 6 - Franklin vs. Le,11/10/12,Yasuhiro Urushitani,John Lineker,loss,win,1349,41906,Decision,3,5:00,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23437,1,UFC on Fuel TV 6 - Franklin vs. Le,11/10/12,Tom DeBlass,Riki Fukuda,loss,win,29744,10229,Decision,3,5:00,1,0,1,0,1,3,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,2
21047,12,UFC 154 - St. Pierre vs. Condit,11/17/12,Carlos Condit,Georges St. Pierre,loss,win,6765,3500,Decision,5,5:00,6,5,1,5,0,18,16,2,9,0,0,3,2,0,0,1,2,5,9,1,1,0
21047,11,UFC 154 - St. Pierre vs. Condit,11/17/12,Martin Kampmann,Johny Hendricks,loss,win,5344,24539,KO,1,0:46,15,11,4,3,0,9,8,1,4,0,5,2,4,0,2,2,0,4,4,0,0,1
21047,10,UFC 154 - St. Pierre vs. Condit,11/17/12,Francis Carmont,Tom Lawlor,win,loss,9798,21940,Decision,3,5:00,3,3,0,3,0,7,4,3,1,0,2,0,1,0,0,0,0,1,2,1,0,1
21047,9,UFC 154 - St. Pierre vs. Condit,11/17/12,Rafael dos Anjos,Mark Bocek,win,loss,11675,9781,Decision,3,5:00,10,6,4,2,0,11,7,4,2,0,2,1,3,1,1,2,4,0,3,1,1,2
21047,8,UFC 154 - St. Pierre vs. Condit,11/17/12,Pablo Garza,Mark Hominick,win,loss,35448,4728,Decision,3,5:00,4,2,2,0,2,6,3,3,0,3,1,1,0,1,0,1,1,1,1,0,1,2
21047,7,UFC 154 - St. Pierre vs. Condit,11/17/12,Alessio Sakara,Patrick Cote,loss,win,5366,6612,DQ,1,1:26,13,6,6,0,2,12,4,8,0,4,0,4,2,1,4,1,0,2,2,3,1,4
21047,6,UFC 154 - St. Pierre vs. Condit,11/17/12,Chad Griggs,Cyrille Diabate,loss,win,15932,2191,Submission,1,2:44,1,0,1,0,1,5,3,2,1,0,0,0,0,1,0,0,0,1,2,2,0,0
21047,5,UFC 154 - St. Pierre vs. Condit,11/17/12,Sam Stout,John Makdessi,loss,win,9901,37402,Decision,3,5:00,13,7,6,1,0,4,2,2,0,2,0,1,6,1,0,5,0,1,1,1,0,1
21047,4,UFC 154 - St. Pierre vs. Condit,11/17/12,Rodrigo Damm,Antonio Carvalho,loss,win,11507,5346,Decision,3,5:00,1,1,0,1,0,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
21047,3,UFC 154 - St. Pierre vs. Condit,11/17/12,Matt Riddle,John Maguire,win,loss,34072,15574,Decision,3,5:00,10,6,3,0,0,3,2,1,0,1,0,1,4,0,1,2,1,0,1,0,0,1
21047,2,UFC 154 - St. Pierre vs. Condit,11/17/12,Azamat Gashimov,Ivan Menjivar,loss,win,71175,993,Submission,1,2:44,0,0,0,0,0,5,3,2,0,1,0,0,0,0,0,0,1,1,1,0,0,2
21047,1,UFC 154 - St. Pierre vs. Condit,11/17/12,Darren Elkins,Steven Siler,win,loss,22094,22537,Decision,3,5:00,5,4,1,3,0,3,3,0,3,0,0,1,3,1,0,0,1,0,2,0,0,0
23169,11,UFC on Fox 5 - Henderson vs. Diaz,12/8/12,Nate Diaz,Benson Henderson,loss,win,11451,20548,Decision,5,5:00,16,11,5,3,0,5,5,0,5,0,7,1,2,0,0,5,0,0,5,0,0,0
23169,10,UFC on Fox 5 - Henderson vs. Diaz,12/8/12,Alexander Gustafsson,Mauricio Rua,win,loss,26162,5707,Decision,3,5:00,7,6,1,5,0,9,5,4,1,0,2,3,1,1,0,0,0,5,0,1,1,2
23169,9,UFC on Fox 5 - Henderson vs. Diaz,12/8/12,B.J. Penn,Rory MacDonald,loss,win,1307,14018,Decision,3,5:00,21,12,7,0,1,5,4,1,3,0,4,7,1,0,2,5,1,2,1,0,1,0
23169,8,UFC on Fox 5 - Henderson vs. Diaz,12/8/12,Mike Swick,Matt Brown,loss,win,5199,14310,KO,2,2:31,13,10,3,1,0,13,8,5,3,0,2,5,3,0,0,2,1,5,2,4,0,1
23169,7,UFC on Fox 5 - Henderson vs. Diaz,12/8/12,Yves Edwards,Jeremy Stephens,win,loss,344,12179,KO,1,1:55,15,9,6,0,1,14,7,7,0,2,1,4,3,1,2,3,0,4,3,2,0,5
23169,6,UFC on Fox 5 - Henderson vs. Diaz,12/8/12,Raphael Assuncao,Mike Easton,win,loss,9574,9626,Decision,3,5:00,3,2,1,2,0,3,3,0,3,0,0,1,1,0,1,0,0,1,2,0,0,0
23169,5,UFC on Fox 5 - Henderson vs. Diaz,12/8/12,Ramsey Nijem,Joe Proctor,win,loss,36963,46307,Decision,3,5:00,3,2,1,2,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
23169,4,UFC on Fox 5 - Henderson vs. Diaz,12/8/12,Daron Cruickshank,Henry Martinez,win,loss,53717,13237,KO,2,2:57,1,1,0,1,0,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
23169,3,UFC on Fox 5 - Henderson vs. Diaz,12/8/12,Marcus LeVesseur,Abel Trujillo,loss,win,23538,17129,TKO,2,3:56,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
23169,2,UFC on Fox 5 - Henderson vs. Diaz,12/8/12,Dennis Siver,Nam Phan,win,loss,9817,5778,Decision,3,5:00,14,9,5,1,0,5,2,3,1,0,2,3,4,2,1,2,0,0,2,0,0,3
23169,1,UFC on Fox 5 - Henderson vs. Diaz,12/8/12,Scott Jorgensen,John Albert,win,loss,16852,43796,Submission,1,4:59,4,2,2,0,2,3,1,2,0,2,0,1,1,0,1,1,0,1,0,1,0,0
24707,10,UFC on FX 6 - Sotiropoulos vs. Pearson,12/15/12,George Sotiropoulos,Ross Pearson,loss,win,11702,11884,TKO,3,0:41,9,7,2,0,2,8,5,3,0,1,4,1,2,0,1,1,0,1,4,1,1,1
24707,9,UFC on FX 6 - Sotiropoulos vs. Pearson,12/15/12,Bradley Scott,Robert Whittaker,loss,win,44442,45132,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24707,8,UFC on FX 6 - Sotiropoulos vs. Pearson,12/15/12,Colin Fletcher,Norman Parke,loss,win,34621,47549,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24707,7,UFC on FX 6 - Sotiropoulos vs. Pearson,12/15/12,Rousimar Palhares,Hector Lombard,loss,win,16286,11292,KO,1,3:38,10,7,3,0,1,1,0,1,0,1,5,0,2,0,2,1,0,0,0,0,0,1
24707,6,UFC on FX 6 - Sotiropoulos vs. Pearson,12/15/12,Yaotzin Meza,Chad Mendes,loss,win,15937,38393,KO,1,1:55,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0
24707,5,UFC on FX 6 - Sotiropoulos vs. Pearson,12/15/12,Joey Beltran,Igor Pokrajac,NC,NC,21219,7621,NC,3,5:00,8,3,5,0,3,8,4,4,0,1,0,2,1,0,1,4,1,2,1,1,1,2
24707,4,UFC on FX 6 - Sotiropoulos vs. Pearson,12/15/12,Mike Pierce,Seth Baczynski,win,loss,25415,13827,Decision,3,5:00,10,7,3,2,0,5,4,1,4,0,1,2,4,0,0,3,2,1,1,0,0,1
24707,3,UFC on FX 6 - Sotiropoulos vs. Pearson,12/15/12,Manuel Rodriguez,Ben Alloway,loss,win,46484,60790,KO,1,4:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24707,2,UFC on FX 6 - Sotiropoulos vs. Pearson,12/15/12,Mike Wilkinson,Brendan Loughnane,win,loss,50586,44417,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24707,1,UFC on FX 6 - Sotiropoulos vs. Pearson,12/15/12,Cody Donovan,Nick Penner,win,loss,22304,23736,KO,1,4:35,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24719,11,UFC - The Ultimate Fighter 16 Finale,12/15/12,Roy Nelson,Matt Mitrione,win,loss,10249,49519,TKO,1,2:58,7,4,3,1,0,6,5,1,0,1,0,4,0,0,0,3,0,4,1,0,0,1
24719,10,UFC - The Ultimate Fighter 16 Finale,12/15/12,Mike Ricci,Colton Smith,loss,win,33532,63163,Decision,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24719,9,UFC - The Ultimate Fighter 16 Finale,12/15/12,Pat Barry,Shane del Rosario,win,loss,33342,17393,KO,2,0:26,9,4,5,0,1,1,0,1,0,1,0,3,1,3,2,0,0,0,0,0,1,0
24719,8,UFC - The Ultimate Fighter 16 Finale,12/15/12,Dustin Poirier,Jonathan Brookins,win,loss,50529,17316,Submission,1,4:15,5,4,1,0,1,4,2,2,0,1,2,0,2,0,0,0,0,1,1,1,0,1
24719,7,UFC - The Ultimate Fighter 16 Finale,12/15/12,Mike Pyle,James Head,win,loss,4577,23253,TKO,1,1:55,9,6,3,2,0,3,2,1,2,0,1,2,2,1,2,0,1,0,1,1,0,0
24719,6,UFC - The Ultimate Fighter 16 Finale,12/15/12,Johnny Bedford,Marcos Vinicius Borges Pancini,win,loss,19717,51728,KO,2,1:00,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
24719,5,UFC - The Ultimate Fighter 16 Finale,12/15/12,Vinc Pichel,Rustam Khabilov,loss,win,57848,45417,KO,1,2:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24719,4,UFC - The Ultimate Fighter 16 Finale,12/15/12,Nick Catone,T.J. Waldburger,loss,win,23006,15125,Technical,2,1:04,6,3,3,0,1,5,3,2,0,1,1,0,2,1,1,1,2,0,1,0,1,1
24719,3,UFC - The Ultimate Fighter 16 Finale,12/15/12,Hugo Viana,Reuben Duran,win,loss,65456,26602,KO,1,4:05,1,1,0,1,0,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
24719,2,UFC - The Ultimate Fighter 16 Finale,12/15/12,John Cofer,Mike Rio,loss,win,33523,54833,Submission,3,4:11,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24719,1,UFC - The Ultimate Fighter 16 Finale,12/15/12,Tim Elliott,Jared Papazian,win,loss,49213,33531,Decision,3,5:00,1,0,1,0,1,2,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,1
24185,12,UFC 155 - Dos Santos vs. Velasquez 2,12/29/12,Junior dos Santos,Cain Velasquez,loss,win,17272,19102,Decision,5,5:00,9,9,0,9,0,9,8,1,1,0,1,6,2,0,0,0,0,7,1,0,1,0
24185,11,UFC 155 - Dos Santos vs. Velasquez 2,12/29/12,Joe Lauzon,Jim Miller,loss,win,4923,14463,Decision,3,5:00,13,9,4,1,0,13,10,3,0,1,7,2,0,1,2,1,4,2,4,1,0,2
24185,10,UFC 155 - Dos Santos vs. Velasquez 2,12/29/12,Tim Boetsch,Costas Philippou,loss,win,19544,32432,TKO,3,2:11,10,7,3,4,0,5,4,1,4,0,0,3,4,1,1,1,0,1,3,0,0,1
24185,9,UFC 155 - Dos Santos vs. Velasquez 2,12/29/12,Alan Belcher,Yushin Okami,loss,win,10967,5569,Decision,3,5:00,13,9,4,4,0,15,11,4,1,0,4,4,1,1,1,2,1,4,6,0,2,2
24185,8,UFC 155 - Dos Santos vs. Velasquez 2,12/29/12,Chris Leben,Derek Brunson,loss,win,6258,68494,Decision,3,5:00,19,12,7,0,1,0,0,0,0,0,2,7,3,1,3,2,0,0,0,0,0,0
24185,7,UFC 155 - Dos Santos vs. Velasquez 2,12/29/12,Brad Pickett,Eddie Wineland,loss,win,11743,4173,Decision,3,5:00,3,2,1,2,0,3,1,2,1,0,1,1,0,1,0,0,0,1,0,0,0,2
24185,6,UFC 155 - Dos Santos vs. Velasquez 2,12/29/12,Erik Perez,Byron Bloodworth,win,loss,35509,17355,TKO,1,3:50,2,2,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
