eid,mid,event_name,event_date,f1name,f2name,f1result,f2result,f1fid,f2fid,method,round,time
5297,7,UFC 74 - Respect,8/25/07,Roger Huerta,Alberto Crane,win,loss,10089,4767,TKO,3,1:50
5297,6,UFC 74 - Respect,8/25/07,Joe Stevenson,Kurt Pellegrino,win,loss,65,4153,Decision,3,5:00
5297,5,UFC 74 - Respect,8/25/07,Patrick Cote,Kendall Grove,win,loss,6612,10126,TKO,1,4:45
5297,4,UFC 74 - Respect,8/25/07,Renato Sobral,David Heath,win,loss,274,11483,Submission,2,3:30
5297,3,UFC 74 - Respect,8/25/07,Frank Mir,Antoni Hardonk,win,loss,2329,1518,Submission,1,1:17
5297,2,UFC 74 - Respect,8/25/07,Thales Leites,Ryan Jensen,win,loss,8593,662,Submission,1,3:47
5297,1,UFC 74 - Respect,8/25/07,Clay Guida,Marcus Aurelio,win,loss,8184,4833,Decision,3,5:00
5298,9,UFC 75 - Champion vs. Champion,9/8/07,Quinton Jackson,Dan Henderson,win,loss,348,195,Decision,5,5:00
5298,8,UFC 75 - Champion vs. Champion,9/8/07,Michael Bisping,Matt Hamill,win,loss,10196,16695,Decision,3,5:00
5298,7,UFC 75 - Champion vs. Champion,9/8/07,Cheick Kongo,Mirko Filipovic,win,loss,2193,2326,Decision,3,5:00
5298,6,UFC 75 - Champion vs. Champion,9/8/07,Marcus Davis,Paul Taylor,win,loss,8592,6326,Submission,1,4:14
5298,5,UFC 75 - Champion vs. Champion,9/8/07,Houston Alexander,Alessio Sakara,win,loss,2352,5366,TKO,1,1:01
5298,4,UFC 75 - Champion vs. Champion,9/8/07,Gleison Tibau,Terry Etim,win,loss,5993,13332,Decision,3,5:00
5298,3,UFC 75 - Champion vs. Champion,9/8/07,Thiago Silva,Tomasz Drwal,win,loss,14396,10047,TKO,2,4:23
5298,2,UFC 75 - Champion vs. Champion,9/8/07,Dennis Siver,Naoyuki Kotani,win,loss,9817,393,KO,2,2:04
5298,1,UFC 75 - Champion vs. Champion,9/8/07,Jess Liaudin,Anthony Torres,win,loss,3368,1884,TKO,1,4:10
5454,9,UFC Fight Night 11 - Thomas vs. Florian,9/19/07,Kenny Florian,Din Thomas,win,loss,8021,1301,Submission,1,4:31
5454,8,UFC Fight Night 11 - Thomas vs. Florian,9/19/07,Chris Leben,Terry Martin,win,loss,6258,7202,KO,3,3:56
5454,7,UFC Fight Night 11 - Thomas vs. Florian,9/19/07,Nate Diaz,Junior Assuncao,win,loss,11451,10380,Submission,1,4:10
5454,6,UFC Fight Night 11 - Thomas vs. Florian,9/19/07,Nate Quarry,Pete Sell,win,loss,2383,7795,KO,3,0:44
5454,5,UFC Fight Night 11 - Thomas vs. Florian,9/19/07,Luke Cummo,Edilberto de Oliveira,win,loss,6428,11907,TKO,1,1:45
5454,4,UFC Fight Night 11 - Thomas vs. Florian,9/19/07,Cole Miller,Leonard Garcia,win,loss,13133,2815,Decision,3,5:00
5454,3,UFC Fight Night 11 - Thomas vs. Florian,9/19/07,Gray Maynard,Joe Veres,win,loss,15835,7329,KO,1,0:09
5454,2,UFC Fight Night 11 - Thomas vs. Florian,9/19/07,Thiago Alves,Kuniyoshi Hironaka,win,loss,5998,2575,TKO,2,4:04
5454,1,UFC Fight Night 11 - Thomas vs. Florian,9/19/07,Dustin Hazelett,Jonathan Goulet,win,loss,11481,4120,Submission,1,1:14
5417,9,UFC 76 - Knockout,9/22/07,Keith Jardine,Chuck Liddell,win,loss,2638,192,Decision,3,5:00
5417,8,UFC 76 - Knockout,9/22/07,Forrest Griffin,Mauricio Rua,win,loss,3526,5707,Submission,3,4:45
5417,7,UFC 76 - Knockout,9/22/07,Jon Fitch,Diego Sanchez,win,loss,4865,4824,Decision,3,5:00
5417,6,UFC 76 - Knockout,9/22/07,Lyoto Machida,Kazuhiro Nakamura,win,loss,7513,6943,Decision,3,5:00
5417,5,UFC 76 - Knockout,9/22/07,Tyson Griffin,Thiago Tavares,win,loss,11689,4647,Decision,3,5:00
5417,4,UFC 76 - Knockout,9/22/07,Rich Clementi,Anthony Johnson,win,loss,1046,17662,Submission,2,3:05
5417,3,UFC 76 - Knockout,9/22/07,Jeremy Stephens,Diego Saraiva,win,loss,12179,9534,Decision,3,5:00
5417,2,UFC 76 - Knockout,9/22/07,Christian Wellisch,Scott Junk,win,loss,3328,12943,Submission,1,3:19
5417,1,UFC 76 - Knockout,9/22/07,Matt Wiman,Michihiro Omigawa,win,loss,12236,13005,Decision,3,5:00
5482,9,UFC 77 - Hostile Territory,10/20/07,Anderson Silva,Rich Franklin,win,loss,1356,392,TKO,2,1:07
5482,8,UFC 77 - Hostile Territory,10/20/07,Tim Sylvia,Brandon Vera,win,loss,1061,4886,Decision,3,5:00
5482,7,UFC 77 - Hostile Territory,10/20/07,Alvin Robinson,Jorge Gurgel,win,loss,12212,4025,Decision,3,5:00
5482,6,UFC 77 - Hostile Territory,10/20/07,Stephan Bonnar,Eric Schafer,win,loss,3014,13275,TKO,2,2:47
5482,5,UFC 77 - Hostile Territory,10/20/07,Alan Belcher,Kalib Starnes,win,loss,10967,8095,TKO,2,1:39
5482,4,UFC 77 - Hostile Territory,10/20/07,Yushin Okami,Jason MacDonald,win,loss,5569,4389,Decision,3,5:00
5482,3,UFC 77 - Hostile Territory,10/20/07,Demian Maia,Ryan Jensen,win,loss,14637,662,Submission,1,2:40
5482,2,UFC 77 - Hostile Territory,10/20/07,Joshua Burkman,Forrest Petz,win,loss,10003,4411,Decision,3,5:00
5482,1,UFC 77 - Hostile Territory,10/20/07,Matt Grice,Jason Black,win,loss,14539,1042,Decision,3,5:00
5708,9,UFC 78 - Validation,11/17/07,Rashad Evans,Michael Bisping,win,loss,10200,10196,Decision,3,5:00
5708,8,UFC 78 - Validation,11/17/07,Thiago Silva,Houston Alexander,win,loss,14396,2352,TKO,1,3:25
5708,7,UFC 78 - Validation,11/17/07,Karo Parisyan,Ryo Chonan,win,loss,5153,1831,Decision,3,5:00
5708,6,UFC 78 - Validation,11/17/07,Ed Herman,Joe Doerksen,win,loss,6561,390,KO,3,0:39
5708,5,UFC 78 - Validation,11/17/07,Frankie Edgar,Spencer Fisher,win,loss,14204,5118,Decision,3,5:00
5708,4,UFC 78 - Validation,11/17/07,Thiago Alves,Chris Lytle,win,loss,5998,267,TKO,2,5:00
5708,3,UFC 78 - Validation,11/17/07,Joe Lauzon,Jason Reinhardt,win,loss,4923,2347,Submission,1,1:14
5708,2,UFC 78 - Validation,11/17/07,Marcus Aurelio,Luke Caudillo,win,loss,4833,7406,TKO,1,4:29
5708,1,UFC 78 - Validation,11/17/07,Akihiro Gono,Tamdan McCrory,win,loss,1217,16470,Submission,2,3:19
5459,9,UFC - The Ultimate Fighter 6 Finale,12/8/07,Roger Huerta,Clay Guida,win,loss,10089,8184,Submission,3,0:31
5459,8,UFC - The Ultimate Fighter 6 Finale,12/8/07,Mac Danzig,Tom Speer,win,loss,3396,16635,Submission,1,2:01
5459,7,UFC - The Ultimate Fighter 6 Finale,12/8/07,War Machine,Jared Rollins,win,loss,10999,5781,TKO,3,2:01
5459,6,UFC - The Ultimate Fighter 6 Finale,12/8/07,George Sotiropoulos,Billy Miles,win,loss,11702,8845,Submission,1,1:36
5459,5,UFC - The Ultimate Fighter 6 Finale,12/8/07,Ben Saunders,Daniel Barrera,win,loss,10339,23762,Decision,3,5:00
5459,4,UFC - The Ultimate Fighter 6 Finale,12/8/07,Troy Mandaloniz,Richie Hightower,win,loss,12096,10346,TKO,1,4:20
5459,3,UFC - The Ultimate Fighter 6 Finale,12/8/07,Matt Arroyo,John Kolosci,win,loss,19456,9062,Submission,1,4:42
5459,2,UFC - The Ultimate Fighter 6 Finale,12/8/07,Roman Mitichyan,Dorian Price,win,loss,6525,9786,Submission,1,0:23
5459,1,UFC - The Ultimate Fighter 6 Finale,12/8/07,Jonathan Goulet,Paul Georgieff,win,loss,4120,11408,Technical,1,4:42
5458,10,UFC 79 - Nemesis,12/29/07,Georges St. Pierre,Matt Hughes,win,loss,3500,232,Submission,2,4:54
5458,9,UFC 79 - Nemesis,12/29/07,Chuck Liddell,Wanderlei Silva,win,loss,192,209,Decision,3,5:00
5458,8,UFC 79 - Nemesis,12/29/07,Eddie Sanchez,Soa Palelei,win,loss,12098,9680,TKO,3,3:24
5458,7,UFC 79 - Nemesis,12/29/07,Lyoto Machida,Rameau Thierry Sokoudjou,win,loss,7513,17010,Submission,2,4:20
5458,6,UFC 79 - Nemesis,12/29/07,Rich Clementi,Melvin Guillard,win,loss,1046,7431,Submission,1,4:40
5458,5,UFC 79 - Nemesis,12/29/07,James Irvin,Luiz Cane,win,loss,7780,17559,DQ,1,1:51
5458,4,UFC 79 - Nemesis,12/29/07,Manny Gamburyan,Nate Mohr,win,loss,5185,8396,Submission,1,1:31
5458,3,UFC 79 - Nemesis,12/29/07,Dean Lister,Jordan Radev,win,loss,338,5925,Decision,3,5:00
5458,2,UFC 79 - Nemesis,12/29/07,Roan Carneiro,Tony DeSouza,win,loss,2886,487,TKO,2,3:33
5458,1,UFC 79 - Nemesis,12/29/07,Mark Bocek,Douglas Evans,win,loss,9781,18184,Decision,3,5:00
5982,9,UFC 80 - Rapid Fire,1/19/08,B.J. Penn,Joe Stevenson,win,loss,1307,65,Submission,2,4:02
5982,8,UFC 80 - Rapid Fire,1/19/08,Fabricio Werdum,Gabriel Gonzaga,win,loss,8390,7306,TKO,2,4:34
5982,7,UFC 80 - Rapid Fire,1/19/08,Marcus Davis,Jess Liaudin,win,loss,8592,3368,KO,1,1:04
5982,6,UFC 80 - Rapid Fire,1/19/08,Wilson Gouveia,Jason Lambert,win,loss,3070,495,KO,2,0:37
5982,5,UFC 80 - Rapid Fire,1/19/08,Jorge Rivera,Kendall Grove,win,loss,2712,10126,KO,1,1:20
5982,4,UFC 80 - Rapid Fire,1/19/08,Antoni Hardonk,Colin Robinson,win,loss,1518,13660,TKO,1,0:17
5982,3,UFC 80 - Rapid Fire,1/19/08,Paul Kelly,Paul Taylor,win,loss,14028,6326,Decision,3,5:00
5982,2,UFC 80 - Rapid Fire,1/19/08,Alessio Sakara,James Lee,win,loss,5366,2224,TKO,1,1:30
5982,1,UFC 80 - Rapid Fire,1/19/08,Sam Stout,Per Eklund,win,loss,9901,3707,Decision,3,5:00
6179,9,UFC Fight Night 12 - Swick vs. Burkman,1/23/08,Mike Swick,Joshua Burkman,win,loss,5199,10003,Decision,3,5:00
6179,8,UFC Fight Night 12 - Swick vs. Burkman,1/23/08,Patrick Cote,Drew McFedries,win,loss,6612,2386,TKO,1,1:44
6179,7,UFC Fight Night 12 - Swick vs. Burkman,1/23/08,Thiago Tavares,Michihiro Omigawa,win,loss,4647,13005,Decision,3,5:00
6179,6,UFC Fight Night 12 - Swick vs. Burkman,1/23/08,Nate Diaz,Alvin Robinson,win,loss,11451,12212,Submission,1,3:39
6179,5,UFC Fight Night 12 - Swick vs. Burkman,1/23/08,Kurt Pellegrino,Alberto Crane,win,loss,4153,4767,TKO,2,1:55
6179,4,UFC Fight Night 12 - Swick vs. Burkman,1/23/08,Gray Maynard,Dennis Siver,win,loss,15835,9817,Decision,3,5:00
6179,3,UFC Fight Night 12 - Swick vs. Burkman,1/23/08,Jeremy Stephens,Cole Miller,win,loss,12179,13133,TKO,2,4:44
6179,2,UFC Fight Night 12 - Swick vs. Burkman,1/23/08,Corey Hill,Joe Veres,win,loss,23864,7329,TKO,2,0:37
6179,1,UFC Fight Night 12 - Swick vs. Burkman,1/23/08,Matt Wiman,Justin Buchholz,win,loss,12236,18062,Submission,1,2:56
6038,9,UFC 81 - Breaking Point,2/2/08,Antonio Rodrigo Nogueira,Tim Sylvia,win,loss,1440,1061,Submission,3,1:28
6038,8,UFC 81 - Breaking Point,2/2/08,Frank Mir,Brock Lesnar,win,loss,2329,17522,Submission,1,1:30
6038,7,UFC 81 - Breaking Point,2/2/08,Nate Marquardt,Jeremy Horn,win,loss,1712,202,Submission,2,1:37
6038,6,UFC 81 - Breaking Point,2/2/08,Ricardo Almeida,Rob Yundt,win,loss,11,16858,Submission,1,1:08
6038,5,UFC 81 - Breaking Point,2/2/08,Tyson Griffin,Gleison Tibau,win,loss,11689,5993,Decision,3,5:00
6038,4,UFC 81 - Breaking Point,2/2/08,Chris Lytle,Kyle Bradley,win,loss,267,7918,TKO,1,0:33
6038,3,UFC 81 - Breaking Point,2/2/08,Tim Boetsch,David Heath,win,loss,19544,11483,TKO,1,4:52
6038,2,UFC 81 - Breaking Point,2/2/08,Marvin Eastman,Terry Martin,win,loss,339,7202,Decision,3,5:00
6038,1,UFC 81 - Breaking Point,2/2/08,Robert Emerson,Keita Nakamura,win,loss,5286,9572,Decision,3,5:00
6039,10,UFC 82 - Pride of a Champion,3/1/08,Anderson Silva,Dan Henderson,win,loss,1356,195,Submission,2,4:52
6039,9,UFC 82 - Pride of a Champion,3/1/08,Heath Herring,Cheick Kongo,win,loss,13,2193,Decision,3,5:00
6039,8,UFC 82 - Pride of a Champion,3/1/08,Chris Leben,Alessio Sakara,win,loss,6258,5366,TKO,1,3:16
6039,7,UFC 82 - Pride of a Champion,3/1/08,Yushin Okami,Evan Tanner,win,loss,5569,212,KO,2,3:00
6039,6,UFC 82 - Pride of a Champion,3/1/08,Jon Fitch,Chris Wilson,win,loss,4865,9281,Decision,3,5:00
6039,5,UFC 82 - Pride of a Champion,3/1/08,Andrei Arlovski,Jake O'Brien,win,loss,270,14892,TKO,2,4:17
6039,4,UFC 82 - Pride of a Champion,3/1/08,Luigi Fioravanti,Luke Cummo,win,loss,12199,6428,Decision,3,5:00
6039,3,UFC 82 - Pride of a Champion,3/1/08,Josh Koscheck,Dustin Hazelett,win,loss,9418,11481,TKO,2,1:24
6039,2,UFC 82 - Pride of a Champion,3/1/08,Diego Sanchez,David Bielkheden,win,loss,4824,3863,Submission,1,4:43
6039,1,UFC 82 - Pride of a Champion,3/1/08,Jorge Gurgel,John Halverson,win,loss,4025,7407,Decision,3,5:00
6552,12,UFC Fight Night 13 - Florian vs. Lauzon,4/2/08,Kenny Florian,Joe Lauzon,win,loss,8021,4923,TKO,2,3:28
6552,11,UFC Fight Night 13 - Florian vs. Lauzon,4/2/08,Gray Maynard,Frankie Edgar,win,loss,15835,14204,Decision,3,5:00
6552,10,UFC Fight Night 13 - Florian vs. Lauzon,4/2/08,Thiago Alves,Karo Parisyan,win,loss,5998,5153,TKO,2,0:34
6552,9,UFC Fight Night 13 - Florian vs. Lauzon,4/2/08,Matt Hamill,Tim Boetsch,win,loss,16695,19544,TKO,2,1:25
6552,8,UFC Fight Night 13 - Florian vs. Lauzon,4/2/08,Nate Diaz,Kurt Pellegrino,win,loss,11451,4153,Submission,2,3:06
6552,7,UFC Fight Night 13 - Florian vs. Lauzon,4/2/08,James Irvin,Houston Alexander,win,loss,7780,2352,KO,1,0:08
6552,6,UFC Fight Night 13 - Florian vs. Lauzon,4/2/08,Josh Neer,Din Thomas,win,loss,9179,1301,Decision,3,5:00
6552,5,UFC Fight Night 13 - Florian vs. Lauzon,4/2/08,Marcus Aurelio,Ryan Roberts,win,loss,4833,19761,Submission,1,0:16
6552,4,UFC Fight Night 13 - Florian vs. Lauzon,4/2/08,Manny Gamburyan,Jeff Cox,win,loss,5185,9785,Submission,1,1:41
6552,3,UFC Fight Night 13 - Florian vs. Lauzon,4/2/08,Clay Guida,Samy Schiavo,win,loss,8184,4038,TKO,1,4:15
6552,2,UFC Fight Night 13 - Florian vs. Lauzon,4/2/08,George Sotiropoulos,Roman Mitichyan,win,loss,11702,6525,TKO,2,2:24
6552,1,UFC Fight Night 13 - Florian vs. Lauzon,4/2/08,Anthony Johnson,Tom Speer,win,loss,17662,16635,KO,1,0:51
6339,11,UFC 83 - Serra vs. St. Pierre 2,4/19/08,Georges St. Pierre,Matt Serra,win,loss,3500,1305,TKO,2,4:45
6339,10,UFC 83 - Serra vs. St. Pierre 2,4/19/08,Rich Franklin,Travis Lutter,win,loss,392,4586,TKO,2,3:01
6339,9,UFC 83 - Serra vs. St. Pierre 2,4/19/08,Nate Quarry,Kalib Starnes,win,loss,2383,8095,Decision,3,5:00
6339,8,UFC 83 - Serra vs. St. Pierre 2,4/19/08,Michael Bisping,Charles McCarthy,win,loss,10196,7987,TKO,1,5:00
6339,7,UFC 83 - Serra vs. St. Pierre 2,4/19/08,Mac Danzig,Mark Bocek,win,loss,3396,9781,Submission,3,3:48
6339,6,UFC 83 - Serra vs. St. Pierre 2,4/19/08,Jason MacDonald,Joe Doerksen,win,loss,4389,390,TKO,2,0:54
6339,5,UFC 83 - Serra vs. St. Pierre 2,4/19/08,Jason Day,Alan Belcher,win,loss,6811,10967,TKO,1,3:58
6339,4,UFC 83 - Serra vs. St. Pierre 2,4/19/08,Demian Maia,Ed Herman,win,loss,14637,6561,Technical,2,2:27
6339,3,UFC 83 - Serra vs. St. Pierre 2,4/19/08,Rich Clementi,Sam Stout,win,loss,1046,9901,Decision,3,5:00
6339,2,UFC 83 - Serra vs. St. Pierre 2,4/19/08,Cain Velasquez,Brad Morris,win,loss,19102,9024,TKO,1,2:10
6339,1,UFC 83 - Serra vs. St. Pierre 2,4/19/08,Jonathan Goulet,Kuniyoshi Hironaka,win,loss,4120,2575,TKO,2,2:07
6394,8,UFC 84 - Ill Will,5/24/08,Lyoto Machida,Tito Ortiz,win,loss,7513,158,Decision,3,5:00
6394,7,UFC 84 - Ill Will,5/24/08,Thiago Silva,Antonio Mendes,win,loss,14396,7110,Submission,1,2:24
6394,6,UFC 84 - Ill Will,5/24/08,Rousimar Palhares,Ivan Salaverry,win,loss,16286,1351,Submission,1,2:36
6394,5,UFC 84 - Ill Will,5/24/08,Rameau Thierry Sokoudjou,Kazuhiro Nakamura,win,loss,17010,6943,TKO,1,5:00
6394,4,UFC 84 - Ill Will,5/24/08,Rich Clementi,Terry Etim,win,loss,1046,13332,Decision,3,5:00
6394,3,UFC 84 - Ill Will,5/24/08,Yoshiyuki Yoshida,War Machine,win,loss,12073,10999,Technical,1,0:56
6394,2,UFC 84 - Ill Will,5/24/08,Dong Hyun Kim,Jason Tan,win,loss,16374,12369,TKO,3,0:25
6394,1,UFC 84 - Ill Will,5/24/08,Shane Carwin,Christian Wellisch,win,loss,14013,3328,KO,1,0:44
6394,11,UFC 84 - Ill Will,5/24/08,B.J. Penn,Sean Sherk,win,loss,1307,277,TKO,3,5:00
6394,10,UFC 84 - Ill Will,5/24/08,Wanderlei Silva,Keith Jardine,win,loss,209,2638,KO,1,0:36
6394,9,UFC 84 - Ill Will,5/24/08,Goran Reljic,Wilson Gouveia,win,loss,10165,3070,TKO,2,3:15
6778,11,UFC 85 - Bedlam,6/7/08,Thiago Alves,Matt Hughes,win,loss,5998,232,TKO,2,1:02
6778,10,UFC 85 - Bedlam,6/7/08,Michael Bisping,Jason Day,win,loss,10196,6811,TKO,1,3:42
6778,9,UFC 85 - Bedlam,6/7/08,Mike Swick,Marcus Davis,win,loss,5199,8592,Decision,3,5:00
6778,8,UFC 85 - Bedlam,6/7/08,Thales Leites,Nate Marquardt,win,loss,8593,1712,Decision,3,5:00
6778,7,UFC 85 - Bedlam,6/7/08,Fabricio Werdum,Brandon Vera,win,loss,8390,4886,TKO,1,4:40
6778,6,UFC 85 - Bedlam,6/7/08,Martin Kampmann,Jorge Rivera,win,loss,5344,2712,Submission,1,2:44
6778,5,UFC 85 - Bedlam,6/7/08,Matt Wiman,Thiago Tavares,win,loss,12236,4647,KO,2,1:57
6778,4,UFC 85 - Bedlam,6/7/08,Kevin Burns,Roan Carneiro,win,loss,20512,2886,Submission,2,2:53
6778,3,UFC 85 - Bedlam,6/7/08,Luiz Cane,Jason Lambert,win,loss,17559,495,TKO,1,2:07
6778,2,UFC 85 - Bedlam,6/7/08,Paul Taylor,Jess Liaudin,win,loss,6326,3368,Decision,3,5:00
6778,1,UFC 85 - Bedlam,6/7/08,Antoni Hardonk,Eddie Sanchez,win,loss,1518,12098,TKO,2,4:15
6954,10,UFC - The Ultimate Fighter 7 Finale,6/21/08,Kendall Grove,Evan Tanner,win,loss,10126,212,Decision,3,5:00
6954,9,UFC - The Ultimate Fighter 7 Finale,6/21/08,Amir Sadollah,C.B. Dollaway,win,loss,34071,22350,Submission,1,3:02
6954,8,UFC - The Ultimate Fighter 7 Finale,6/21/08,Diego Sanchez,Luigi Fioravanti,win,loss,4824,12199,TKO,3,4:07
6954,7,UFC - The Ultimate Fighter 7 Finale,6/21/08,Spencer Fisher,Jeremy Stephens,win,loss,5118,12179,Decision,3,5:00
6954,6,UFC - The Ultimate Fighter 7 Finale,6/21/08,Matt Riddle,Dante Rivera,win,loss,34072,5746,Decision,3,5:00
6954,5,UFC - The Ultimate Fighter 7 Finale,6/21/08,Dustin Hazelett,Joshua Burkman,win,loss,11481,10003,Submission,2,4:46
6954,4,UFC - The Ultimate Fighter 7 Finale,6/21/08,Drew McFedries,Marvin Eastman,win,loss,2386,339,TKO,1,1:08
6954,3,UFC - The Ultimate Fighter 7 Finale,6/21/08,Matt Brown,Matt Arroyo,win,loss,14310,19456,TKO,2,3:40
6954,2,UFC - The Ultimate Fighter 7 Finale,6/21/08,Dean Lister,Jeremy Horn,win,loss,338,202,Submission,1,3:52
6954,1,UFC - The Ultimate Fighter 7 Finale,6/21/08,Rob Kimmons,Rob Yundt,win,loss,9863,16858,Submission,1,3:58
7021,9,UFC 86 - Jackson vs. Griffin,7/5/08,Forrest Griffin,Quinton Jackson,win,loss,3526,348,Decision,5,5:00
7021,8,UFC 86 - Jackson vs. Griffin,7/5/08,Patrick Cote,Ricardo Almeida,win,loss,6612,11,Decision,3,5:00
7021,7,UFC 86 - Jackson vs. Griffin,7/5/08,Joe Stevenson,Gleison Tibau,win,loss,65,5993,Submission,2,2:57
7021,6,UFC 86 - Jackson vs. Griffin,7/5/08,Josh Koscheck,Chris Lytle,win,loss,9418,267,Decision,3,5:00
7021,5,UFC 86 - Jackson vs. Griffin,7/5/08,Tyson Griffin,Marcus Aurelio,win,loss,11689,4833,Decision,3,5:00
7021,4,UFC 86 - Jackson vs. Griffin,7/5/08,Gabriel Gonzaga,Justin McCully,win,loss,7306,930,Submission,1,1:57
7021,3,UFC 86 - Jackson vs. Griffin,7/5/08,Cole Miller,Jorge Gurgel,win,loss,13133,4025,Submission,3,4:48
7021,2,UFC 86 - Jackson vs. Griffin,7/5/08,Melvin Guillard,Dennis Siver,win,loss,7431,9817,TKO,1,0:36
7021,1,UFC 86 - Jackson vs. Griffin,7/5/08,Justin Buchholz,Corey Hill,win,loss,18062,23864,Submission,2,3:57
7835,11,UFC Fight Night 14 - Silva vs. Irvin,7/19/08,Anderson Silva,James Irvin,win,loss,1356,7780,KO,1,1:01
7835,10,UFC Fight Night 14 - Silva vs. Irvin,7/19/08,Brandon Vera,Reese Andy,win,loss,4886,12692,Decision,3,5:00
7835,9,UFC Fight Night 14 - Silva vs. Irvin,7/19/08,Frankie Edgar,Hermes Franca,win,loss,14204,3068,Decision,3,5:00
7835,8,UFC Fight Night 14 - Silva vs. Irvin,7/19/08,Cain Velasquez,Jake O'Brien,win,loss,19102,14892,TKO,1,2:02
7835,7,UFC Fight Night 14 - Silva vs. Irvin,7/19/08,Kevin Burns,Anthony Johnson,win,loss,20512,17662,TKO,3,3:35
7835,6,UFC Fight Night 14 - Silva vs. Irvin,7/19/08,C.B. Dollaway,Jesse Taylor,win,loss,22350,17389,Submission,1,3:58
7835,5,UFC Fight Night 14 - Silva vs. Irvin,7/19/08,Tim Credeur,Cale Yarbrough,win,loss,1804,34073,TKO,1,1:54
7835,4,UFC Fight Night 14 - Silva vs. Irvin,7/19/08,Rory Markham,Brodie Farber,win,loss,10768,6123,KO,1,1:37
7835,3,UFC Fight Night 14 - Silva vs. Irvin,7/19/08,Nate Loughran,Johnny Rees,win,loss,15626,14891,Submission,1,4:21
7835,2,UFC Fight Night 14 - Silva vs. Irvin,7/19/08,Brad Blackburn,James Giboo,win,loss,2920,14266,TKO,2,2:29
7835,1,UFC Fight Night 14 - Silva vs. Irvin,7/19/08,Shannon Gugerty,Dale Hartt,win,loss,11001,11970,Submission,1,3:33
6779,10,UFC 87 - Seek and Destroy,8/9/08,Georges St. Pierre,Jon Fitch,win,loss,3500,4865,Decision,5,5:00
6779,9,UFC 87 - Seek and Destroy,8/9/08,Brock Lesnar,Heath Herring,win,loss,17522,13,Decision,3,5:00
6779,8,UFC 87 - Seek and Destroy,8/9/08,Robert Emerson,Manny Gamburyan,win,loss,5286,5185,KO,1,0:12
6779,7,UFC 87 - Seek and Destroy,8/9/08,Kenny Florian,Roger Huerta,win,loss,8021,10089,Decision,3,5:00
6779,6,UFC 87 - Seek and Destroy,8/9/08,Demian Maia,Jason MacDonald,win,loss,14637,4389,Submission,3,2:44
6779,5,UFC 87 - Seek and Destroy,8/9/08,Tamdan McCrory,Luke Cummo,win,loss,16470,6428,Decision,3,5:00
6779,4,UFC 87 - Seek and Destroy,8/9/08,Cheick Kongo,Dan Evensen,win,loss,2193,10584,TKO,1,4:55
6779,3,UFC 87 - Seek and Destroy,8/9/08,Jon Jones,Andre Gusmao,win,loss,27944,15806,Decision,3,5:00
6779,2,UFC 87 - Seek and Destroy,8/9/08,Chris Wilson,Steve Bruno,win,loss,9281,4367,Decision,3,5:00
6779,1,UFC 87 - Seek and Destroy,8/9/08,Ben Saunders,Ryan Thomas,win,loss,10339,20224,Submission,2,2:28
7837,9,UFC 88 - Breakthrough,9/6/08,Rashad Evans,Chuck Liddell,win,loss,10200,192,KO,2,1:51
7837,8,UFC 88 - Breakthrough,9/6/08,Rich Franklin,Matt Hamill,win,loss,392,16695,TKO,3,0:39
7837,7,UFC 88 - Breakthrough,9/6/08,Dan Henderson,Rousimar Palhares,win,loss,195,16286,Decision,3,5:00
7837,6,UFC 88 - Breakthrough,9/6/08,Nate Marquardt,Martin Kampmann,win,loss,1712,5344,TKO,1,1:22
7837,5,UFC 88 - Breakthrough,9/6/08,Dong Hyun Kim,Matt Brown,win,loss,16374,14310,Decision,3,5:00
7837,4,UFC 88 - Breakthrough,9/6/08,Kurt Pellegrino,Thiago Tavares,win,loss,4153,4647,Decision,3,5:00
7837,3,UFC 88 - Breakthrough,9/6/08,Tim Boetsch,Michael Patt,win,loss,19544,3506,TKO,1,2:03
7837,2,UFC 88 - Breakthrough,9/6/08,Jason MacDonald,Jason Lambert,win,loss,4389,495,Submission,2,1:20
7837,1,UFC 88 - Breakthrough,9/6/08,Ryo Chonan,Roan Carneiro,win,loss,1831,2886,Decision,3,5:00
7916,10,UFC Fight Night 15 - Diaz vs. Neer,9/17/08,Nate Diaz,Josh Neer,win,loss,11451,9179,Decision,3,5:00
7916,9,UFC Fight Night 15 - Diaz vs. Neer,9/17/08,Clay Guida,Mac Danzig,win,loss,8184,3396,Decision,3,5:00
7916,8,UFC Fight Night 15 - Diaz vs. Neer,9/17/08,Alan Belcher,Ed Herman,win,loss,10967,6561,Decision,3,5:00
7916,7,UFC Fight Night 15 - Diaz vs. Neer,9/17/08,Eric Schafer,Houston Alexander,win,loss,13275,2352,Submission,1,4:53
7916,6,UFC Fight Night 15 - Diaz vs. Neer,9/17/08,Alessio Sakara,Joe Vedepo,win,loss,5366,15833,KO,1,1:27
7916,5,UFC Fight Night 15 - Diaz vs. Neer,9/17/08,Wilson Gouveia,Ryan Jensen,win,loss,3070,662,Submission,2,2:04
7916,4,UFC Fight Night 15 - Diaz vs. Neer,9/17/08,Joe Lauzon,Kyle Bradley,win,loss,4923,7918,TKO,2,1:34
7916,3,UFC Fight Night 15 - Diaz vs. Neer,9/17/08,Jason Brilz,Brad Morris,win,loss,1927,9024,TKO,2,2:54
