eid,mid,event_name,event_date,f1name,f2name,f1result,f2result,f1fid,f2fid,method,round,time
15811,5,UFC - The Ultimate Fighter 13 Finale,6/4/11,George Roop,Josh Grispi,win,loss,16415,20416,KO,3,3:14
15811,4,UFC - The Ultimate Fighter 13 Finale,6/4/11,Shamar Bailey,Ryan McGillivray,win,loss,20744,18533,Decision,3,5:00
15811,3,UFC - The Ultimate Fighter 13 Finale,6/4/11,Clay Harvison,Justin Edwards,win,loss,21131,37452,Decision,3,5:00
15811,2,UFC - The Ultimate Fighter 13 Finale,6/4/11,Scott Jorgensen,Ken Stone,win,loss,16852,24913,KO,1,4:01
15811,1,UFC - The Ultimate Fighter 13 Finale,6/4/11,Reuben Duran,Francisco Rivera,win,loss,26602,11908,Submission,3,1:57
15720,12,UFC 131 - Dos Santos vs. Carwin,6/11/11,Junior dos Santos,Shane Carwin,win,loss,17272,14013,Decision,3,5:00
15720,11,UFC 131 - Dos Santos vs. Carwin,6/11/11,Kenny Florian,Diego Nunes,win,loss,8021,25981,Decision,3,5:00
15720,10,UFC 131 - Dos Santos vs. Carwin,6/11/11,Mark Munoz,Demian Maia,win,loss,22411,14637,Decision,3,5:00
15720,9,UFC 131 - Dos Santos vs. Carwin,6/11/11,Dave Herman,John Olav Einemo,win,loss,19720,2873,TKO,2,3:19
15720,8,UFC 131 - Dos Santos vs. Carwin,6/11/11,Donald Cerrone,Vagner Rocha,win,loss,15105,43107,Decision,3,5:00
15720,7,UFC 131 - Dos Santos vs. Carwin,6/11/11,Sam Stout,Yves Edwards,win,loss,9901,344,KO,1,3:52
15720,6,UFC 131 - Dos Santos vs. Carwin,6/11/11,Chris Weidman,Jesse Bongfeldt,win,loss,42804,6809,Submission,1,4:54
15720,5,UFC 131 - Dos Santos vs. Carwin,6/11/11,Krzysztof Soszynski,Mike Massenzio,win,loss,9178,12852,Decision,3,5:00
15720,4,UFC 131 - Dos Santos vs. Carwin,6/11/11,Nick Ring,James Head,win,loss,6748,23253,Submission,3,3:33
15720,3,UFC 131 - Dos Santos vs. Carwin,6/11/11,Dustin Poirier,Jason Young,win,loss,50529,17758,Decision,3,5:00
15720,2,UFC 131 - Dos Santos vs. Carwin,6/11/11,Joey Beltran,Aaron Rosa,win,loss,21219,15129,TKO,3,1:26
15720,1,UFC 131 - Dos Santos vs. Carwin,6/11/11,Darren Elkins,Michihiro Omigawa,win,loss,22094,13005,Decision,3,5:00
16309,11,UFC Live 4 - Kongo vs. Barry,6/26/11,Cheick Kongo,Pat Barry,win,loss,2193,33342,KO,1,2:39
16309,10,UFC Live 4 - Kongo vs. Barry,6/26/11,Charlie Brenneman,Rick Story,win,loss,23403,25989,Decision,3,5:00
16309,9,UFC Live 4 - Kongo vs. Barry,6/26/11,Matt Brown,John Howard,win,loss,14310,11798,Decision,3,5:00
16309,8,UFC Live 4 - Kongo vs. Barry,6/26/11,Matt Mitrione,Christian Morecraft,win,loss,49519,34376,KO,2,4:28
16309,7,UFC Live 4 - Kongo vs. Barry,6/26/11,Tyson Griffin,Manny Gamburyan,win,loss,11689,5185,Decision,3,5:00
16309,6,UFC Live 4 - Kongo vs. Barry,6/26/11,Javier Vazquez,Joe Stevenson,win,loss,511,65,Decision,3,5:00
16309,5,UFC Live 4 - Kongo vs. Barry,6/26/11,Joe Lauzon,Curt Warburton,win,loss,4923,34623,Submission,1,1:58
16309,4,UFC Live 4 - Kongo vs. Barry,6/26/11,Rich Attonito,Daniel Roberts,win,loss,11955,23999,Decision,3,5:00
16309,3,UFC Live 4 - Kongo vs. Barry,6/26/11,Charles Oliveira,Nik Lentz,NC,NC,30300,15058,NC,2,1:48
16309,2,UFC Live 4 - Kongo vs. Barry,6/26/11,Ricardo Lamas,Matt Grice,win,loss,32051,14539,TKO,1,4:41
16309,1,UFC Live 4 - Kongo vs. Barry,6/26/11,Michael Johnson,Edward Faaloloto,win,loss,68788,55070,TKO,1,4:42
16495,11,UFC 132 - Cruz vs. Faber 2,7/2/11,Dominick Cruz,Urijah Faber,win,loss,12107,8847,Decision,5,5:00
16495,10,UFC 132 - Cruz vs. Faber 2,7/2/11,Chris Leben,Wanderlei Silva,win,loss,6258,209,KO,1,0:27
16495,9,UFC 132 - Cruz vs. Faber 2,7/2/11,Dennis Siver,Matt Wiman,win,loss,9817,12236,Decision,3,5:00
16495,8,UFC 132 - Cruz vs. Faber 2,7/2/11,Tito Ortiz,Ryan Bader,win,loss,158,22858,Submission,1,1:56
16495,7,UFC 132 - Cruz vs. Faber 2,7/2/11,Carlos Condit,Dong Hyun Kim,win,loss,6765,16374,TKO,1,2:58
16495,6,UFC 132 - Cruz vs. Faber 2,7/2/11,Melvin Guillard,Shane Roller,win,loss,7431,24540,KO,1,2:12
16495,5,UFC 132 - Cruz vs. Faber 2,7/2/11,Rafael dos Anjos,George Sotiropoulos,win,loss,11675,11702,KO,1,0:59
16495,4,UFC 132 - Cruz vs. Faber 2,7/2/11,Brian Bowles,Takeya Mizugaki,win,loss,18944,12074,Decision,3,5:00
16495,3,UFC 132 - Cruz vs. Faber 2,7/2/11,Aaron Simpson,Brad Tavares,win,loss,24986,33095,Decision,3,5:00
16495,2,UFC 132 - Cruz vs. Faber 2,7/2/11,Anthony Njokuani,Andre Winner,win,loss,7540,17034,Decision,3,5:00
16495,1,UFC 132 - Cruz vs. Faber 2,7/2/11,Jeff Hougland,Donny Walker,win,loss,4870,11486,Decision,3,5:00
16787,11,UFC 133 - Evans vs. Ortiz 2,8/6/11,Rashad Evans,Tito Ortiz,win,loss,10200,158,TKO,2,4:48
16787,10,UFC 133 - Evans vs. Ortiz 2,8/6/11,Vitor Belfort,Yoshihiro Akiyama,win,loss,156,11895,KO,1,1:52
16787,9,UFC 133 - Evans vs. Ortiz 2,8/6/11,Brian Ebersole,Dennis Hallman,win,loss,3015,275,TKO,1,4:28
16787,8,UFC 133 - Evans vs. Ortiz 2,8/6/11,Costas Philippou,Jorge Rivera,win,loss,32432,2712,Decision,3,5:00
16787,7,UFC 133 - Evans vs. Ortiz 2,8/6/11,Rory MacDonald,Mike Pyle,win,loss,14018,4577,TKO,1,3:54
16787,6,UFC 133 - Evans vs. Ortiz 2,8/6/11,Alexander Gustafsson,Matt Hamill,win,loss,26162,16695,TKO,2,3:41
16787,5,UFC 133 - Evans vs. Ortiz 2,8/6/11,Chad Mendes,Rani Yahya,win,loss,38393,10425,Decision,3,5:00
16787,4,UFC 133 - Evans vs. Ortiz 2,8/6/11,Ivan Menjivar,Nick Pace,win,loss,993,40956,Decision,3,5:00
16787,3,UFC 133 - Evans vs. Ortiz 2,8/6/11,Johny Hendricks,Mike Pierce,win,loss,24539,25415,Decision,3,5:00
16787,2,UFC 133 - Evans vs. Ortiz 2,8/6/11,Mike Thomas Brown,Nam Phan,win,loss,3069,5778,Decision,3,5:00
16787,1,UFC 133 - Evans vs. Ortiz 2,8/6/11,Rafael Natal,Paul Bradley,win,loss,13968,19726,Decision,3,5:00
16967,12,UFC Live 5 - Hardy vs. Lytle,8/14/11,Chris Lytle,Dan Hardy,win,loss,267,10629,Submission,3,4:16
16967,11,UFC Live 5 - Hardy vs. Lytle,8/14/11,Benson Henderson,Jim Miller,win,loss,20548,14463,Decision,3,5:00
16967,10,UFC Live 5 - Hardy vs. Lytle,8/14/11,Donald Cerrone,Charles Oliveira,win,loss,15105,30300,TKO,1,3:01
16967,9,UFC Live 5 - Hardy vs. Lytle,8/14/11,Duane Ludwig,Amir Sadollah,win,loss,101,34071,Decision,3,5:00
16967,8,UFC Live 5 - Hardy vs. Lytle,8/14/11,Jared Hamman,C.B. Dollaway,win,loss,15949,22350,TKO,2,3:38
16967,7,UFC Live 5 - Hardy vs. Lytle,8/14/11,Joseph Benavidez,Eddie Wineland,win,loss,15008,4173,Decision,3,5:00
16967,6,UFC Live 5 - Hardy vs. Lytle,8/14/11,Ed Herman,Kyle Noke,win,loss,6561,7632,Submission,1,4:15
16967,5,UFC Live 5 - Hardy vs. Lytle,8/14/11,Ronny Markes,Karlos Vemola,win,loss,21175,40238,Decision,3,5:00
16967,4,UFC Live 5 - Hardy vs. Lytle,8/14/11,Jim Hettes,Alex Caceres,win,loss,48046,41586,Submission,2,3:12
16967,3,UFC Live 5 - Hardy vs. Lytle,8/14/11,Cole Miller,T.J. O'Brien,win,loss,13133,22127,Submission,2,2:38
16967,2,UFC Live 5 - Hardy vs. Lytle,8/14/11,Jacob Volkmann,Danny Castillo,win,loss,24765,26070,Decision,3,5:00
16967,1,UFC Live 5 - Hardy vs. Lytle,8/14/11,Edwin Figueroa,Jason Reinhardt,win,loss,22490,2347,TKO,2,0:50
15454,12,UFC 134 - Silva vs. Okami,8/27/11,Anderson Silva,Yushin Okami,win,loss,1356,5569,TKO,2,2:04
15454,11,UFC 134 - Silva vs. Okami,8/27/11,Mauricio Rua,Forrest Griffin,win,loss,5707,3526,KO,1,1:53
15454,10,UFC 134 - Silva vs. Okami,8/27/11,Edson Barboza,Ross Pearson,win,loss,46259,11884,Decision,3,5:00
15454,9,UFC 134 - Silva vs. Okami,8/27/11,Antonio Rodrigo Nogueira,Brendan Schaub,win,loss,1440,33926,KO,1,3:09
15454,8,UFC 134 - Silva vs. Okami,8/27/11,Stanislav Nedkov,Luiz Cane,win,loss,27115,17559,TKO,1,4:20
15454,7,UFC 134 - Silva vs. Okami,8/27/11,Thiago Tavares,Spencer Fisher,win,loss,4647,5118,TKO,2,2:51
15454,6,UFC 134 - Silva vs. Okami,8/27/11,Rousimar Palhares,Dan Miller,win,loss,16286,14464,Decision,3,5:00
15454,5,UFC 134 - Silva vs. Okami,8/27/11,Paulo Thiago,David Mitchell,win,loss,13336,16830,Decision,3,5:00
15454,4,UFC 134 - Silva vs. Okami,8/27/11,Raphael Assuncao,Johnny Eduardo,win,loss,9574,426,Decision,3,5:00
15454,3,UFC 134 - Silva vs. Okami,8/27/11,Erick Silva,Luis Ramos,win,loss,15009,3217,TKO,1,0:40
15454,2,UFC 134 - Silva vs. Okami,8/27/11,Iuri Alcantara,Felipe Arantes,win,loss,16129,31372,Decision,3,5:00
15454,1,UFC 134 - Silva vs. Okami,8/27/11,Yves Jabouin,Ian Loveland,win,loss,1693,13793,Decision,3,5:00
16712,8,UFC Fight Night 25 - Shields vs. Ellenberger,9/17/11,Vagner Rocha,Cody McKenzie,win,loss,43107,22173,Submission,2,3:49
16712,7,UFC Fight Night 25 - Shields vs. Ellenberger,9/17/11,Evan Dunham,Shamar Bailey,win,loss,22038,20744,Decision,3,5:00
16712,6,UFC Fight Night 25 - Shields vs. Ellenberger,9/17/11,Lance Benoist,Matt Riddle,win,loss,59764,34072,Decision,3,5:00
16712,5,UFC Fight Night 25 - Shields vs. Ellenberger,9/17/11,Ken Stone,Donny Walker,win,loss,24913,11486,Technical,1,2:40
16712,4,UFC Fight Night 25 - Shields vs. Ellenberger,9/17/11,Seth Baczynski,Clay Harvison,win,loss,13827,21131,Submission,2,1:12
16712,3,UFC Fight Night 25 - Shields vs. Ellenberger,9/17/11,T.J. Waldburger,Mike Stumpf,win,loss,15125,20967,Submission,1,3:52
16712,2,UFC Fight Night 25 - Shields vs. Ellenberger,9/17/11,Robbie Peralta,Mike Lullo,win,loss,21339,36885,Decision,3,5:00
16712,1,UFC Fight Night 25 - Shields vs. Ellenberger,9/17/11,Justin Edwards,Jorge Lopez,win,loss,37452,23271,Decision,3,5:00
16712,12,UFC Fight Night 25 - Shields vs. Ellenberger,9/17/11,Jake Ellenberger,Jake Shields,win,loss,13068,502,TKO,1,0:53
16712,11,UFC Fight Night 25 - Shields vs. Ellenberger,9/17/11,Court McGee,Dongi Yang,win,loss,34124,23501,Decision,3,5:00
16712,10,UFC Fight Night 25 - Shields vs. Ellenberger,9/17/11,Erik Koch,Jonathan Brookins,win,loss,23390,17316,Decision,3,5:00
16712,9,UFC Fight Night 25 - Shields vs. Ellenberger,9/17/11,Alan Belcher,Jason MacDonald,win,loss,10967,4389,Submission,1,3:48
17043,10,UFC 135 - Jones vs. Rampage,9/24/11,Jon Jones,Quinton Jackson,win,loss,27944,348,Submission,4,1:14
17043,9,UFC 135 - Jones vs. Rampage,9/24/11,Josh Koscheck,Matt Hughes,win,loss,9418,232,KO,1,4:59
17043,8,UFC 135 - Jones vs. Rampage,9/24/11,Mark Hunt,Ben Rothwell,win,loss,10668,2262,Decision,3,5:00
17043,7,UFC 135 - Jones vs. Rampage,9/24/11,Travis Browne,Rob Broughton,win,loss,16785,10924,Decision,3,5:00
17043,6,UFC 135 - Jones vs. Rampage,9/24/11,Nate Diaz,Takanori Gomi,win,loss,11451,425,Submission,1,4:27
17043,5,UFC 135 - Jones vs. Rampage,9/24/11,Tony Ferguson,Aaron Riley,win,loss,31239,1567,TKO,1,5:00
17043,4,UFC 135 - Jones vs. Rampage,9/24/11,Tim Boetsch,Nick Ring,win,loss,19544,6748,Decision,3,5:00
17043,3,UFC 135 - Jones vs. Rampage,9/24/11,Junior Assuncao,Eddie Yagin,win,loss,10380,2825,Decision,3,5:00
17043,2,UFC 135 - Jones vs. Rampage,9/24/11,Takeya Mizugaki,Cole Escovedo,win,loss,12074,2291,TKO,2,4:30
17043,1,UFC 135 - Jones vs. Rampage,9/24/11,James Te Huna,Ricardo Romero,win,loss,9033,23978,KO,1,0:47
17789,10,UFC Live 6 - Cruz vs. Johnson,10/1/11,Dominick Cruz,Demetrious Johnson,win,loss,12107,45452,Decision,5,5:00
17789,9,UFC Live 6 - Cruz vs. Johnson,10/1/11,Stefan Struve,Pat Barry,win,loss,15063,33342,Submission,2,3:22
17789,8,UFC Live 6 - Cruz vs. Johnson,10/1/11,Anthony Johnson,Charlie Brenneman,win,loss,17662,23403,KO,1,2:49
17789,7,UFC Live 6 - Cruz vs. Johnson,10/1/11,Matt Wiman,Mac Danzig,win,loss,12236,3396,Decision,3,5:00
17789,6,UFC Live 6 - Cruz vs. Johnson,10/1/11,Yves Edwards,Rafaello Oliveira,win,loss,344,37260,TKO,2,2:44
17789,5,UFC Live 6 - Cruz vs. Johnson,10/1/11,Paul Sass,Michael Johnson,win,loss,23531,68788,Submission,1,3:00
17789,4,UFC Live 6 - Cruz vs. Johnson,10/1/11,Mike Easton,Byron Bloodworth,win,loss,9626,17355,TKO,2,4:52
17789,3,UFC Live 6 - Cruz vs. Johnson,10/1/11,T.J. Grant,Shane Roller,win,loss,15906,24540,Technical,3,2:12
17789,2,UFC Live 6 - Cruz vs. Johnson,10/1/11,Josh Neer,Keith Wisniewski,win,loss,9179,2095,TKO,2,5:00
17789,1,UFC Live 6 - Cruz vs. Johnson,10/1/11,Walel Watson,Joseph Sandoval,win,loss,36403,63897,TKO,1,1:17
17391,11,UFC 136 - Edgar vs. Maynard 3,10/8/11,Frankie Edgar,Gray Maynard,win,loss,14204,15835,KO,4,3:54
17391,10,UFC 136 - Edgar vs. Maynard 3,10/8/11,Jose Aldo,Kenny Florian,win,loss,11506,8021,Decision,5,5:00
17391,9,UFC 136 - Edgar vs. Maynard 3,10/8/11,Chael Sonnen,Brian Stann,win,loss,4112,14829,Submission,2,3:51
17391,8,UFC 136 - Edgar vs. Maynard 3,10/8/11,Nam Phan,Leonard Garcia,win,loss,5778,2815,Decision,3,5:00
17391,7,UFC 136 - Edgar vs. Maynard 3,10/8/11,Joe Lauzon,Melvin Guillard,win,loss,4923,7431,Submission,1,0:47
17391,6,UFC 136 - Edgar vs. Maynard 3,10/8/11,Demian Maia,Jorge Santiago,win,loss,14637,5735,Decision,3,5:00
17391,5,UFC 136 - Edgar vs. Maynard 3,10/8/11,Anthony Pettis,Jeremy Stephens,win,loss,26627,12179,Decision,3,5:00
17391,4,UFC 136 - Edgar vs. Maynard 3,10/8/11,Stipe Miocic,Joey Beltran,win,loss,39537,21219,Decision,3,5:00
17391,3,UFC 136 - Edgar vs. Maynard 3,10/8/11,Darren Elkins,Tiequan Zhang,win,loss,22094,16984,Decision,3,5:00
17391,2,UFC 136 - Edgar vs. Maynard 3,10/8/11,Aaron Simpson,Eric Schafer,win,loss,24986,13275,Decision,3,5:00
17391,1,UFC 136 - Edgar vs. Maynard 3,10/8/11,Mike Massenzio,Steve Cantwell,win,loss,12852,12785,Decision,3,5:00
17377,11,UFC 137 - Penn vs. Diaz,10/29/11,Nick Diaz,B.J. Penn,win,loss,2831,1307,Decision,3,5:00
17377,10,UFC 137 - Penn vs. Diaz,10/29/11,Cheick Kongo,Matt Mitrione,win,loss,2193,49519,Decision,3,5:00
17377,9,UFC 137 - Penn vs. Diaz,10/29/11,Roy Nelson,Mirko Filipovic,win,loss,10249,2326,TKO,3,1:30
17377,8,UFC 137 - Penn vs. Diaz,10/29/11,Scott Jorgensen,Jeff Curran,win,loss,16852,770,Decision,3,5:00
17377,7,UFC 137 - Penn vs. Diaz,10/29/11,Hatsu Hioki,George Roop,win,loss,5466,16415,Decision,3,5:00
17377,6,UFC 137 - Penn vs. Diaz,10/29/11,Donald Cerrone,Dennis Siver,win,loss,15105,9817,Submission,1,2:22
17377,5,UFC 137 - Penn vs. Diaz,10/29/11,Bart Palaszewski,Tyson Griffin,win,loss,3496,11689,KO,1,2:45
17377,4,UFC 137 - Penn vs. Diaz,10/29/11,Brandon Vera,Eliot Marshall,win,loss,4886,15104,Decision,3,5:00
17377,3,UFC 137 - Penn vs. Diaz,10/29/11,Ramsey Nijem,Daniel Downes,win,loss,36963,41666,Decision,3,5:00
17377,2,UFC 137 - Penn vs. Diaz,10/29/11,Francis Carmont,Chris Camozzi,win,loss,9798,17224,Decision,3,5:00
17377,1,UFC 137 - Penn vs. Diaz,10/29/11,Clifford Starks,Dustin Jacoby,win,loss,56902,73825,Decision,3,5:00
17824,10,UFC 138 - Leben vs. Munoz,11/5/11,Mark Munoz,Chris Leben,win,loss,22411,6258,TKO,2,5:00
17824,9,UFC 138 - Leben vs. Munoz,11/5/11,Renan Barao,Brad Pickett,win,loss,23156,11743,Submission,1,4:09
17824,8,UFC 138 - Leben vs. Munoz,11/5/11,Thiago Alves,Papy Abedi,win,loss,5998,20812,Submission,1,3:32
17824,7,UFC 138 - Leben vs. Munoz,11/5/11,Anthony Perosh,Cyrille Diabate,win,loss,9491,2191,Submission,2,3:09
17824,6,UFC 138 - Leben vs. Munoz,11/5/11,Terry Etim,Edward Faaloloto,win,loss,13332,55070,Submission,1,0:17
17824,5,UFC 138 - Leben vs. Munoz,11/5/11,John Maguire,Justin Edwards,win,loss,15574,37452,Decision,3,5:00
17824,4,UFC 138 - Leben vs. Munoz,11/5/11,Philip De Fries,Rob Broughton,win,loss,46202,10924,Decision,3,5:00
17824,3,UFC 138 - Leben vs. Munoz,11/5/11,Michihiro Omigawa,Jason Young,win,loss,13005,17758,Decision,3,5:00
17824,2,UFC 138 - Leben vs. Munoz,11/5/11,Che Mills,Chris Cope,win,loss,8800,25784,TKO,1,0:40
17824,1,UFC 138 - Leben vs. Munoz,11/5/11,Chris Cariaso,Vaughan Lee,win,loss,16467,6946,Decision,3,5:00
18201,10,UFC on Fox 1 - Velasquez vs. Dos Santos,11/12/11,Junior dos Santos,Cain Velasquez,win,loss,17272,19102,KO,1,1:04
18201,9,UFC on Fox 1 - Velasquez vs. Dos Santos,11/12/11,Benson Henderson,Clay Guida,win,loss,20548,8184,Decision,3,5:00
18201,8,UFC on Fox 1 - Velasquez vs. Dos Santos,11/12/11,Dustin Poirier,Pablo Garza,win,loss,50529,35448,Submission,2,1:32
18201,7,UFC on Fox 1 - Velasquez vs. Dos Santos,11/12/11,Ricardo Lamas,Cub Swanson,win,loss,32051,11002,Submission,2,2:16
18201,6,UFC on Fox 1 - Velasquez vs. Dos Santos,11/12/11,DaMarques Johnson,Clay Harvison,win,loss,12913,21131,KO,1,1:34
18201,5,UFC on Fox 1 - Velasquez vs. Dos Santos,11/12/11,Darren Uyenoyama,Norifumi Yamamoto,win,loss,4679,1354,Decision,3,5:00
18201,4,UFC on Fox 1 - Velasquez vs. Dos Santos,11/12/11,Robbie Peralta,Mackens Semerzier,NC,NC,21339,38841,NC,3,1:54
18201,3,UFC on Fox 1 - Velasquez vs. Dos Santos,11/12/11,Alex Caceres,Cole Escovedo,win,loss,41586,2291,Decision,3,5:00
18201,2,UFC on Fox 1 - Velasquez vs. Dos Santos,11/12/11,Mike Pierce,Paul Bradley,win,loss,25415,19726,Decision,3,5:00
18201,1,UFC on Fox 1 - Velasquez vs. Dos Santos,11/12/11,Aaron Rosa,Matt Lucas,win,loss,15129,18915,Decision,3,5:00
17551,12,UFC 139 - Shogun vs. Henderson,11/19/11,Dan Henderson,Mauricio Rua,win,loss,195,5707,Decision,5,5:00
17551,11,UFC 139 - Shogun vs. Henderson,11/19/11,Wanderlei Silva,Cung Le,win,loss,209,14883,TKO,2,4:49
17551,10,UFC 139 - Shogun vs. Henderson,11/19/11,Urijah Faber,Brian Bowles,win,loss,8847,18944,Submission,2,1:27
17551,9,UFC 139 - Shogun vs. Henderson,11/19/11,Martin Kampmann,Rick Story,win,loss,5344,25989,Decision,3,5:00
17551,8,UFC 139 - Shogun vs. Henderson,11/19/11,Stephan Bonnar,Kyle Kingsbury,win,loss,3014,16558,Decision,3,5:00
17551,7,UFC 139 - Shogun vs. Henderson,11/19/11,Ryan Bader,Jason Brilz,win,loss,22858,1927,KO,1,1:17
17551,6,UFC 139 - Shogun vs. Henderson,11/19/11,Michael McDonald,Alex Soto,win,loss,30297,50367,KO,1,0:56
17551,5,UFC 139 - Shogun vs. Henderson,11/19/11,Chris Weidman,Tom Lawlor,win,loss,42804,21940,Technical,1,2:07
17551,4,UFC 139 - Shogun vs. Henderson,11/19/11,Gleison Tibau,Rafael dos Anjos,win,loss,5993,11675,Decision,3,5:00
17551,3,UFC 139 - Shogun vs. Henderson,11/19/11,Miguel Torres,Nick Pace,win,loss,3006,40956,Decision,3,5:00
17551,2,UFC 139 - Shogun vs. Henderson,11/19/11,Seth Baczynski,Matt Brown,win,loss,13827,14310,Submission,2,0:42
17551,1,UFC 139 - Shogun vs. Henderson,11/19/11,Danny Castillo,Shamar Bailey,win,loss,26070,20744,TKO,1,4:52
17424,10,UFC - The Ultimate Fighter 14 Finale,12/3/11,Michael Bisping,Jason Miller,win,loss,10196,7798,TKO,3,3:34
17424,9,UFC - The Ultimate Fighter 14 Finale,12/3/11,Diego Brandao,Dennis Bermudez,win,loss,25097,58065,Submission,1,4:51
17424,8,UFC - The Ultimate Fighter 14 Finale,12/3/11,John Dodson,T.J. Dillashaw,win,loss,11660,62507,TKO,1,1:54
17424,7,UFC - The Ultimate Fighter 14 Finale,12/3/11,Tony Ferguson,Yves Edwards,win,loss,31239,344,Decision,3,5:00
17424,6,UFC - The Ultimate Fighter 14 Finale,12/3/11,Johnny Bedford,Louis Gaudinot,win,loss,19717,45230,TKO,3,1:58
17424,5,UFC - The Ultimate Fighter 14 Finale,12/3/11,Marcus Brimage,Stephen Bass,win,loss,21618,28788,Decision,3,5:00
17424,4,UFC - The Ultimate Fighter 14 Finale,12/3/11,John Albert,Dustin Pague,win,loss,43796,39781,TKO,1,1:09
17424,3,UFC - The Ultimate Fighter 14 Finale,12/3/11,Roland Delorme,Josh Ferguson,win,loss,37351,26649,Submission,3,0:22
17424,2,UFC - The Ultimate Fighter 14 Finale,12/3/11,Steven Siler,Josh Clopton,win,loss,22537,22105,Decision,3,5:00
17424,1,UFC - The Ultimate Fighter 14 Finale,12/3/11,Bryan Caraway,Dustin Neace,win,loss,13791,13599,Submission,2,3:38
17274,12,UFC 140 - Jones vs. Machida,12/10/11,Jon Jones,Lyoto Machida,win,loss,27944,7513,Technical,2,4:26
17274,11,UFC 140 - Jones vs. Machida,12/10/11,Frank Mir,Antonio Rodrigo Nogueira,win,loss,2329,1440,Technical,1,3:38
17274,10,UFC 140 - Jones vs. Machida,12/10/11,Antonio Rogerio Nogueira,Tito Ortiz,win,loss,2270,158,TKO,1,3:15
17274,9,UFC 140 - Jones vs. Machida,12/10/11,Brian Ebersole,Claude Patrick,win,loss,3015,4114,Decision,3,5:00
17274,8,UFC 140 - Jones vs. Machida,12/10/11,Chan Sung Jung,Mark Hominick,win,loss,36155,4728,KO,1,0:07
17274,7,UFC 140 - Jones vs. Machida,12/10/11,Igor Pokrajac,Krzysztof Soszynski,win,loss,7621,9178,KO,1,0:35
17274,6,UFC 140 - Jones vs. Machida,12/10/11,Costas Philippou,Jared Hamman,win,loss,32432,15949,KO,1,3:11
17274,5,UFC 140 - Jones vs. Machida,12/10/11,Dennis Hallman,John Makdessi,win,loss,275,37402,Submission,1,2:58
17274,4,UFC 140 - Jones vs. Machida,12/10/11,Yves Jabouin,Walel Watson,win,loss,1693,36403,Decision,3,5:00
17274,3,UFC 140 - Jones vs. Machida,12/10/11,Mark Bocek,Nik Lentz,win,loss,9781,15058,Decision,3,5:00
17274,2,UFC 140 - Jones vs. Machida,12/10/11,Jake Hecht,Rich Attonito,win,loss,15759,11955,TKO,2,1:10
17274,1,UFC 140 - Jones vs. Machida,12/10/11,John Cholish,Mitch Clarke,win,loss,35867,22556,TKO,2,4:36
18346,10,UFC 141 - Lesnar vs. Overeem,12/30/11,Alistair Overeem,Brock Lesnar,win,loss,461,17522,TKO,1,2:26
18346,9,UFC 141 - Lesnar vs. Overeem,12/30/11,Nate Diaz,Donald Cerrone,win,loss,11451,15105,Decision,3,5:00
18346,8,UFC 141 - Lesnar vs. Overeem,12/30/11,Johny Hendricks,Jon Fitch,win,loss,24539,4865,KO,1,0:12
18346,7,UFC 141 - Lesnar vs. Overeem,12/30/11,Alexander Gustafsson,Vladimir Matyushenko,win,loss,26162,435,TKO,1,2:13
18346,6,UFC 141 - Lesnar vs. Overeem,12/30/11,Jim Hettes,Nam Phan,win,loss,48046,5778,Decision,3,5:00
18346,5,UFC 141 - Lesnar vs. Overeem,12/30/11,Ross Pearson,Junior Assuncao,win,loss,11884,10380,Decision,3,5:00
18346,4,UFC 141 - Lesnar vs. Overeem,12/30/11,Danny Castillo,Anthony Njokuani,win,loss,26070,7540,Decision,3,5:00
18346,3,UFC 141 - Lesnar vs. Overeem,12/30/11,Dong Hyun Kim,Sean Pierson,win,loss,16374,573,Decision,3,5:00
18346,2,UFC 141 - Lesnar vs. Overeem,12/30/11,Jacob Volkmann,Efrain Escudero,win,loss,24765,16555,Decision,3,5:00
18346,1,UFC 141 - Lesnar vs. Overeem,12/30/11,Diego Nunes,Manny Gamburyan,win,loss,25981,5185,Decision,3,5:00
18901,10,UFC 142 - Aldo vs. Mendes,1/14/12,Jose Aldo,Chad Mendes,win,loss,11506,38393,KO,1,4:59
18901,9,UFC 142 - Aldo vs. Mendes,1/14/12,Vitor Belfort,Anthony Johnson,win,loss,156,17662,Submission,1,4:49
18901,8,UFC 142 - Aldo vs. Mendes,1/14/12,Rousimar Palhares,Mike Massenzio,win,loss,16286,12852,Submission,1,1:03
18901,7,UFC 142 - Aldo vs. Mendes,1/14/12,Carlo Prater,Erick Silva,win,loss,6767,15009,DQ,1,0:29
18901,6,UFC 142 - Aldo vs. Mendes,1/14/12,Edson Barboza,Terry Etim,win,loss,46259,13332,KO,3,2:02
18901,5,UFC 142 - Aldo vs. Mendes,1/14/12,Thiago Tavares,Sam Stout,win,loss,4647,9901,Decision,3,5:00
18901,4,UFC 142 - Aldo vs. Mendes,1/14/12,Gabriel Gonzaga,Ednaldo Oliveira,win,loss,7306,14972,Submission,1,3:22
18901,3,UFC 142 - Aldo vs. Mendes,1/14/12,Iuri Alcantara,Michihiro Omigawa,win,loss,16129,13005,Decision,3,5:00
18901,2,UFC 142 - Aldo vs. Mendes,1/14/12,Mike Pyle,Ricardo Funch,win,loss,4577,24057,TKO,1,1:22
